identifier,river,basin,country,satellite,track_nb,start_date,end_date,latitude,longitude,status,validation
82215000210431,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.8351204430218,-130.13037749031278,active,none
82215000210441,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.83686100332693,-130.13162947481314,active,none
82215000210451,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.83860225160483,-130.1327840181318,active,none
82215000210461,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84034419041444,-130.13384109210958,active,none
82215000210471,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84195123851734,-130.1349409132541,active,none
82215000210481,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84369140929826,-130.1362424035415,active,none
82215000210491,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84543192020737,-130.13749524645434,active,none
82215000210501,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84717284164343,-130.13868967897898,active,none
82215000210511,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.84904561335944,-130.1402616657211,active,none
82215000220511,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73775209427696,-129.81392082584156,active,none
82215000220501,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73773817475748,-129.8183452869257,active,none
82215000220491,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73801372490314,-129.8227794130178,active,none
82215000220481,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73858003156785,-129.82722339008384,active,none
82215000220471,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73905190024071,-129.83132399098403,active,none
82215000220461,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73952185769515,-129.83576509073907,active,none
82215000220451,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73990199533642,-129.84020330295704,active,none
82215000220441,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74037426518737,-129.84464481695528,active,none
82215000220431,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74085922696476,-129.84908693286118,active,none
82215000220421,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7413215565638,-129.85318802069733,active,none
82215000220411,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74198054324629,-129.85763654484205,active,none
82215000220401,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74262787490426,-129.86208489820874,active,none
82215000220391,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74337689673906,-129.86619660614943,active,none
82215000220381,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74405405347228,-129.87030603036888,active,none
82215000220371,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74484770884482,-129.87441981769484,active,none
82215000220361,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7457507893405,-129.8781972775909,active,none
82215000220351,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74665747421714,-129.88163464362043,active,none
82215000220341,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74779179570491,-129.88542096617752,active,none
82215000220331,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74883274422127,-129.88920425926244,active,none
82215000220321,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.74977672667612,-129.8929843711974,active,none
82215000220311,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75062360613913,-129.897101796517,active,none
82215000220301,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75140759043339,-129.90121721034936,active,none
82215000220291,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75219146704492,-129.90533288550665,active,none
82215000220281,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75302905352035,-129.90945081066218,active,none
82215000220271,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75389344094044,-129.91357000872242,active,none
82215000220261,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75468596383193,-129.91768682521806,active,none
82215000220251,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75551624729327,-129.92146468951358,active,none
82215000220241,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75641819362896,-129.92524551064514,active,none
82215000220231,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75739877118947,-129.92937022953907,active,none
82215000220221,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75834358380537,-129.9331532499433,active,none
82215000220211,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7591394085669,-129.93693090139746,active,none
82215000220201,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.75992235021918,-129.94104899967562,active,none
82215000220191,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76060651961829,-129.94516357115822,active,none
82215000220181,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76135336782446,-129.94928079400162,active,none
82215000220171,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76213598620195,-129.95339965323694,active,none
82215000220161,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76288183206108,-129.95785808067575,active,none
82215000220151,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7630240391096,-129.9622931854177,active,none
82215000220141,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76304310880299,-129.9667235229023,active,none
82215000220131,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76328373030535,-129.97116260664225,active,none
82215000220121,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76351909831773,-129.97560157276664,active,none
82215000220111,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76392860720179,-129.98004756452934,active,none
82215000220101,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76486290044102,-129.98417392680847,active,none
82215000220091,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76577231099978,-129.98795881900463,active,none
82215000220081,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76663678078852,-129.99174219351298,active,none
82215000220071,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7675259202773,-129.9958676302849,active,none
82215000220061,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76835791281353,-129.99965023470548,active,none
82215000220051,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.76929923745024,-130.00343755959787,active,none
82215000220041,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.77025085523924,-130.0075664346299,active,none
82215000220031,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7712292724771,-130.01169673595902,active,none
82215000220021,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.77211111216268,-130.0154825107668,active,none
82215000220011,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.77297491932923,-130.01926782253733,active,none
82215000230951,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.66380521229497,-129.46670570353845,active,none
82215000230941,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.66514150229827,-129.46985305136218,active,none
82215000230931,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.66647813474482,-129.47286499997713,active,none
82215000230921,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.66767994834323,-129.47594255312632,active,none
82215000230911,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.66888169915863,-129.4790204163563,active,none
82215000230901,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67021699152669,-129.48241345530855,active,none
82215000230891,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67155363485485,-129.48534523247525,active,none
82215000230881,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6728892104389,-129.48860320243196,active,none
82215000230871,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67409071433354,-129.4916823179716,active,none
82215000230861,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6752921553894,-129.49476174376485,active,none
82215000230851,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67676243743298,-129.49791478145394,active,none
82215000230841,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67823516069592,-129.50028049699858,active,none
82215000230831,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.67970744166615,-129.5027732673418,active,none
82215000230821,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68117857895591,-129.5056104170919,active,none
82215000230811,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6825157511237,-129.50824591859504,active,none
82215000230801,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68385226107303,-129.5110718825851,active,none
82215000230791,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68532293648126,-129.51400510267317,active,none
82215000230781,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68665857030075,-129.51706717246557,active,none
82215000230771,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68785951101516,-129.52014939812005,active,none
82215000230761,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.68919517528676,-129.5231668292691,active,none
82215000230751,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.69066495749486,-129.5263006901092,active,none
82215000230741,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6921353478219,-129.5292356170526,active,none
82215000230731,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6934702841105,-129.53241713595375,active,none
82215000230721,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6948060799523,-129.53532719911266,active,none
82215000230711,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.69614172923598,-129.53826475689033,active,none
82215000230701,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.69747713580888,-129.54125699997445,active,none
82215000230691,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.69881276660905,-129.54416801449696,active,none
82215000230681,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70014834401988,-129.54707934156517,active,none
82215000230671,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70148434188997,-129.54985504691066,active,none
82215000230661,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70295505105786,-129.5525751618871,active,none
82215000230651,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70442587398296,-129.55525027364507,active,none
82215000230641,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70576239986984,-129.55783656143484,active,none
82215000230631,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70723208255275,-129.56080689762618,active,none
82215000230621,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70856720434499,-129.56376090326543,active,none
82215000230611,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.70976722415055,-129.5668481344973,active,none
82215000230601,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7111011006263,-129.57011554900743,active,none
82215000230591,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71243609445689,-129.5730569314472,active,none
82215000230581,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71376934282435,-129.57646104046148,active,none
82215000230571,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71507012423558,-129.57989195842634,active,none
82215000230561,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71616630758936,-129.58331840426627,active,none
82215000230551,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71719782995562,-129.586743619488,active,none
82215000230541,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71815803442392,-129.59050751711894,active,none
82215000230531,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7190128124275,-129.59460927347533,active,none
82215000230521,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.71962528597926,-129.5987054428703,active,none
82215000230511,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72049779062185,-129.60280817330633,active,none
82215000230501,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72164975193739,-129.6065325655504,active,none
82215000230491,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72320350102933,-129.60840766127717,active,none
82215000230481,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72480999318118,-129.61055645807537,active,none
82215000230471,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72628093390956,-129.61295164743572,active,none
82215000230461,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72775139300846,-129.6154605342886,active,none
82215000230451,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.72922039192504,-129.61833260461592,active,none
82215000230441,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73055683738593,-129.62067994088937,active,none
82215000230431,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73202627645853,-129.6234165580073,active,none
82215000230421,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7334831011982,-129.62660692331102,active,none
82215000230411,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73451367733874,-129.63003634842903,active,none
82215000230401,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73560021932721,-129.63380784916916,active,none
82215000230391,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73630137208056,-129.6379100574056,active,none
82215000230381,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7368140440811,-129.64200759751284,active,none
82215000230371,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73729702151003,-129.6464448999158,active,none
82215000230361,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73781832071425,-129.65088338634303,active,none
82215000230351,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73825235299516,-129.65531974637045,active,none
82215000230341,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73865166442413,-129.65975533213842,active,none
82215000230331,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7387227970105,-129.66418222284778,active,none
82215000230321,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73873101757896,-129.6686074411342,active,none
82215000230311,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73887750703061,-129.67303643553936,active,none
82215000230301,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73891092589128,-129.67780277062286,active,none
82215000230291,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73891492002366,-129.68222791545912,active,none
82215000230281,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73908793721989,-129.68665777796633,active,none
82215000230271,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73923520434404,-129.6910869789793,active,none
82215000230261,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73939515829669,-129.69551659037344,active,none
82215000230251,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73942020917657,-129.70028283417014,active,none
82215000230241,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73961450681524,-129.70471352762442,active,none
82215000230231,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73960364695232,-129.7091383941255,active,none
82215000230221,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73950526850071,-129.71390112020174,active,none
82215000230211,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7391135682936,-129.71831487394886,active,none
82215000230201,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73900365666967,-129.72273675412424,active,none
82215000230191,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73898332452377,-129.72716123636573,active,none
82215000230181,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73896286510588,-129.73158571040543,active,none
82215000230171,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73894069482482,-129.73635051971362,active,none
82215000230161,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73891998086408,-129.7407749771963,active,none
82215000230151,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73889913963255,-129.74519942632375,active,none
82215000230141,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73887655816903,-129.74996420863803,active,none
82215000230131,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73903486166127,-129.75439413414102,active,none
82215000230121,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73910333800879,-129.75882134724637,active,none
82215000230111,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7390803450704,-129.7635861540669,active,none
82215000230101,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73905886721455,-129.76801060893246,active,none
82215000230091,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73902957358412,-129.77243481360662,active,none
82215000230081,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73879089149018,-129.7771928020987,active,none
82215000230071,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73872290109078,-129.7816157312698,active,none
82215000230061,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.7387009144421,-129.78604010289808,active,none
82215000230051,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73860021472937,-129.7908023308591,active,none
82215000230041,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73835885230113,-129.7952196057552,active,none
82215000230031,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73811736308711,-129.79963679047916,active,none
82215000230021,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73806283907557,-129.8040599906816,active,none
82215000230011,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.73781871522053,-129.80881733258508,active,none
82215000240741,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.5678163730455,-129.2499149525534,active,none
82215000240731,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.56942795447647,-129.2519143861815,active,none
82215000240721,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.57103987430644,-129.2536887028007,active,none
82215000240711,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.57265151701422,-129.25562102282262,active,none
82215000240701,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.57426335701338,-129.25741835167054,active,none
82215000240691,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.5758752138551,-129.2591933683731,active,none
82215000240681,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.57762177292352,-129.26087341678996,active,none
82215000240671,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.5793679903034,-129.2627469431787,active,none
82215000240661,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.58097982311625,-129.26450012658026,active,none
82215000240651,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.58259182746815,-129.26614079447407,active,none
82215000240641,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.58420431422863,-129.26748852810445,active,none
82215000240631,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.58595136715797,-129.2688282352764,active,none
82215000240621,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.5876978317748,-129.27050319526245,active,none
82215000240611,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.58930992773912,-129.27205448214755,active,none
82215000240601,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.59092161447165,-129.27383152983532,active,none
82215000240591,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.59253304371948,-129.2757441481929,active,none
82215000240581,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.59414412890204,-129.27783749052995,active,none
82215000240571,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.59575510638085,-129.27997621977417,active,none
82215000240561,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.59736666187443,-129.28177680219662,active,none
82215000240551,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.5989779104202,-129.28373556351224,active,none
82215000240541,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.60058872330904,-129.28592022539644,active,none
82215000240531,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.60219938209556,-129.28817286490155,active,none
82215000240521,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.60367582135034,-129.29022111629035,active,none
82215000240511,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6050173181071,-129.29245760752826,active,none
82215000240501,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6064915118501,-129.29567096247453,active,none
82215000240491,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.60783136305571,-129.29873409536944,active,none
82215000240481,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.608892406132,-129.30213277001712,active,none
82215000240471,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.60986235158937,-129.30620781501318,active,none
82215000240461,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61076939578471,-129.3102823917139,active,none
82215000240451,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61156868502154,-129.31435590399542,active,none
82215000240441,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61235889769294,-129.31842956280923,active,none
82215000240431,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61305032635347,-129.32250219785223,active,none
82215000240421,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6138313566749,-129.3265762425666,active,none
82215000240411,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61463093637585,-129.33031212121537,active,none
82215000240401,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61552910240648,-129.3340495763221,active,none
82215000240391,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61654307158575,-129.33812757016196,active,none
82215000240381,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61755587917426,-129.3418671696324,active,none
82215000240371,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61841968088598,-129.34560500725686,active,none
82215000240361,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.61949869326176,-129.34934613363802,active,none
82215000240351,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62070755392395,-129.3527506846653,active,none
82215000240341,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6217333381482,-129.35615293711356,active,none
82215000240331,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62271162398106,-129.35989356742246,active,none
82215000240321,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62363521342262,-129.36397248122518,active,none
82215000240311,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62462408012807,-129.36771386127296,active,none
82215000240301,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6258433060719,-129.37112017602675,active,none
82215000240291,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62704711880077,-129.37418774578055,active,none
82215000240281,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.6282512602698,-129.37709297739804,active,none
82215000240271,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.62958994038362,-129.37998699787812,active,none
82215000240261,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.63106275320816,-129.38303703700325,active,none
82215000240251,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.63267156422329,-129.38547950278237,active,none
82215000240241,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.63414624400971,-129.38773038495756,active,none
82215000240231,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.63562090228554,-129.38997702030295,active,none
82215000240221,Mackenzie,Mackenzie,Canada,SWOT,xx,2023-12-01,2024-12-31,66.63722909502978,-129.39262377111817,active,none
