             ID                                                                                             Station                                             River                                             Basin                         Country       lon       lat elevation     EGM08     EGM96                       Satellite       Start Date         End Date       Status
082215000290131                                                                                      82215000290131                                         Mackenzie                                         Mackenzie                          Canada -132.3382   67.3138  -99.0000   -2.0870   -1.5900                            SWOT       2023-12-01       2024-12-31       active
082215000290141                                                                                      82215000290141                                         Mackenzie                                         Mackenzie                          Canada -132.3336   67.3141  -99.0000   -2.0920   -1.5900                            SWOT       2023-12-01       2024-12-31       active
082215000290151                                                                                      82215000290151                                         Mackenzie                                         Mackenzie                          Canada -132.3291   67.3143  -99.0000   -2.0960   -1.6000                            SWOT       2023-12-01       2024-12-31       active
082215000290161                                                                                      82215000290161                                         Mackenzie                                         Mackenzie                          Canada -132.3245   67.3146  -99.0000   -2.1000   -1.6000                            SWOT       2023-12-01       2024-12-31       active
082215000290171                                                                                      82215000290171                                         Mackenzie                                         Mackenzie                          Canada -132.3196   67.3148  -99.0000   -2.1040   -1.6100                            SWOT       2023-12-01       2024-12-31       active
082215000290181                                                                                      82215000290181                                         Mackenzie                                         Mackenzie                          Canada -132.3150   67.3149  -99.0000   -2.1090   -1.6100                            SWOT       2023-12-01       2024-12-31       active
082215000290191                                                                                      82215000290191                                         Mackenzie                                         Mackenzie                          Canada -132.3105   67.3150  -99.0000   -2.1130   -1.6200                            SWOT       2023-12-01       2024-12-31       active
082215000290201                                                                                      82215000290201                                         Mackenzie                                         Mackenzie                          Canada -132.3056   67.3152  -99.0000   -2.1170   -1.6200                            SWOT       2023-12-01       2024-12-31       active
082215000290211                                                                                      82215000290211                                         Mackenzie                                         Mackenzie                          Canada -132.3011   67.3152  -99.0000   -2.1210   -1.6300                            SWOT       2023-12-01       2024-12-31       active
082215000290221                                                                                      82215000290221                                         Mackenzie                                         Mackenzie                          Canada -132.2965   67.3151  -99.0000   -2.1250   -1.6300                            SWOT       2023-12-01       2024-12-31       active
082215000290231                                                                                      82215000290231                                         Mackenzie                                         Mackenzie                          Canada -132.2916   67.3153  -99.0000   -2.1290   -1.6400                            SWOT       2023-12-01       2024-12-31       active
082215000290241                                                                                      82215000290241                                         Mackenzie                                         Mackenzie                          Canada -132.2871   67.3153  -99.0000   -2.1330   -1.6400                            SWOT       2023-12-01       2024-12-31       active
082215000290251                                                                                      82215000290251                                         Mackenzie                                         Mackenzie                          Canada -132.2825   67.3154  -99.0000   -2.1370   -1.6500                            SWOT       2023-12-01       2024-12-31       active
082215000290261                                                                                      82215000290261                                         Mackenzie                                         Mackenzie                          Canada -132.2780   67.3155  -99.0000   -2.1410   -1.6500                            SWOT       2023-12-01       2024-12-31       active
082215000290271                                                                                      82215000290271                                         Mackenzie                                         Mackenzie                          Canada -132.2735   67.3155  -99.0000   -2.1450   -1.6500                            SWOT       2023-12-01       2024-12-31       active
082215000290281                                                                                      82215000290281                                         Mackenzie                                         Mackenzie                          Canada -132.2686   67.3157  -99.0000   -2.1490   -1.6600                            SWOT       2023-12-01       2024-12-31       active
082215000290291                                                                                      82215000290291                                         Mackenzie                                         Mackenzie                          Canada -132.2640   67.3159  -99.0000   -2.1530   -1.6600                            SWOT       2023-12-01       2024-12-31       active
082215000290301                                                                                      82215000290301                                         Mackenzie                                         Mackenzie                          Canada -132.2594   67.3162  -99.0000   -2.1570   -1.6700                            SWOT       2023-12-01       2024-12-31       active
082215000290311                                                                                      82215000290311                                         Mackenzie                                         Mackenzie                          Canada -132.2549   67.3165  -99.0000   -2.1610   -1.6700                            SWOT       2023-12-01       2024-12-31       active
082215000290321                                                                                      82215000290321                                         Mackenzie                                         Mackenzie                          Canada -132.2503   67.3169  -99.0000   -2.1650   -1.6800                            SWOT       2023-12-01       2024-12-31       active
082215000290331                                                                                      82215000290331                                         Mackenzie                                         Mackenzie                          Canada -132.2457   67.3173  -99.0000   -2.1690   -1.6800                            SWOT       2023-12-01       2024-12-31       active
082215000290341                                                                                      82215000290341                                         Mackenzie                                         Mackenzie                          Canada -132.2411   67.3177  -99.0000   -2.1730   -1.6900                            SWOT       2023-12-01       2024-12-31       active
082215000290351                                                                                      82215000290351                                         Mackenzie                                         Mackenzie                          Canada -132.2365   67.3181  -99.0000   -2.1770   -1.6900                            SWOT       2023-12-01       2024-12-31       active
082215000290361                                                                                      82215000290361                                         Mackenzie                                         Mackenzie                          Canada -132.2323   67.3185  -99.0000   -2.1810   -1.7000                            SWOT       2023-12-01       2024-12-31       active
082215000290371                                                                                      82215000290371                                         Mackenzie                                         Mackenzie                          Canada -132.2277   67.3189  -99.0000   -2.1840   -1.7000                            SWOT       2023-12-01       2024-12-31       active
082215000290381                                                                                      82215000290381                                         Mackenzie                                         Mackenzie                          Canada -132.2231   67.3194  -99.0000   -2.1880   -1.7100                            SWOT       2023-12-01       2024-12-31       active
082215000290391                                                                                      82215000290391                                         Mackenzie                                         Mackenzie                          Canada -132.2189   67.3200  -99.0000   -2.1920   -1.7100                            SWOT       2023-12-01       2024-12-31       active
082215000290401                                                                                      82215000290401                                         Mackenzie                                         Mackenzie                          Canada -132.2146   67.3206  -99.0000   -2.1960   -1.7100                            SWOT       2023-12-01       2024-12-31       active
082215000290411                                                                                      82215000290411                                         Mackenzie                                         Mackenzie                          Canada -132.2100   67.3213  -99.0000   -2.2000   -1.7200                            SWOT       2023-12-01       2024-12-31       active
082215000290421                                                                                      82215000290421                                         Mackenzie                                         Mackenzie                          Canada -132.2057   67.3220  -99.0000   -2.2030   -1.7200                            SWOT       2023-12-01       2024-12-31       active
082215000290431                                                                                      82215000290431                                         Mackenzie                                         Mackenzie                          Canada -132.2018   67.3228  -99.0000   -2.2070   -1.7300                            SWOT       2023-12-01       2024-12-31       active
082215000290441                                                                                      82215000290441                                         Mackenzie                                         Mackenzie                          Canada -132.1975   67.3236  -99.0000   -2.2110   -1.7300                            SWOT       2023-12-01       2024-12-31       active
082215000290451                                                                                      82215000290451                                         Mackenzie                                         Mackenzie                          Canada -132.1932   67.3244  -99.0000   -2.2140   -1.7400                            SWOT       2023-12-01       2024-12-31       active
082215000300011                                                                                      82215000300011                                         Mackenzie                                         Mackenzie                          Canada -132.1890   67.3251  -99.0000   -2.2180   -1.7400                            SWOT       2023-12-01       2024-12-31       active
082215000300021                                                                                      82215000300021                                         Mackenzie                                         Mackenzie                          Canada -132.1847   67.3260  -99.0000   -2.2220   -1.7500                            SWOT       2023-12-01       2024-12-31       active
082215000300031                                                                                      82215000300031                                         Mackenzie                                         Mackenzie                          Canada -132.1807   67.3268  -99.0000   -2.2250   -1.7500                            SWOT       2023-12-01       2024-12-31       active
082215000300041                                                                                      82215000300041                                         Mackenzie                                         Mackenzie                          Canada -132.1768   67.3277  -99.0000   -2.2290   -1.7500                            SWOT       2023-12-01       2024-12-31       active
082215000300051                                                                                      82215000300051                                         Mackenzie                                         Mackenzie                          Canada -132.1725   67.3286  -99.0000   -2.2320   -1.7600                            SWOT       2023-12-01       2024-12-31       active
082215000300061                                                                                      82215000300061                                         Mackenzie                                         Mackenzie                          Canada -132.1686   67.3295  -99.0000   -2.2360   -1.7600                            SWOT       2023-12-01       2024-12-31       active
082215000300071                                                                                      82215000300071                                         Mackenzie                                         Mackenzie                          Canada -132.1646   67.3305  -99.0000   -2.2390   -1.7700                            SWOT       2023-12-01       2024-12-31       active
082215000300081                                                                                      82215000300081                                         Mackenzie                                         Mackenzie                          Canada -132.1606   67.3315  -99.0000   -2.2430   -1.7700                            SWOT       2023-12-01       2024-12-31       active
082215000300091                                                                                      82215000300091                                         Mackenzie                                         Mackenzie                          Canada -132.1570   67.3324  -99.0000   -2.2460   -1.7700                            SWOT       2023-12-01       2024-12-31       active
082215000300101                                                                                      82215000300101                                         Mackenzie                                         Mackenzie                          Canada -132.1534   67.3334  -99.0000   -2.2500   -1.7800                            SWOT       2023-12-01       2024-12-31       active
082215000300111                                                                                      82215000300111                                         Mackenzie                                         Mackenzie                          Canada -132.1495   67.3345  -99.0000   -2.2530   -1.7800                            SWOT       2023-12-01       2024-12-31       active
082215000300121                                                                                      82215000300121                                         Mackenzie                                         Mackenzie                          Canada -132.1455   67.3355  -99.0000   -2.2570   -1.7900                            SWOT       2023-12-01       2024-12-31       active
082215000300131                                                                                      82215000300131                                         Mackenzie                                         Mackenzie                          Canada -132.1416   67.3364  -99.0000   -2.2600   -1.7900                            SWOT       2023-12-01       2024-12-31       active
082215000300141                                                                                      82215000300141                                         Mackenzie                                         Mackenzie                          Canada -132.1373   67.3373  -99.0000   -2.2640   -1.7900                            SWOT       2023-12-01       2024-12-31       active
082215000300151                                                                                      82215000300151                                         Mackenzie                                         Mackenzie                          Canada -132.1333   67.3383  -99.0000   -2.2680   -1.8000                            SWOT       2023-12-01       2024-12-31       active
082215000300161                                                                                      82215000300161                                         Mackenzie                                         Mackenzie                          Canada -132.1297   67.3392  -99.0000   -2.2710   -1.8000                            SWOT       2023-12-01       2024-12-31       active
082215000300171                                                                                      82215000300171                                         Mackenzie                                         Mackenzie                          Canada -132.1257   67.3401  -99.0000   -2.2740   -1.8100                            SWOT       2023-12-01       2024-12-31       active
082215000300181                                                                                      82215000300181                                         Mackenzie                                         Mackenzie                          Canada -132.1219   67.3412  -99.0000   -2.2780   -1.8100                            SWOT       2023-12-01       2024-12-31       active
082215000300191                                                                                      82215000300191                                         Mackenzie                                         Mackenzie                          Canada -132.1186   67.3426  -99.0000   -2.2810   -1.8100                            SWOT       2023-12-01       2024-12-31       active
082215000300201                                                                                      82215000300201                                         Mackenzie                                         Mackenzie                          Canada -132.1152   67.3439  -99.0000   -2.2840   -1.8200                            SWOT       2023-12-01       2024-12-31       active
082215000300211                                                                                      82215000300211                                         Mackenzie                                         Mackenzie                          Canada -132.1116   67.3448  -99.0000   -2.2880   -1.8200                            SWOT       2023-12-01       2024-12-31       active
082215000300221                                                                                      82215000300221                                         Mackenzie                                         Mackenzie                          Canada -132.1076   67.3457  -99.0000   -2.2910   -1.8200                            SWOT       2023-12-01       2024-12-31       active
082215000300231                                                                                      82215000300231                                         Mackenzie                                         Mackenzie                          Canada -132.1033   67.3465  -99.0000   -2.2950   -1.8300                            SWOT       2023-12-01       2024-12-31       active
082215000300241                                                                                      82215000300241                                         Mackenzie                                         Mackenzie                          Canada -132.0987   67.3471  -99.0000   -2.2990   -1.8300                            SWOT       2023-12-01       2024-12-31       active
082215000300251                                                                                      82215000300251                                         Mackenzie                                         Mackenzie                          Canada -132.0941   67.3476  -99.0000   -2.3030   -1.8400                            SWOT       2023-12-01       2024-12-31       active
082215000300261                                                                                      82215000300261                                         Mackenzie                                         Mackenzie                          Canada -132.0899   67.3481  -99.0000   -2.3060   -1.8400                            SWOT       2023-12-01       2024-12-31       active
082215000300271                                                                                      82215000300271                                         Mackenzie                                         Mackenzie                          Canada -132.0853   67.3485  -99.0000   -2.3100   -1.8500                            SWOT       2023-12-01       2024-12-31       active
082215000300281                                                                                      82215000300281                                         Mackenzie                                         Mackenzie                          Canada -132.0807   67.3489  -99.0000   -2.3140   -1.8500                            SWOT       2023-12-01       2024-12-31       active
082215000300291                                                                                      82215000300291                                         Mackenzie                                         Mackenzie                          Canada -132.0761   67.3493  -99.0000   -2.3180   -1.8600                            SWOT       2023-12-01       2024-12-31       active
082215000300301                                                                                      82215000300301                                         Mackenzie                                         Mackenzie                          Canada -132.0715   67.3496  -99.0000   -2.3210   -1.8600                            SWOT       2023-12-01       2024-12-31       active
082215000300311                                                                                      82215000300311                                         Mackenzie                                         Mackenzie                          Canada -132.0669   67.3498  -99.0000   -2.3250   -1.8700                            SWOT       2023-12-01       2024-12-31       active
082215000300321                                                                                      82215000300321                                         Mackenzie                                         Mackenzie                          Canada -132.0624   67.3500  -99.0000   -2.3290   -1.8700                            SWOT       2023-12-01       2024-12-31       active
082215000300331                                                                                      82215000300331                                         Mackenzie                                         Mackenzie                          Canada -132.0581   67.3504  -99.0000   -2.3320   -1.8800                            SWOT       2023-12-01       2024-12-31       active
082215000300341                                                                                      82215000300341                                         Mackenzie                                         Mackenzie                          Canada -132.0535   67.3511  -99.0000   -2.3360   -1.8800                            SWOT       2023-12-01       2024-12-31       active
082215000300351                                                                                      82215000300351                                         Mackenzie                                         Mackenzie                          Canada -132.0489   67.3516  -99.0000   -2.3400   -1.8900                            SWOT       2023-12-01       2024-12-31       active
082215000300361                                                                                      82215000300361                                         Mackenzie                                         Mackenzie                          Canada -132.0446   67.3521  -99.0000   -2.3440   -1.8900                            SWOT       2023-12-01       2024-12-31       active
082215000300371                                                                                      82215000300371                                         Mackenzie                                         Mackenzie                          Canada -132.0401   67.3525  -99.0000   -2.3470   -1.9000                            SWOT       2023-12-01       2024-12-31       active
082215000300381                                                                                      82215000300381                                         Mackenzie                                         Mackenzie                          Canada -132.0355   67.3528  -99.0000   -2.3510   -1.9000                            SWOT       2023-12-01       2024-12-31       active
082215000300391                                                                                      82215000300391                                         Mackenzie                                         Mackenzie                          Canada -132.0309   67.3532  -99.0000   -2.3550   -1.9000                            SWOT       2023-12-01       2024-12-31       active
082215000300401                                                                                      82215000300401                                         Mackenzie                                         Mackenzie                          Canada -132.0263   67.3536  -99.0000   -2.3590   -1.9100                            SWOT       2023-12-01       2024-12-31       active
082215000300411                                                                                      82215000300411                                         Mackenzie                                         Mackenzie                          Canada -132.0217   67.3539  -99.0000   -2.3630   -1.9100                            SWOT       2023-12-01       2024-12-31       active
082215000300421                                                                                      82215000300421                                         Mackenzie                                         Mackenzie                          Canada -132.0171   67.3541  -99.0000   -2.3660   -1.9200                            SWOT       2023-12-01       2024-12-31       active
082215000300431                                                                                      82215000300431                                         Mackenzie                                         Mackenzie                          Canada -132.0126   67.3544  -99.0000   -2.3700   -1.9200                            SWOT       2023-12-01       2024-12-31       active
082215000300441                                                                                      82215000300441                                         Mackenzie                                         Mackenzie                          Canada -132.0076   67.3547  -99.0000   -2.3740   -1.9300                            SWOT       2023-12-01       2024-12-31       active
082215000300451                                                                                      82215000300451                                         Mackenzie                                         Mackenzie                          Canada -132.0027   67.3550  -99.0000   -2.3780   -1.9300                            SWOT       2023-12-01       2024-12-31       active
082215000310961                                                                                      82215000310961                                         Mackenzie                                         Mackenzie                          Canada -131.6124   67.4311  -99.0000   -2.7320   -2.3600                            SWOT       2023-12-01       2024-12-31       active
082215000310951                                                                                      82215000310951                                         Mackenzie                                         Mackenzie                          Canada -131.6151   67.4297  -99.0000   -2.7290   -2.3600                            SWOT       2023-12-01       2024-12-31       active
082215000310941                                                                                      82215000310941                                         Mackenzie                                         Mackenzie                          Canada -131.6183   67.4283  -99.0000   -2.7260   -2.3600                            SWOT       2023-12-01       2024-12-31       active
082215000310931                                                                                      82215000310931                                         Mackenzie                                         Mackenzie                          Canada -131.6211   67.4269  -99.0000   -2.7220   -2.3500                            SWOT       2023-12-01       2024-12-31       active
082215000310921                                                                                      82215000310921                                         Mackenzie                                         Mackenzie                          Canada -131.6238   67.4255  -99.0000   -2.7190   -2.3500                            SWOT       2023-12-01       2024-12-31       active
082215000310911                                                                                      82215000310911                                         Mackenzie                                         Mackenzie                          Canada -131.6265   67.4241  -99.0000   -2.7160   -2.3500                            SWOT       2023-12-01       2024-12-31       active
082215000310901                                                                                      82215000310901                                         Mackenzie                                         Mackenzie                          Canada -131.6297   67.4227  -99.0000   -2.7130   -2.3400                            SWOT       2023-12-01       2024-12-31       active
082215000310891                                                                                      82215000310891                                         Mackenzie                                         Mackenzie                          Canada -131.6330   67.4213  -99.0000   -2.7090   -2.3400                            SWOT       2023-12-01       2024-12-31       active
082215000310881                                                                                      82215000310881                                         Mackenzie                                         Mackenzie                          Canada -131.6359   67.4199  -99.0000   -2.7060   -2.3400                            SWOT       2023-12-01       2024-12-31       active
082215000310871                                                                                      82215000310871                                         Mackenzie                                         Mackenzie                          Canada -131.6391   67.4185  -99.0000   -2.7020   -2.3300                            SWOT       2023-12-01       2024-12-31       active
082215000310861                                                                                      82215000310861                                         Mackenzie                                         Mackenzie                          Canada -131.6424   67.4171  -99.0000   -2.6990   -2.3300                            SWOT       2023-12-01       2024-12-31       active
082215000310851                                                                                      82215000310851                                         Mackenzie                                         Mackenzie                          Canada -131.6458   67.4159  -99.0000   -2.6950   -2.3200                            SWOT       2023-12-01       2024-12-31       active
082215000310841                                                                                      82215000310841                                         Mackenzie                                         Mackenzie                          Canada -131.6491   67.4146  -99.0000   -2.6920   -2.3200                            SWOT       2023-12-01       2024-12-31       active
082215000310831                                                                                      82215000310831                                         Mackenzie                                         Mackenzie                          Canada -131.6525   67.4135  -99.0000   -2.6880   -2.3200                            SWOT       2023-12-01       2024-12-31       active
082215000310821                                                                                      82215000310821                                         Mackenzie                                         Mackenzie                          Canada -131.6559   67.4123  -99.0000   -2.6850   -2.3100                            SWOT       2023-12-01       2024-12-31       active
082215000310811                                                                                      82215000310811                                         Mackenzie                                         Mackenzie                          Canada -131.6592   67.4111  -99.0000   -2.6810   -2.3100                            SWOT       2023-12-01       2024-12-31       active
082215000310801                                                                                      82215000310801                                         Mackenzie                                         Mackenzie                          Canada -131.6626   67.4100  -99.0000   -2.6780   -2.3000                            SWOT       2023-12-01       2024-12-31       active
082215000310791                                                                                      82215000310791                                         Mackenzie                                         Mackenzie                          Canada -131.6660   67.4087  -99.0000   -2.6740   -2.3000                            SWOT       2023-12-01       2024-12-31       active
082215000310781                                                                                      82215000310781                                         Mackenzie                                         Mackenzie                          Canada -131.6694   67.4075  -99.0000   -2.6710   -2.3000                            SWOT       2023-12-01       2024-12-31       active
082215000310771                                                                                      82215000310771                                         Mackenzie                                         Mackenzie                          Canada -131.6727   67.4063  -99.0000   -2.6670   -2.2900                            SWOT       2023-12-01       2024-12-31       active
082215000310761                                                                                      82215000310761                                         Mackenzie                                         Mackenzie                          Canada -131.6764   67.4051  -99.0000   -2.6630   -2.2900                            SWOT       2023-12-01       2024-12-31       active
082215000310751                                                                                      82215000310751                                         Mackenzie                                         Mackenzie                          Canada -131.6802   67.4039  -99.0000   -2.6600   -2.2800                            SWOT       2023-12-01       2024-12-31       active
082215000310741                                                                                      82215000310741                                         Mackenzie                                         Mackenzie                          Canada -131.6835   67.4028  -99.0000   -2.6560   -2.2800                            SWOT       2023-12-01       2024-12-31       active
082215000310731                                                                                      82215000310731                                         Mackenzie                                         Mackenzie                          Canada -131.6872   67.4016  -99.0000   -2.6530   -2.2800                            SWOT       2023-12-01       2024-12-31       active
082215000310721                                                                                      82215000310721                                         Mackenzie                                         Mackenzie                          Canada -131.6910   67.4005  -99.0000   -2.6490   -2.2700                            SWOT       2023-12-01       2024-12-31       active
082215000310711                                                                                      82215000310711                                         Mackenzie                                         Mackenzie                          Canada -131.6943   67.3994  -99.0000   -2.6460   -2.2700                            SWOT       2023-12-01       2024-12-31       active
082215000310701                                                                                      82215000310701                                         Mackenzie                                         Mackenzie                          Canada -131.6981   67.3984  -99.0000   -2.6420   -2.2600                            SWOT       2023-12-01       2024-12-31       active
082215000310691                                                                                      82215000310691                                         Mackenzie                                         Mackenzie                          Canada -131.7025   67.3976  -99.0000   -2.6380   -2.2600                            SWOT       2023-12-01       2024-12-31       active
082215000310681                                                                                      82215000310681                                         Mackenzie                                         Mackenzie                          Canada -131.7070   67.3969  -99.0000   -2.6340   -2.2500                            SWOT       2023-12-01       2024-12-31       active
082215000310671                                                                                      82215000310671                                         Mackenzie                                         Mackenzie                          Canada -131.7111   67.3963  -99.0000   -2.6310   -2.2500                            SWOT       2023-12-01       2024-12-31       active
082215000310661                                                                                      82215000310661                                         Mackenzie                                         Mackenzie                          Canada -131.7156   67.3956  -99.0000   -2.6270   -2.2400                            SWOT       2023-12-01       2024-12-31       active
082215000310651                                                                                      82215000310651                                         Mackenzie                                         Mackenzie                          Canada -131.7201   67.3949  -99.0000   -2.6240   -2.2400                            SWOT       2023-12-01       2024-12-31       active
082215000310641                                                                                      82215000310641                                         Mackenzie                                         Mackenzie                          Canada -131.7242   67.3944  -99.0000   -2.6200   -2.2300                            SWOT       2023-12-01       2024-12-31       active
082215000310631                                                                                      82215000310631                                         Mackenzie                                         Mackenzie                          Canada -131.7287   67.3938  -99.0000   -2.6170   -2.2300                            SWOT       2023-12-01       2024-12-31       active
082215000310621                                                                                      82215000310621                                         Mackenzie                                         Mackenzie                          Canada -131.7332   67.3933  -99.0000   -2.6130   -2.2200                            SWOT       2023-12-01       2024-12-31       active
082215000310611                                                                                      82215000310611                                         Mackenzie                                         Mackenzie                          Canada -131.7377   67.3928  -99.0000   -2.6090   -2.2200                            SWOT       2023-12-01       2024-12-31       active
082215000310601                                                                                      82215000310601                                         Mackenzie                                         Mackenzie                          Canada -131.7422   67.3921  -99.0000   -2.6060   -2.2100                            SWOT       2023-12-01       2024-12-31       active
082215000310591                                                                                      82215000310591                                         Mackenzie                                         Mackenzie                          Canada -131.7463   67.3916  -99.0000   -2.6020   -2.2100                            SWOT       2023-12-01       2024-12-31       active
082215000310581                                                                                      82215000310581                                         Mackenzie                                         Mackenzie                          Canada -131.7508   67.3911  -99.0000   -2.5990   -2.2000                            SWOT       2023-12-01       2024-12-31       active
082215000310571                                                                                      82215000310571                                         Mackenzie                                         Mackenzie                          Canada -131.7553   67.3905  -99.0000   -2.5950   -2.2000                            SWOT       2023-12-01       2024-12-31       active
082215000310561                                                                                      82215000310561                                         Mackenzie                                         Mackenzie                          Canada -131.7598   67.3899  -99.0000   -2.5910   -2.1900                            SWOT       2023-12-01       2024-12-31       active
082215000310551                                                                                      82215000310551                                         Mackenzie                                         Mackenzie                          Canada -131.7642   67.3894  -99.0000   -2.5880   -2.1900                            SWOT       2023-12-01       2024-12-31       active
