             ID                                                                                             Station                                             River                                             Basin                         Country       lon       lat elevation     EGM08     EGM96                       Satellite       Start Date         End Date       Status
082219000070171                                                                                      82219000070171                                         Mackenzie                                         Mackenzie                          Canada -127.7518   65.5257  -99.0000   -6.7520   -6.6900                            SWOT       2023-12-01       2024-12-31       active
082219000070181                                                                                      82219000070181                                         Mackenzie                                         Mackenzie                          Canada -127.7553   65.5267  -99.0000   -6.7500   -6.6800                            SWOT       2023-12-01       2024-12-31       active
082219000070191                                                                                      82219000070191                                         Mackenzie                                         Mackenzie                          Canada -127.7588   65.5277  -99.0000   -6.7470   -6.6800                            SWOT       2023-12-01       2024-12-31       active
082219000070201                                                                                      82219000070201                                         Mackenzie                                         Mackenzie                          Canada -127.7623   65.5287  -99.0000   -6.7450   -6.6800                            SWOT       2023-12-01       2024-12-31       active
082219000070211                                                                                      82219000070211                                         Mackenzie                                         Mackenzie                          Canada -127.7659   65.5298  -99.0000   -6.7430   -6.6700                            SWOT       2023-12-01       2024-12-31       active
082219000070221                                                                                      82219000070221                                         Mackenzie                                         Mackenzie                          Canada -127.7691   65.5309  -99.0000   -6.7410   -6.6700                            SWOT       2023-12-01       2024-12-31       active
082219000070231                                                                                      82219000070231                                         Mackenzie                                         Mackenzie                          Canada -127.7726   65.5321  -99.0000   -6.7390   -6.6700                            SWOT       2023-12-01       2024-12-31       active
082219000070241                                                                                      82219000070241                                         Mackenzie                                         Mackenzie                          Canada -127.7761   65.5330  -99.0000   -6.7370   -6.6700                            SWOT       2023-12-01       2024-12-31       active
082219000070251                                                                                      82219000070251                                         Mackenzie                                         Mackenzie                          Canada -127.7796   65.5339  -99.0000   -6.7340   -6.6600                            SWOT       2023-12-01       2024-12-31       active
082219000070261                                                                                      82219000070261                                         Mackenzie                                         Mackenzie                          Canada -127.7835   65.5348  -99.0000   -6.7310   -6.6600                            SWOT       2023-12-01       2024-12-31       active
082219000070271                                                                                      82219000070271                                         Mackenzie                                         Mackenzie                          Canada -127.7873   65.5357  -99.0000   -6.7280   -6.6500                            SWOT       2023-12-01       2024-12-31       active
082219000070281                                                                                      82219000070281                                         Mackenzie                                         Mackenzie                          Canada -127.7912   65.5364  -99.0000   -6.7250   -6.6500                            SWOT       2023-12-01       2024-12-31       active
082219000070291                                                                                      82219000070291                                         Mackenzie                                         Mackenzie                          Canada -127.7951   65.5372  -99.0000   -6.7210   -6.6500                            SWOT       2023-12-01       2024-12-31       active
082219000070301                                                                                      82219000070301                                         Mackenzie                                         Mackenzie                          Canada -127.7989   65.5380  -99.0000   -6.7180   -6.6400                            SWOT       2023-12-01       2024-12-31       active
082219000070311                                                                                      82219000070311                                         Mackenzie                                         Mackenzie                          Canada -127.8028   65.5389  -99.0000   -6.7140   -6.6400                            SWOT       2023-12-01       2024-12-31       active
082219000070321                                                                                      82219000070321                                         Mackenzie                                         Mackenzie                          Canada -127.8066   65.5396  -99.0000   -6.7110   -6.6300                            SWOT       2023-12-01       2024-12-31       active
082219000070331                                                                                      82219000070331                                         Mackenzie                                         Mackenzie                          Canada -127.8105   65.5402  -99.0000   -6.7070   -6.6300                            SWOT       2023-12-01       2024-12-31       active
082219000070341                                                                                      82219000070341                                         Mackenzie                                         Mackenzie                          Canada -127.8147   65.5408  -99.0000   -6.7020   -6.6200                            SWOT       2023-12-01       2024-12-31       active
082219000070351                                                                                      82219000070351                                         Mackenzie                                         Mackenzie                          Canada -127.8189   65.5413  -99.0000   -6.6970   -6.6200                            SWOT       2023-12-01       2024-12-31       active
082219000070361                                                                                      82219000070361                                         Mackenzie                                         Mackenzie                          Canada -127.8231   65.5418  -99.0000   -6.6920   -6.6100                            SWOT       2023-12-01       2024-12-31       active
082219000070371                                                                                      82219000070371                                         Mackenzie                                         Mackenzie                          Canada -127.8273   65.5425  -99.0000   -6.6880   -6.6100                            SWOT       2023-12-01       2024-12-31       active
082219000070381                                                                                      82219000070381                                         Mackenzie                                         Mackenzie                          Canada -127.8312   65.5431  -99.0000   -6.6840   -6.6000                            SWOT       2023-12-01       2024-12-31       active
082219000070391                                                                                      82219000070391                                         Mackenzie                                         Mackenzie                          Canada -127.8350   65.5436  -99.0000   -6.6790   -6.6000                            SWOT       2023-12-01       2024-12-31       active
082219000070401                                                                                      82219000070401                                         Mackenzie                                         Mackenzie                          Canada -127.8392   65.5443  -99.0000   -6.6740   -6.5900                            SWOT       2023-12-01       2024-12-31       active
082219000070411                                                                                      82219000070411                                         Mackenzie                                         Mackenzie                          Canada -127.8434   65.5451  -99.0000   -6.6700   -6.5900                            SWOT       2023-12-01       2024-12-31       active
082219000070421                                                                                      82219000070421                                         Mackenzie                                         Mackenzie                          Canada -127.8473   65.5458  -99.0000   -6.6660   -6.5800                            SWOT       2023-12-01       2024-12-31       active
082219000070431                                                                                      82219000070431                                         Mackenzie                                         Mackenzie                          Canada -127.8511   65.5465  -99.0000   -6.6620   -6.5800                            SWOT       2023-12-01       2024-12-31       active
082219000070441                                                                                      82219000070441                                         Mackenzie                                         Mackenzie                          Canada -127.8550   65.5472  -99.0000   -6.6570   -6.5800                            SWOT       2023-12-01       2024-12-31       active
082219000070451                                                                                      82219000070451                                         Mackenzie                                         Mackenzie                          Canada -127.8589   65.5481  -99.0000   -6.6530   -6.5700                            SWOT       2023-12-01       2024-12-31       active
082219000070461                                                                                      82219000070461                                         Mackenzie                                         Mackenzie                          Canada -127.8624   65.5492  -99.0000   -6.6510   -6.5700                            SWOT       2023-12-01       2024-12-31       active
082219000070471                                                                                      82219000070471                                         Mackenzie                                         Mackenzie                          Canada -127.8656   65.5503  -99.0000   -6.6480   -6.5700                            SWOT       2023-12-01       2024-12-31       active
082219000070481                                                                                      82219000070481                                         Mackenzie                                         Mackenzie                          Canada -127.8688   65.5513  -99.0000   -6.6450   -6.5600                            SWOT       2023-12-01       2024-12-31       active
082219000070491                                                                                      82219000070491                                         Mackenzie                                         Mackenzie                          Canada -127.8723   65.5525  -99.0000   -6.6430   -6.5600                            SWOT       2023-12-01       2024-12-31       active
082219000070501                                                                                      82219000070501                                         Mackenzie                                         Mackenzie                          Canada -127.8758   65.5536  -99.0000   -6.6400   -6.5600                            SWOT       2023-12-01       2024-12-31       active
082219000070511                                                                                      82219000070511                                         Mackenzie                                         Mackenzie                          Canada -127.8790   65.5547  -99.0000   -6.6370   -6.5600                            SWOT       2023-12-01       2024-12-31       active
082219000070521                                                                                      82219000070521                                         Mackenzie                                         Mackenzie                          Canada -127.8822   65.5559  -99.0000   -6.6350   -6.5500                            SWOT       2023-12-01       2024-12-31       active
082219000070531                                                                                      82219000070531                                         Mackenzie                                         Mackenzie                          Canada -127.8858   65.5571  -99.0000   -6.6320   -6.5500                            SWOT       2023-12-01       2024-12-31       active
082219000080011                                                                                      82219000080011                                         Mackenzie                                         Mackenzie                          Canada -128.1793   65.6143  -99.0000   -6.2490   -6.2400                            SWOT       2023-12-01       2024-12-31       active
082219000080021                                                                                      82219000080021                                         Mackenzie                                         Mackenzie                          Canada -128.1751   65.6145  -99.0000   -6.2560   -6.2400                            SWOT       2023-12-01       2024-12-31       active
082219000080031                                                                                      82219000080031                                         Mackenzie                                         Mackenzie                          Canada -128.1708   65.6147  -99.0000   -6.2650   -6.2500                            SWOT       2023-12-01       2024-12-31       active
082219000080041                                                                                      82219000080041                                         Mackenzie                                         Mackenzie                          Canada -128.1666   65.6149  -99.0000   -6.2720   -6.2600                            SWOT       2023-12-01       2024-12-31       active
082219000080051                                                                                      82219000080051                                         Mackenzie                                         Mackenzie                          Canada -128.1623   65.6153  -99.0000   -6.2810   -6.2700                            SWOT       2023-12-01       2024-12-31       active
082219000080061                                                                                      82219000080061                                         Mackenzie                                         Mackenzie                          Canada -128.1581   65.6156  -99.0000   -6.2890   -6.2700                            SWOT       2023-12-01       2024-12-31       active
082219000080071                                                                                      82219000080071                                         Mackenzie                                         Mackenzie                          Canada -128.1538   65.6158  -99.0000   -6.2970   -6.2800                            SWOT       2023-12-01       2024-12-31       active
082219000080081                                                                                      82219000080081                                         Mackenzie                                         Mackenzie                          Canada -128.1493   65.6160  -99.0000   -6.3050   -6.2900                            SWOT       2023-12-01       2024-12-31       active
082219000080091                                                                                      82219000080091                                         Mackenzie                                         Mackenzie                          Canada -128.1450   65.6161  -99.0000   -6.3120   -6.3000                            SWOT       2023-12-01       2024-12-31       active
082219000080101                                                                                      82219000080101                                         Mackenzie                                         Mackenzie                          Canada -128.1408   65.6162  -99.0000   -6.3200   -6.3000                            SWOT       2023-12-01       2024-12-31       active
082219000080111                                                                                      82219000080111                                         Mackenzie                                         Mackenzie                          Canada -128.1362   65.6162  -99.0000   -6.3270   -6.3100                            SWOT       2023-12-01       2024-12-31       active
082219000080121                                                                                      82219000080121                                         Mackenzie                                         Mackenzie                          Canada -128.1320   65.6161  -99.0000   -6.3340   -6.3200                            SWOT       2023-12-01       2024-12-31       active
082219000080131                                                                                      82219000080131                                         Mackenzie                                         Mackenzie                          Canada -128.1278   65.6161  -99.0000   -6.3410   -6.3200                            SWOT       2023-12-01       2024-12-31       active
082219000080141                                                                                      82219000080141                                         Mackenzie                                         Mackenzie                          Canada -128.1236   65.6160  -99.0000   -6.3480   -6.3300                            SWOT       2023-12-01       2024-12-31       active
082219000080151                                                                                      82219000080151                                         Mackenzie                                         Mackenzie                          Canada -128.1193   65.6158  -99.0000   -6.3550   -6.3400                            SWOT       2023-12-01       2024-12-31       active
082219000080161                                                                                      82219000080161                                         Mackenzie                                         Mackenzie                          Canada -128.1148   65.6157  -99.0000   -6.3630   -6.3400                            SWOT       2023-12-01       2024-12-31       active
082219000080171                                                                                      82219000080171                                         Mackenzie                                         Mackenzie                          Canada -128.1105   65.6155  -99.0000   -6.3690   -6.3500                            SWOT       2023-12-01       2024-12-31       active
082219000080181                                                                                      82219000080181                                         Mackenzie                                         Mackenzie                          Canada -128.1063   65.6154  -99.0000   -6.3760   -6.3600                            SWOT       2023-12-01       2024-12-31       active
082219000080191                                                                                      82219000080191                                         Mackenzie                                         Mackenzie                          Canada -128.1018   65.6151  -99.0000   -6.3830   -6.3600                            SWOT       2023-12-01       2024-12-31       active
082219000080201                                                                                      82219000080201                                         Mackenzie                                         Mackenzie                          Canada -128.0975   65.6147  -99.0000   -6.3890   -6.3700                            SWOT       2023-12-01       2024-12-31       active
082219000080211                                                                                      82219000080211                                         Mackenzie                                         Mackenzie                          Canada -128.0937   65.6144  -99.0000   -6.3950   -6.3700                            SWOT       2023-12-01       2024-12-31       active
082219000080221                                                                                      82219000080221                                         Mackenzie                                         Mackenzie                          Canada -128.0894   65.6139  -99.0000   -6.4010   -6.3800                            SWOT       2023-12-01       2024-12-31       active
082219000080231                                                                                      82219000080231                                         Mackenzie                                         Mackenzie                          Canada -128.0852   65.6134  -99.0000   -6.4070   -6.3800                            SWOT       2023-12-01       2024-12-31       active
082219000080241                                                                                      82219000080241                                         Mackenzie                                         Mackenzie                          Canada -128.0810   65.6128  -99.0000   -6.4130   -6.3900                            SWOT       2023-12-01       2024-12-31       active
082219000080251                                                                                      82219000080251                                         Mackenzie                                         Mackenzie                          Canada -128.0768   65.6122  -99.0000   -6.4190   -6.3900                            SWOT       2023-12-01       2024-12-31       active
082219000080261                                                                                      82219000080261                                         Mackenzie                                         Mackenzie                          Canada -128.0729   65.6116  -99.0000   -6.4250   -6.4000                            SWOT       2023-12-01       2024-12-31       active
082219000080271                                                                                      82219000080271                                         Mackenzie                                         Mackenzie                          Canada -128.0690   65.6110  -99.0000   -6.4300   -6.4000                            SWOT       2023-12-01       2024-12-31       active
082219000080281                                                                                      82219000080281                                         Mackenzie                                         Mackenzie                          Canada -128.0648   65.6104  -99.0000   -6.4360   -6.4100                            SWOT       2023-12-01       2024-12-31       active
082219000080291                                                                                      82219000080291                                         Mackenzie                                         Mackenzie                          Canada -128.0606   65.6098  -99.0000   -6.4420   -6.4100                            SWOT       2023-12-01       2024-12-31       active
082219000080301                                                                                      82219000080301                                         Mackenzie                                         Mackenzie                          Canada -128.0567   65.6090  -99.0000   -6.4470   -6.4200                            SWOT       2023-12-01       2024-12-31       active
082219000080311                                                                                      82219000080311                                         Mackenzie                                         Mackenzie                          Canada -128.0529   65.6081  -99.0000   -6.4520   -6.4200                            SWOT       2023-12-01       2024-12-31       active
082219000080321                                                                                      82219000080321                                         Mackenzie                                         Mackenzie                          Canada -128.0493   65.6073  -99.0000   -6.4560   -6.4200                            SWOT       2023-12-01       2024-12-31       active
082219000080331                                                                                      82219000080331                                         Mackenzie                                         Mackenzie                          Canada -128.0458   65.6063  -99.0000   -6.4600   -6.4300                            SWOT       2023-12-01       2024-12-31       active
082219000080341                                                                                      82219000080341                                         Mackenzie                                         Mackenzie                          Canada -128.0419   65.6055  -99.0000   -6.4650   -6.4300                            SWOT       2023-12-01       2024-12-31       active
082219000080351                                                                                      82219000080351                                         Mackenzie                                         Mackenzie                          Canada -128.0383   65.6045  -99.0000   -6.4700   -6.4300                            SWOT       2023-12-01       2024-12-31       active
082219000080361                                                                                      82219000080361                                         Mackenzie                                         Mackenzie                          Canada -128.0348   65.6035  -99.0000   -6.4740   -6.4400                            SWOT       2023-12-01       2024-12-31       active
082219000080371                                                                                      82219000080371                                         Mackenzie                                         Mackenzie                          Canada -128.0309   65.6025  -99.0000   -6.4790   -6.4400                            SWOT       2023-12-01       2024-12-31       active
082219000080381                                                                                      82219000080381                                         Mackenzie                                         Mackenzie                          Canada -128.0274   65.6015  -99.0000   -6.4830   -6.4400                            SWOT       2023-12-01       2024-12-31       active
082219000080391                                                                                      82219000080391                                         Mackenzie                                         Mackenzie                          Canada -128.0238   65.6004  -99.0000   -6.4870   -6.4500                            SWOT       2023-12-01       2024-12-31       active
082219000080401                                                                                      82219000080401                                         Mackenzie                                         Mackenzie                          Canada -128.0203   65.5993  -99.0000   -6.4910   -6.4500                            SWOT       2023-12-01       2024-12-31       active
082219000080411                                                                                      82219000080411                                         Mackenzie                                         Mackenzie                          Canada -128.0171   65.5983  -99.0000   -6.4950   -6.4500                            SWOT       2023-12-01       2024-12-31       active
082219000080421                                                                                      82219000080421                                         Mackenzie                                         Mackenzie                          Canada -128.0135   65.5973  -99.0000   -6.4990   -6.4500                            SWOT       2023-12-01       2024-12-31       active
082219000080431                                                                                      82219000080431                                         Mackenzie                                         Mackenzie                          Canada -128.0100   65.5962  -99.0000   -6.5030   -6.4600                            SWOT       2023-12-01       2024-12-31       active
082219000080441                                                                                      82219000080441                                         Mackenzie                                         Mackenzie                          Canada -128.0065   65.5951  -99.0000   -6.5070   -6.4600                            SWOT       2023-12-01       2024-12-31       active
082219000080451                                                                                      82219000080451                                         Mackenzie                                         Mackenzie                          Canada -128.0029   65.5942  -99.0000   -6.5110   -6.4600                            SWOT       2023-12-01       2024-12-31       active
082219000080461                                                                                      82219000080461                                         Mackenzie                                         Mackenzie                          Canada -127.9994   65.5931  -99.0000   -6.5150   -6.4700                            SWOT       2023-12-01       2024-12-31       active
082219000080471                                                                                      82219000080471                                         Mackenzie                                         Mackenzie                          Canada -127.9955   65.5921  -99.0000   -6.5200   -6.4700                            SWOT       2023-12-01       2024-12-31       active
082219000080481                                                                                      82219000080481                                         Mackenzie                                         Mackenzie                          Canada -127.9920   65.5911  -99.0000   -6.5240   -6.4700                            SWOT       2023-12-01       2024-12-31       active
082219000080491                                                                                      82219000080491                                         Mackenzie                                         Mackenzie                          Canada -127.9884   65.5902  -99.0000   -6.5290   -6.4800                            SWOT       2023-12-01       2024-12-31       active
082219000080501                                                                                      82219000080501                                         Mackenzie                                         Mackenzie                          Canada -127.9846   65.5893  -99.0000   -6.5330   -6.4800                            SWOT       2023-12-01       2024-12-31       active
082219000080511                                                                                      82219000080511                                         Mackenzie                                         Mackenzie                          Canada -127.9810   65.5883  -99.0000   -6.5380   -6.4800                            SWOT       2023-12-01       2024-12-31       active
082219000080521                                                                                      82219000080521                                         Mackenzie                                         Mackenzie                          Canada -127.9775   65.5874  -99.0000   -6.5420   -6.4900                            SWOT       2023-12-01       2024-12-31       active
082219000080531                                                                                      82219000080531                                         Mackenzie                                         Mackenzie                          Canada -127.9736   65.5864  -99.0000   -6.5470   -6.4900                            SWOT       2023-12-01       2024-12-31       active
082219000080541                                                                                      82219000080541                                         Mackenzie                                         Mackenzie                          Canada -127.9698   65.5855  -99.0000   -6.5510   -6.4900                            SWOT       2023-12-01       2024-12-31       active
082219000080551                                                                                      82219000080551                                         Mackenzie                                         Mackenzie                          Canada -127.9659   65.5846  -99.0000   -6.5560   -6.5000                            SWOT       2023-12-01       2024-12-31       active
082219000080561                                                                                      82219000080561                                         Mackenzie                                         Mackenzie                          Canada -127.9624   65.5837  -99.0000   -6.5600   -6.5000                            SWOT       2023-12-01       2024-12-31       active
082219000080571                                                                                      82219000080571                                         Mackenzie                                         Mackenzie                          Canada -127.9591   65.5828  -99.0000   -6.5640   -6.5000                            SWOT       2023-12-01       2024-12-31       active
082219000080581                                                                                      82219000080581                                         Mackenzie                                         Mackenzie                          Canada -127.9556   65.5816  -99.0000   -6.5680   -6.5000                            SWOT       2023-12-01       2024-12-31       active
082219000080591                                                                                      82219000080591                                         Mackenzie                                         Mackenzie                          Canada -127.9521   65.5805  -99.0000   -6.5720   -6.5100                            SWOT       2023-12-01       2024-12-31       active
082219000080601                                                                                      82219000080601                                         Mackenzie                                         Mackenzie                          Canada -127.9482   65.5797  -99.0000   -6.5770   -6.5100                            SWOT       2023-12-01       2024-12-31       active
082219000080611                                                                                      82219000080611                                         Mackenzie                                         Mackenzie                          Canada -127.9440   65.5789  -99.0000   -6.5820   -6.5200                            SWOT       2023-12-01       2024-12-31       active
082219000080621                                                                                      82219000080621                                         Mackenzie                                         Mackenzie                          Canada -127.9401   65.5783  -99.0000   -6.5870   -6.5200                            SWOT       2023-12-01       2024-12-31       active
082219000080631                                                                                      82219000080631                                         Mackenzie                                         Mackenzie                          Canada -127.9366   65.5773  -99.0000   -6.5910   -6.5200                            SWOT       2023-12-01       2024-12-31       active
082219000080641                                                                                      82219000080641                                         Mackenzie                                         Mackenzie                          Canada -127.9331   65.5763  -99.0000   -6.5950   -6.5300                            SWOT       2023-12-01       2024-12-31       active
082219000080651                                                                                      82219000080651                                         Mackenzie                                         Mackenzie                          Canada -127.9295   65.5752  -99.0000   -6.5990   -6.5300                            SWOT       2023-12-01       2024-12-31       active
082219000080661                                                                                      82219000080661                                         Mackenzie                                         Mackenzie                          Canada -127.9263   65.5741  -99.0000   -6.6020   -6.5300                            SWOT       2023-12-01       2024-12-31       active
082219000080671                                                                                      82219000080671                                         Mackenzie                                         Mackenzie                          Canada -127.9231   65.5728  -99.0000   -6.6050   -6.5300                            SWOT       2023-12-01       2024-12-31       active
082219000080681                                                                                      82219000080681                                         Mackenzie                                         Mackenzie                          Canada -127.9199   65.5715  -99.0000   -6.6070   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080691                                                                                      82219000080691                                         Mackenzie                                         Mackenzie                          Canada -127.9167   65.5703  -99.0000   -6.6100   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080701                                                                                      82219000080701                                         Mackenzie                                         Mackenzie                          Canada -127.9138   65.5691  -99.0000   -6.6120   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080711                                                                                      82219000080711                                         Mackenzie                                         Mackenzie                          Canada -127.9110   65.5679  -99.0000   -6.6150   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080721                                                                                      82219000080721                                         Mackenzie                                         Mackenzie                          Canada -127.9079   65.5665  -99.0000   -6.6170   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080731                                                                                      82219000080731                                         Mackenzie                                         Mackenzie                          Canada -127.9052   65.5651  -99.0000   -6.6180   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080741                                                                                      82219000080741                                         Mackenzie                                         Mackenzie                          Canada -127.9020   65.5638  -99.0000   -6.6210   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080751                                                                                      82219000080751                                         Mackenzie                                         Mackenzie                          Canada -127.8992   65.5625  -99.0000   -6.6220   -6.5400                            SWOT       2023-12-01       2024-12-31       active
082219000080761                                                                                      82219000080761                                         Mackenzie                                         Mackenzie                          Canada -127.8963   65.5613  -99.0000   -6.6240   -6.5500                            SWOT       2023-12-01       2024-12-31       active
082219000080771                                                                                      82219000080771                                         Mackenzie                                         Mackenzie                          Canada -127.8931   65.5600  -99.0000   -6.6270   -6.5500                            SWOT       2023-12-01       2024-12-31       active
082219000080781                                                                                      82219000080781                                         Mackenzie                                         Mackenzie                          Canada -127.8896   65.5587  -99.0000   -6.6290   -6.5500                            SWOT       2023-12-01       2024-12-31       active
082219000170011                                                                                      82219000170011                                         Mackenzie                                         Mackenzie                          Canada -125.8985   64.9250  -99.0000   -9.3900   -9.7200                            SWOT       2023-12-01       2024-12-31       active
082219000170021                                                                                      82219000170021                                         Mackenzie                                         Mackenzie                          Canada -125.8944   64.9251  -99.0000   -9.3970   -9.7200                            SWOT       2023-12-01       2024-12-31       active
082219000170031                                                                                      82219000170031                                         Mackenzie                                         Mackenzie                          Canada -125.8903   64.9254  -99.0000   -9.4040   -9.7300                            SWOT       2023-12-01       2024-12-31       active
082219000170041                                                                                      82219000170041                                         Mackenzie                                         Mackenzie                          Canada -125.8859   64.9255  -99.0000   -9.4110   -9.7400                            SWOT       2023-12-01       2024-12-31       active
082219000170051                                                                                      82219000170051                                         Mackenzie                                         Mackenzie                          Canada -125.8818   64.9258  -99.0000   -9.4180   -9.7500                            SWOT       2023-12-01       2024-12-31       active
