             ID                                                                                             Station                                             River                                             Basin                         Country       lon       lat elevation     EGM08     EGM96                       Satellite       Start Date         End Date       Status
000000000000043                                                                                             ID_0043                                             River                                             basin                         country  -59.3750   -3.1580  -99.0000  -13.5280  -13.3600                       satellite       start_date         end_date       status
000000000000044                                                                                             ID_0044                                             River                                             basin                         country  -59.6750   -3.0580  -99.0000  -12.7880  -12.6400                       satellite       start_date         end_date       status
000000000000045                                                                                             ID_0045                                             River                                             basin                         country  -60.0080   -3.2580  -99.0000  -11.5260  -11.4700                       satellite       start_date         end_date       status
000000000000046                                                                                             ID_0046                                             River                                             basin                         country  -60.1420   -3.3250  -99.0000  -11.1550  -11.0200                       satellite       start_date         end_date       status
000000000000047                                                                                             ID_0047                                             River                                             basin                         country  -60.7080   -3.3750  -99.0000   -9.6050   -9.4400                       satellite       start_date         end_date       status
000000000000048                                                                                             ID_0048                                             River                                             basin                         country  -60.9080   -3.5920  -99.0000   -8.4860   -8.3000                       satellite       start_date         end_date       status
000000000000049                                                                                             ID_0049                                             River                                             basin                         country  -61.2580   -3.5920  -99.0000   -7.6170   -7.4800                       satellite       start_date         end_date       status
000000000000050                                                                                             ID_0050                                             River                                             basin                         country  -61.5250   -3.6920  -99.0000   -6.7900   -6.6000                       satellite       start_date         end_date       status
000000000000051                                                                                             ID_0051                                             River                                             basin                         country  -61.6420   -3.8420  -99.0000   -6.4360   -6.0300                       satellite       start_date         end_date       status
000000000000052                                                                                             ID_0052                                             River                                             basin                         country  -61.9920   -3.9080  -99.0000   -6.5410   -5.8700                       satellite       start_date         end_date       status
000000000000053                                                                                             ID_0053                                             River                                             basin                         country  -62.2580   -3.7580  -99.0000   -7.0540   -6.3700                       satellite       start_date         end_date       status
000000000000054                                                                                             ID_0054                                             River                                             basin                         country  -62.4420   -3.8250  -99.0000   -6.9440   -6.3500                       satellite       start_date         end_date       status
000000000000055                                                                                             ID_0055                                             River                                             basin                         country  -62.7420   -3.8920  -99.0000   -6.6140   -6.0400                       satellite       start_date         end_date       status
000000000000056                                                                                             ID_0056                                             River                                             basin                         country  -63.0080   -4.0250  -99.0000   -5.9820   -5.4800                       satellite       start_date         end_date       status
000000000000057                                                                                             ID_0057                                             River                                             basin                         country  -63.2580   -3.9250  -99.0000   -5.2660   -4.6800                       satellite       start_date         end_date       status
000000000000058                                                                                             ID_0058                                             River                                             basin                         country  -63.3420   -3.9250  -99.0000   -4.9330   -4.3800                       satellite       start_date         end_date       status
000000000000059                                                                                             ID_0059                                             River                                             basin                         country  -63.7580   -3.8580  -99.0000   -3.0630   -2.7000                       satellite       start_date         end_date       status
000000000000060                                                                                             ID_0060                                             River                                             basin                         country  -63.8750   -3.8250  -99.0000   -2.5200   -2.2300                       satellite       start_date         end_date       status
000000000000061                                                                                             ID_0061                                             River                                             basin                         country  -64.2580   -3.6080  -99.0000   -0.7870   -0.6600                       satellite       start_date         end_date       status
000000000000062                                                                                             ID_0062                                             River                                             basin                         country  -64.4250   -3.4920  -99.0000   -0.1400    0.0300                       satellite       start_date         end_date       status
000000000000063                                                                                             ID_0063                                             River                                             basin                         country  -64.4920   -3.3750  -99.0000    0.0170    0.2400                       satellite       start_date         end_date       status
000000000000064                                                                                             ID_0064                                             River                                             basin                         country  -64.6750   -3.2750  -99.0000    0.6940    0.9500                       satellite       start_date         end_date       status
000000000000065                                                                                             ID_0065                                             River                                             basin                         country  -65.0420   -3.0250  -99.0000    1.8830    2.2200                       satellite       start_date         end_date       status
000000000000066                                                                                             ID_0066                                             River                                             basin                         country  -65.3750   -2.7420  -99.0000    2.8940    3.2700                       satellite       start_date         end_date       status
000000000000067                                                                                             ID_0067                                             River                                             basin                         country  -65.3920   -2.5080  -99.0000    2.7560    3.0900                       satellite       start_date         end_date       status
000000000000068                                                                                             ID_0068                                             River                                             basin                         country  -65.4580   -2.5580  -99.0000    3.1020    3.4400                       satellite       start_date         end_date       status
000000000000069                                                                                             ID_0069                                             River                                             basin                         country  -65.8750   -2.4920  -99.0000    4.7470    5.1800                       satellite       start_date         end_date       status
000000000000070                                                                                             ID_0070                                             River                                             basin                         country  -66.0920   -2.4920  -99.0000    5.3610    5.9700                       satellite       start_date         end_date       status
