lats,lons,pnames,flag,RMSE(ordinary),bias(ordinary),corr(ordinary)
2.67,-60.75,R_AMAZONAS_NEGRO-TRIB-38_KM2149,10,1.1381758,-0.5867462,0.8997227610368848
2.84,-60.64,R_AMAZONAS_NEGRO-TRIB-38_KM2172,10,0.85058594,-0.124168396,0.8811641961282511
0.11,-66.19,R_AMAZONAS_NEGRO-TRIB-45_KM2280,10,1.0564898,-0.3532982,0.882248575333843
0.12,-66.26,R_AMAZONAS_NEGRO-TRIB-45_KM2289,10,1.2205474,-0.38097,0.7768880499578699
5.21,-59.45,R_ESSEQUIBO_POTARO_KM0246,20,2.6168332,2.351265,0.6179680729321041
3.99,-58.7,R_ESSEQUIBO_REWA_KM0380,10,6.4069004,6.3585205,0.9571299424082734
2.91,18.59,R_CONGO_LUA_KM1575,20,2.659657,-1.195282,0.49653149240071626
3.96,-58.79,R_ESSEQUIBO_REWA_KM0392,10,6.3258443,6.2939835,0.974256269864508
2.98,18.66,R_CONGO_LUA_KM1592,10,2.054473,1.7257385,0.7329704426131998
5.24,-54.3,R_MARONI_MARONI_KM0054,10,1.1228445,0.5865293,0.7984760086287268
3.08,18.81,R_CONGO_LUA_KM1631,10,2.293854,1.9356384,0.7233592832908285
5.23,-54.3,R_MARONI_MARONI_KM0055,10,1.1173179,0.34800315,0.47611843040803953
4.53,-54.45,R_MARONI_MARONI_KM0156,10,14.445339,-14.426632,0.9181892562803393
4.42,-76.1,R_MAGDALENA-2_CAUCA_KM1098,20,1.7713681,1.5651855,0.8017824508249844
3.32,27.47,R_CONGO_BOMOKANDI_KM3102,20,3.6938317,3.482605,0.6374134471534115
2.39,-68.49,R_AMAZONAS_NEGRO-TRIB-55_KM3006,20,1.4999262,1.1498184,0.8824684721125243
3.19,-54.29,R_MARONI_OELEMARI_KM0387,20,4.594232,-4.572441,0.7971190623276696
4.6,41.68,R_SHEBELLE_JUBBA_KM1076,20,2.981298,2.7162476,0.7798696841465882
-5.9,29.05,R_CONGO_LUKUGA_KM3406,20,5.939151,5.937805,0.8709545902935022
3.19,-54.32,R_MARONI_OELEMARI_KM0394,10,1.7509509,1.562027,0.8628484448897268
3.21,19.08,R_CONGO_LUA_KM1694,20,6.236945,5.809326,0.6807489003713609
-5.33,21.44,R_CONGO_LULUA_KM1482,10,1.6818355,1.3606873,0.8386241708829982
-5.33,21.44,R_CONGO_LULUA_KM1484,10,1.201722,0.84375,0.8301536063958844
0.83,18.59,R_CONGO_LULONGA_KM1310,10,1.5024804,1.3266602,0.23532468368938414
-1.45,-66.85,R_AMAZONAS_UNEIUXI_KM2491,20,3.1731908,-3.0696526,0.7648505687387219
-1.47,-67.0,R_AMAZONAS_UNEIUXI_KM2529,10,4.7675714,-4.591778,0.5572514177942514
0.85,18.63,R_CONGO_LULONGA_KM1314,10,2.7601645,-2.6611633,0.5207379423782544
-1.65,-61.66,R_AMAZONAS_UNINI_KM1597,10,1.9141849,0.27881432,0.9088147752330963
0.87,18.67,R_CONGO_LULONGA_KM1320,10,2.5825167,-2.5000916,0.6753406215213742
-1.73,-61.92,R_AMAZONAS_UNINI_KM1631,10,1.4480691,-0.33841705,0.9104162975297808
-1.74,-62.11,R_AMAZONAS_UNINI_KM1665,10,1.6410308,-0.816555,0.8931702974925902
0.97,18.79,R_CONGO_LULONGA_KM1339,10,0.73234785,-0.29537964,0.5445966582595355
3.4,-53.89,R_MARONI_TAMPOK_KM0345,20,4.9547772,4.908806,0.8813156791530673
-5.31,21.49,R_CONGO_LULUA_KM1491,20,1.3400984,-0.63967896,0.8603937577946107
-1.79,-62.29,R_AMAZONAS_UNINI_KM1699,10,1.743189,-1.368576,0.9520391146338212
4.25,-54.52,R_MARONI_TAPANAHONY_KM0193,10,13.89864,-13.892464,0.874368633760071
-5.41,21.88,R_CONGO_LULUA_KM1561,10,1.1374605,-0.8868408,0.867675605534134
-1.8,-62.4,R_AMAZONAS_UNINI_KM1720,10,1.7006094,-1.0362644,0.913400369811523
4.23,-54.55,R_MARONI_TAPANAHONY_KM0198,10,15.575901,-15.560291,0.8715807060500157
2.41,-68.64,R_AMAZONAS_NEGRO-TRIB-55_KM3025,20,3.7037153,3.5906372,0.845778210722562
-5.42,21.93,R_CONGO_LULUA_KM1567,10,1.5233281,1.1845093,0.7017144874603389
-1.83,-62.42,R_AMAZONAS_UNINI_KM1724,10,1.8822697,-1.4771957,0.9498831007798104
3.7,-54.9,R_MARONI_TAPANAHONY_KM0296,10,0.9992905,-0.40049744,0.49595147381452565
-8.28,22.57,R_CONGO_LULUA_KM2070,10,2.6914208,2.6618652,0.8905185304989817
-1.86,-62.55,R_AMAZONAS_UNINI_KM1752,10,1.5680575,-0.82074165,0.9179001532631038
1.11,19.08,R_CONGO_LULONGA_KM1379,20,1.9073821,1.8444824,0.6137857322713491
3.48,-55.16,R_MARONI_TAPANAHONY_KM0344,10,6.7217746,-6.64991,0.8654615439232526
-8.81,22.53,R_CONGO_LULUA_KM2160,10,3.420369,3.3826904,0.8960862569231272
-1.74,-62.72,R_AMAZONAS_UNINI_KM1796,10,4.7392287,4.6609983,0.9051971564537025
-8.35,17.55,R_CONGO_LWI_KM1748,20,2.9979188,2.9122314,0.8531022726307433
1.12,19.08,R_CONGO_LULONGA_KM1380,10,2.9825327,2.9190674,0.5412732036763291
-9.59,22.82,R_CONGO_LULUA_KM2293,10,2.2348216,2.1815186,0.8856778758508257
-3.01,17.19,R_CONGO_MFIMI_KM0832,10,2.4649203,-2.390564,0.8616466832688845
1.13,19.13,R_CONGO_LULONGA_KM1386,10,2.382661,2.2993774,0.7318817341821542
-2.98,17.29,R_CONGO_MFIMI_KM0844,10,1.5713887,-1.5266113,0.8967804116270452
1.27,19.51,R_CONGO_LULONGA_KM1439,10,6.3531704,6.324066,0.5940434389902767
3.33,27.56,R_CONGO_BOMOKANDI_KM3119,20,2.7770054,2.4422607,0.5258579668674506
3.48,-55.32,R_MARONI_TAPANAHONY_KM0367,920,23.252993,-23.245789,0.8534590562992201
-1.73,-62.74,R_AMAZONAS_UNINI_KM1799,20,4.5513,4.4619837,0.8897737882586897
3.73,-76.41,R_MAGDALENA-2_CAUCA_KM1255,20,0.849708,0.109375,0.6003668905692152
-1.67,-62.84,R_AMAZONAS_UNINI_KM1824,10,0.9132266,-0.4872303,0.9272592442554298
4.97,41.49,R_SHEBELLE_JUBBA_KM1143,20,1.3662289,0.25772095,0.658050756680578
2.4,-68.95,R_AMAZONAS_NEGRO-TRIB-55_KM3085,20,2.1332014,1.8771057,0.7514166559755681
2.87,-76.69,R_MAGDALENA-2_CAUCA_KM1443,10,9.086399,5.61145,-0.18402265611769703
3.21,-52.41,R_OYAPOCK_CAMOPI_KM0177,20,0.45770645,-0.19078064,0.8466520974926354
-1.55,-63.08,R_AMAZONAS_UNINI_KM1883,10,1.1374805,-0.8265972,0.904882450684552
1.28,19.63,R_CONGO_LULONGA_KM1453,20,5.5320535,5.4844666,0.3250188722215799
3.53,-52.05,R_OYAPOCK_OYAPOCK_KM0103,10,2.6862,-2.5851555,0.7833586806108229
-1.54,-63.28,R_AMAZONAS_UNINI_KM1924,10,4.2807784,4.218418,0.8454659731887946
3.99,16.1,R_CONGO_MAMBERE_KM1837,10,10.8298645,-10.789246,0.5959622167934957
2.94,-52.39,R_OYAPOCK_OYAPOCK_KM0197,10,2.6134331,-2.4291725,0.9101074576996919
-1.65,-63.53,R_AMAZONAS_UNINI_KM1982,10,4.993655,4.948885,0.8796919945196001
-1.67,-63.78,R_AMAZONAS_UNINI_KM2042,10,3.7806134,3.729145,0.8462668566655503
5.87,-55.56,R_SARAMACCA-RIVIER_SARAMACCA-RIVIER_KM0040,10,2.2618797,2.2197893,0.5125811299212599
4.47,16.13,R_CONGO_MAMBERE_KM1915,10,10.5125885,-10.488129,0.7728666972257784
-1.68,-63.99,R_AMAZONAS_UNINI_KM2085,10,2.4802208,2.435299,0.8752494624369453
4.89,15.9,R_CONGO_MAMBERE_KM1982,10,8.727075,-8.628357,0.7067924690234008
5.76,-55.35,R_SARAMACCA-RIVIER_SARAMACCA-RIVIER_KM0080,20,3.6647875,3.621854,0.46672061525662667
5.75,-55.12,R_SURINAME_SURINAME_KM0017,10,1.4499482,0.95578223,0.010416148452300256
0.39,15.69,R_CONGO_MAMBILI_KM1331,10,2.335904,-2.2475586,0.6466537964801701
9.9,-73.59,R_MAGDALENA-2_CESAR_KM0594,20,5.548828,-5.504238,0.6994966825487615
-2.95,17.31,R_CONGO_MFIMI_KM0848,20,2.4551709,-2.340973,0.7985799184549905
-2.89,17.33,R_CONGO_MFIMI_KM0855,10,1.3136818,-1.226471,0.8429497663046938
4.07,-55.45,R_SURINAME_SURINAME_KM0309,20,3.5272007,-3.414177,0.9258322669006553
0.34,15.51,R_CONGO_MAMBILI_KM1368,20,4.3469257,-4.300995,0.6802732039536894
2.33,-69.09,R_AMAZONAS_NEGRO-TRIB-55_KM3114,20,3.6031604,-3.5167847,0.8333390745438163
0.58,15.09,R_CONGO_MAMBILI_KM1477,10,2.3532257,-2.2470398,0.6569079756067661
1.94,19.83,R_CONGO_MONGALA_KM1530,10,1.7045465,-1.2056274,0.14218656673665347
4.38,18.45,R_CONGO_M-PAMA_KM1737,10,1.5630591,1.1746826,0.6510214190495347
7.44,-73.45,R_MAGDALENA-2_DE-ORO_KM0674,20,8.486352,-8.465561,0.09270656669667071
9.7,-74.79,R_MAGDALENA-2_MAGDALENA_KM0189,10,4.41349,4.212739,0.7905257377699207
5.15,26.3,R_CONGO_BOMU_KM3115,20,2.5804884,2.1551514,0.42488971177156376
-1.64,-64.24,R_AMAZONAS_UNINI_KM2142,20,2.025484,1.9000435,0.7877367738719917
8.81,-74.27,R_MAGDALENA-2_MAGDALENA_KM0354,10,1.283673,0.97055054,0.7281978045322008
8.96,-74.04,R_MAGDALENA-2_MAGDALENA_KM0393,10,1.4779073,0.83470345,0.3334415839537535
-9.79,22.91,R_CONGO_LULUA_KM2330,20,1.5000732,1.4169922,0.8758925557505453
8.83,-73.81,R_MAGDALENA-2_MAGDALENA_KM0436,10,0.97292453,-0.021986008,0.934610417912717
-6.84,27.18,R_CONGO_LUVUA_KM3242,10,2.3376904,-1.8826294,0.7909412032108248
-6.87,27.27,R_CONGO_LUVUA_KM3253,10,2.6471317,-2.2955933,0.8243960711662539
-6.92,27.41,R_CONGO_LUVUA_KM3270,10,1.250461,-0.14123535,0.7995565985625472
5.59,41.15,R_SHEBELLE_JUBBA_KM1248,20,4.988286,-4.3550415,0.6388677188788904
-6.99,27.61,R_CONGO_LUVUA_KM3295,10,1.8464829,-1.3265991,0.9128021064605577
-7.3,27.96,R_CONGO_LUVUA_KM3355,10,1.3338718,-0.24169922,0.8474556915189986
8.76,-73.79,R_MAGDALENA-2_MAGDALENA_KM0444,20,1.1244824,0.5497284,0.9038839590333573
-7.33,28.0,R_CONGO_LUVUA_KM3361,10,1.3220806,0.21936035,0.7382213081587733
2.31,-69.34,R_AMAZONAS_NEGRO-TRIB-55_KM3161,20,3.2526186,-3.1169891,0.6984499415683741
-2.89,17.33,R_CONGO_MFIMI_KM0856,20,1.3211446,-1.2133484,0.8723091577025442
-4.31,-63.87,R_AMAZONAS_URUCU_KM1843,20,2.1322324,-0.4608078,0.7673464299596494
7.84,-73.82,R_MAGDALENA-2_MAGDALENA_KM0564,10,1.2820764,-1.1006241,0.9390450116367343
-7.82,28.36,R_CONGO_LUVUA_KM3452,10,16.484407,-16.412964,0.9087121395071576
-4.34,-63.9,R_AMAZONAS_URUCU_KM1850,10,1.9461092,-0.708086,0.7833103666193967
7.54,-73.89,R_MAGDALENA-2_MAGDALENA_KM0605,10,1.3252885,-1.2255325,0.9508489701996272
-7.92,28.57,R_CONGO_LUVUA_KM3486,10,7.154213,-7.0197754,0.6928203990719336
7.25,-73.92,R_MAGDALENA-2_MAGDALENA_KM0641,10,0.79533076,-0.4257431,0.7497861531156776
0.65,-64.2,R_AMAZONAS_PADAUARI_KM2150,20,2.8247032,2.666935,0.8643126802907838
-8.1,28.77,R_CONGO_LUVUA_KM3534,10,0.8331759,-0.34814453,0.8297844643971446
7.04,-73.88,R_MAGDALENA-2_MAGDALENA_KM0670,10,3.5787952,-3.4853516,0.7174772103030087
0.62,-69.35,R_AMAZONAS_PAPURI_KM2744,10,7.696258,-7.6600266,0.7739251576637424
6.88,-74.03,R_MAGDALENA-2_MAGDALENA_KM0696,10,1.2093027,-0.8160095,0.8872392696550155
4.43,18.34,R_CONGO_M-PAMA_KM1764,20,1.6170325,-0.8789673,0.5654931863287026
6.88,-74.03,R_MAGDALENA-2_MAGDALENA_KM0697,10,1.6448873,-1.4364853,0.777552352664733
0.96,-67.85,R_AMAZONAS_PIRAIAUAIA_KM2557,20,2.571525,2.3953247,0.7363065278436828
6.67,-74.26,R_MAGDALENA-2_MAGDALENA_KM0736,10,4.7718287,-4.6744385,0.889109071587028
6.11,-74.6,R_MAGDALENA-2_MAGDALENA_KM0828,10,7.9758663,-7.94355,0.20739164871406268
6.04,-74.58,R_MAGDALENA-2_MAGDALENA_KM0839,10,3.334116,-3.2052002,0.7031872858457391
0.95,-67.87,R_AMAZONAS_PIRAIAUAIA_KM2561,20,2.5095658,2.295311,0.7264313761316731
5.98,-74.57,R_MAGDALENA-2_MAGDALENA_KM0846,10,1.6812041,-1.5759277,0.2833835093312281
3.52,-61.69,R_AMAZONAS_SANTA-ROSA_KM2397,10,4.7765617,-4.180908,0.8046244043307998
4.77,-74.77,R_MAGDALENA-2_MAGDALENA_KM1029,10,5.4799147,-5.2441254,0.7448079039966393
3.41,-61.85,R_AMAZONAS_SANTA-ROSA_KM2423,10,14.32256,-14.291786,0.7895525656300827
-4.53,-64.29,R_AMAZONAS_URUCU_KM1957,20,1.6456038,1.497015,0.9192530309411484
3.7,-75.0,R_MAGDALENA-2_MAGDALENA_KM1203,10,1.116312,-0.77963257,0.10435754735858468
1.98,-66.71,R_AMAZONAS_SIAPA_KM2746,10,4.354719,4.28582,0.9586788073883377
-4.54,-64.42,R_AMAZONAS_URUCU_KM1987,10,2.2239223,2.1143417,0.9471059997441876
2.96,-75.3,R_MAGDALENA-2_MAGDALENA_KM1328,10,2.763684,2.6369934,0.4377552151501934
-4.72,-64.72,R_AMAZONAS_URUCU_KM2069,10,3.7955174,3.5467033,0.8039999189035183
5.11,26.43,R_CONGO_BOMU_KM3142,20,1.3122141,0.008422852,0.7313069309037249
9.27,-74.44,R_MAGDALENA-2_MAGDALENA-TRIB-02_KM0282,20,2.5583336,2.4355507,0.7351517777847548
6.22,-74.63,R_MAGDALENA-2_NARE_KM0821,10,6.781571,-6.7183075,0.317704101481649
-2.81,17.5,R_CONGO_MFIMI_KM0879,20,9.703504,-9.690308,0.8921666956908249
4.43,18.46,R_CONGO_M-POKO_KM1743,30,1.5417331,0.7640381,0.48871754675617923
-2.75,17.6,R_CONGO_MFIMI_KM0895,10,0.7203997,-0.60113525,0.8758915880256974
-8.02,20.83,R_CONGO_LWACHIMO_KM1888,20,2.4321544,-2.375,0.8710301410105559
4.49,18.47,R_CONGO_M-POKO_KM1758,10,3.8035948,-3.5722656,0.5696947184483152
2.11,-66.44,R_AMAZONAS_SIAPA_KM2796,20,7.185302,7.113243,0.8900084009038317
-0.32,25.48,R_CONGO_LWALABA_KM2359,10,1.2776808,-0.4975891,0.5086473588243706
-2.77,17.8,R_CONGO_MFIMI_KM0924,10,0.49152264,-0.08465576,0.8029183662577661
2.09,-66.21,R_AMAZONAS_SIAPA_KM2836,10,10.593689,10.417671,0.7971986232949352
-1.04,25.63,R_CONGO_LWALABA_KM2451,10,2.7374465,2.5740051,0.4952205875930315
-2.79,17.99,R_CONGO_MFIMI_KM0948,910,11.640077,-11.627838,0.8312665297333596
0.73,17.98,R_CONGO_NGIRI_KM1287,20,1.3498098,-0.034484863,0.49715675456205877
1.82,-65.81,R_AMAZONAS_SIAPA_KM2927,10,9.073145,9.044334,0.9403414614014707
-1.13,25.64,R_CONGO_LWALABA_KM2461,10,2.4014826,2.222168,0.6746464403631638
-2.77,18.07,R_CONGO_MFIMI_KM0958,10,1.0375354,-0.92422485,0.8226338700688761
-0.11,-62.0,R_AMAZONAS_XERIUINI_KM1830,20,6.101632,5.9713955,0.7203964353881607
1.47,-65.62,R_AMAZONAS_SIAPA_KM3000,10,27.262789,-27.240921,0.847541568513098
0.95,18.18,R_CONGO_NGIRI_KM1336,10,1.4554572,-0.48461914,0.5480076028979043
5.7,40.97,R_SHEBELLE_JUBBA_KM1287,20,6.70779,6.3967285,0.6457763006320308
-1.16,25.66,R_CONGO_LWALABA_KM2465,10,1.6148112,1.2290955,0.34511044057522683
1.62,-64.92,R_AMAZONAS_SIAPA_KM3105,10,12.614477,-12.545166,0.7050320346450383
5.86,40.75,R_SHEBELLE_JUBBA_KM1330,10,4.586805,-4.5446777,0.7473614457843706
-1.28,25.76,R_CONGO_LWALABA_KM2483,10,3.1451316,2.9732056,0.7294745193504782
-1.28,25.76,R_CONGO_LWALABA_KM2484,10,2.9103749,2.7218323,0.7337051821704276
-1.75,25.79,R_CONGO_LWALABA_KM2539,10,1.4146868,0.92575073,0.603849161822019
5.38,24.21,R_CONGO_CHINKO_KM2656,20,1.6041368,1.1986694,0.5958392662841947
-2.59,25.78,R_CONGO_LWALABA_KM2639,10,2.7737417,2.5434875,0.6084781238294636
5.54,24.31,R_CONGO_CHINKO_KM2691,10,2.0877821,-1.7993774,0.49916657360292105
5.65,24.34,R_CONGO_CHINKO-TRIB-01_KM2709,10,3.301958,-3.1351318,0.5940967493148488
6.24,-74.65,R_MAGDALENA-2_NARE_KM0824,20,7.434155,-7.3353043,0.13472376230043953
1.95,20.25,R_CONGO_CONGO_KM1575,10,4.1523886,-4.016876,0.30303398982257673
7.73,-74.78,R_MAGDALENA-2_NECHI_KM0502,10,2.046017,-1.7862663,0.7935296456468522
1.98,20.29,R_CONGO_CONGO_KM1580,10,4.407514,-4.299164,0.29474744359040256
1.72,18.52,R_CONGO_NGIRI_KM1480,20,1.2446156,0.5475464,0.4335538550881406
7.69,-74.79,R_MAGDALENA-2_NECHI_KM0506,10,2.9637551,-2.746914,0.7033919349252952
-0.1,-62.03,R_AMAZONAS_XERIUINI_KM1834,20,2.09159,-1.8929958,0.8004286312732649
2.01,20.53,R_CONGO_CONGO_KM1610,10,5.661063,-5.5635376,0.5376855582383294
7.49,-74.91,R_MAGDALENA-2_NECHI_KM0542,10,2.2426305,1.7119865,0.19634624927217162
-6.54,-68.05,R_AMAZONAS_XERUA_KM3306,10,1.5222654,-0.3958435,0.7857375658051943
1.76,16.0,R_CONGO_NGOKO_KM1497,10,2.8784068,2.4553528,0.5792341014894553
2.0,20.71,R_CONGO_CONGO_KM1632,10,5.798999,-5.7341003,0.5145993247005372
-6.67,-68.49,R_AMAZONAS_XERUA_KM3394,10,1.5037303,1.1063919,0.8518407626986796
1.99,20.72,R_CONGO_CONGO_KM1633,10,5.822571,-5.7271423,0.22408884634046716
1.94,15.61,R_CONGO_NGOKO_KM1552,10,3.6701565,3.2337952,0.6759946591062428
1.99,20.76,R_CONGO_CONGO_KM1638,10,6.1408615,-6.0500793,0.3411226778109067
1.95,15.58,R_CONGO_NGOKO_KM1556,10,4.009472,3.5784607,0.6607387415798798
-3.14,25.93,R_CONGO_LWALABA_KM2710,20,4.0349283,3.9350586,0.8275708713786801
2.07,21.21,R_CONGO_CONGO_KM1692,10,5.4326625,-5.3263855,0.1432310319943845
-3.15,25.92,R_CONGO_LWALABA_KM2711,10,4.082668,3.9980774,0.8767308098777464
1.64,-64.88,R_AMAZONAS_SIAPA_KM3114,20,0.9672684,-0.44000244,0.6971748519414499
2.07,21.21,R_CONGO_CONGO_KM1693,10,5.3151665,-5.2308655,0.21501847036170685
-3.56,25.95,R_CONGO_LWALABA_KM2762,10,1.8912446,1.5116577,0.7995294337777261
1.68,-64.73,R_AMAZONAS_SIAPA_KM3133,10,2.639072,-2.4567566,0.818997584537226
-3.66,26.02,R_CONGO_LWALABA_KM2776,10,3.155503,2.9822693,0.7998242909587121
0.08,-68.53,R_AMAZONAS_TIQUIE_KM2561,10,3.195925,2.8584824,0.7014806002513644
-4.39,26.37,R_CONGO_LWALABA_KM2883,10,1.466968,1.2490845,0.8927556774590273
0.06,-68.58,R_AMAZONAS_TIQUIE_KM2571,10,2.666417,2.3389359,0.7596885377166274
2.06,21.23,R_CONGO_CONGO_KM1695,20,5.857798,-5.7754517,0.4029190156406136
-4.39,26.38,R_CONGO_LWALABA_KM2884,10,1.6065733,1.3881226,0.8682193291431224
0.03,-68.75,R_AMAZONAS_TIQUIE-TRIB-02_KM2599,10,3.8357587,3.7176971,0.7579979627465657
2.07,21.24,R_CONGO_CONGO_KM1696,10,5.866271,-5.7605896,0.4247772301346039
-4.4,26.38,R_CONGO_LWALABA_KM2885,10,1.437036,1.2001343,0.8755640602521856
0.13,-68.99,R_AMAZONAS_TIQUIE-TRIB-02_KM2651,10,1.7916056,1.5314178,0.8247418140103716
2.07,21.28,R_CONGO_CONGO_KM1702,10,6.4453797,-6.351898,0.45906444989418255
-2.79,18.22,R_CONGO_MFIMI_KM0979,920,13.210245,-13.186554,0.6248135583439947
-4.44,26.48,R_CONGO_LWALABA_KM2897,10,1.432503,0.4797058,0.6748981797859624
0.15,-69.07,R_AMAZONAS_TIQUIE-TRIB-02_KM2668,10,2.0624654,1.6323624,0.6138755568853539
-4.62,26.74,R_CONGO_LWALABA_KM2935,10,1.809241,-1.5203552,0.784858407079539
2.09,21.3,R_CONGO_CONGO_KM1704,20,4.877495,-4.74115,0.527320471108838
2.11,21.45,R_CONGO_CONGO_KM1723,10,5.093046,-4.9712524,0.3625064789015332
0.22,-69.44,R_AMAZONAS_TIQUIE-TRIB-02_KM2758,20,2.3237102,1.9883652,0.7463906222282174
2.15,21.65,R_CONGO_CONGO_KM1747,10,5.10964,-4.9261475,0.3513297348021084
5.79,-74.53,R_MAGDALENA-2_NEGRO_KM0905,20,20.629808,-20.60498,0.35738757939021926
5.04,19.99,R_CONGO_OUAKA_KM1953,20,6.0745916,-4.031555,-0.040928194063816585
2.15,21.67,R_CONGO_CONGO_KM1749,10,5.4412346,-5.269226,0.25921174465214647
2.18,21.93,R_CONGO_CONGO_KM1781,10,3.1237717,-2.885376,0.5306915688981886
0.02,17.74,R_CONGO_OUBANGUI_KM1174,10,3.7646925,-3.3196106,0.514862522826901
2.22,22.17,R_CONGO_CONGO_KM1811,10,4.434383,-4.2702637,0.04690015098297695
0.27,17.86,R_CONGO_OUBANGUI_KM1208,10,2.7315512,-1.8279114,0.49460204390402174
0.22,-69.55,R_AMAZONAS_TIQUIE-TRIB-02_KM2784,20,1.6338454,0.9740982,0.7266540857597691
0.54,17.91,R_CONGO_OUBANGUI_KM1246,10,1.2807293,0.36050415,0.7484057736555482
0.06,-67.3,R_AMAZONAS_UAUPES_KM2380,10,11.880207,-11.820778,0.8655051072814766
1.06,17.86,R_CONGO_OUBANGUI_KM1308,10,2.5061483,-1.5159912,0.6621618082235737
0.09,-67.37,R_AMAZONAS_UAUPES_KM2390,10,4.0578294,-3.8411636,0.8438112993232026
0.09,-67.43,R_AMAZONAS_UAUPES_KM2398,10,2.5374758,-2.1907578,0.8236554073077842
1.54,18.07,R_CONGO_OUBANGUI_KM1370,10,2.4587266,-0.8043213,0.5454512825159741
0.09,-67.6,R_AMAZONAS_UAUPES_KM2417,10,1.7621864,-1.1143036,0.6807721024575185
2.19,22.19,R_CONGO_CONGO_KM1813,20,3.3024442,-3.173767,0.5484708785015775
0.12,-67.66,R_AMAZONAS_UAUPES_KM2426,10,1.5303825,-0.63571167,0.6886455688127792
2.48,18.25,R_CONGO_OUBANGUI_KM1487,10,2.890154,1.8191528,0.5846169073124666
2.09,22.57,R_CONGO_CONGO_KM1861,10,5.245637,-5.107666,0.3788294061245197
0.21,-68.04,R_AMAZONAS_UAUPES_KM2474,10,1.4865247,0.6195755,0.6983815484237086
2.52,18.26,R_CONGO_OUBANGUI_KM1492,10,2.3932898,1.246521,0.6945270720281592
2.08,22.58,R_CONGO_CONGO_KM1863,10,5.419813,-5.2532043,0.2762195289236407
0.12,-68.05,R_AMAZONAS_UAUPES_KM2485,10,1.4724213,0.48451996,0.6870297305755232
0.11,-68.09,R_AMAZONAS_UAUPES_KM2492,10,1.2098882,-0.76119995,0.841571157663108
2.56,18.29,R_CONGO_OUBANGUI_KM1498,10,2.6849306,1.319519,0.5644675258736129
0.13,-68.13,R_AMAZONAS_UAUPES_KM2498,10,1.7601827,0.4696808,0.5933958079248154
3.17,18.63,R_CONGO_OUBANGUI_KM1582,10,2.755899,-1.4751587,0.5377009018213895
0.12,-68.16,R_AMAZONAS_UAUPES_KM2501,10,1.0343415,-0.44436646,0.8140976574203377
4.0,18.65,R_CONGO_OUBANGUI_KM1680,10,2.1756659,0.53564453,0.6545345015238907
-5.31,27.01,R_CONGO_LWALABA_KM3039,20,3.9516723,-3.767334,0.4064325903576154
0.34,-68.75,R_AMAZONAS_UAUPES_KM2614,20,4.1601844,-4.025749,0.8550424236718734
4.35,18.57,R_CONGO_OUBANGUI_KM1723,10,2.4261212,-1.1643677,0.6712872546465553
-5.61,26.94,R_CONGO_LWALABA_KM3076,10,0.7670321,-0.0134887695,0.7678328217983453
2.0,22.68,R_CONGO_CONGO_KM1877,20,1.1051484,-0.63079834,0.28177951464836015
0.42,-68.89,R_AMAZONAS_UAUPES_KM2637,10,3.3163698,-3.0703812,0.799194780266157
-5.76,26.91,R_CONGO_LWALABA_KM3094,10,1.7350322,1.3579712,0.07891080268949148
4.47,18.81,R_CONGO_OUBANGUI_KM1756,10,2.8418386,-1.5140991,0.6051630553755712
1.92,22.85,R_CONGO_CONGO_KM1898,10,2.3500974,-2.1404724,0.4053210071025848
-5.84,26.9,R_CONGO_LWALABA_KM3103,10,0.88270354,0.048950195,0.8612004226047183
1.86,23.03,R_CONGO_CONGO_KM1924,10,1.1981559,-0.55474854,0.16466523334528083
4.74,18.99,R_CONGO_OUBANGUI_KM1798,10,4.6326575,-3.9045715,0.5718551155977281
0.42,-68.94,R_AMAZONAS_UAUPES_KM2643,20,2.7769113,-2.6562881,0.8354220698210033
-3.2,18.8,R_CONGO_MFIMI_KM1090,20,13.22165,-13.204773,0.7942860833202752
-5.97,26.9,R_CONGO_LWALABA_KM3117,10,1.1002215,0.5852051,0.9646076726926036
1.65,23.16,R_CONGO_CONGO_KM1952,10,2.1423838,-1.8607178,0.23896421072490978
0.4,-69.13,R_AMAZONAS_UAUPES_KM2682,10,11.813091,11.69828,0.05865289021607969
4.94,19.16,R_CONGO_OUBANGUI_KM1830,10,4.9021974,-4.6272583,0.7723003641821953
-3.23,18.84,R_CONGO_MFIMI_KM1096,10,13.638817,-13.61911,0.8485881769800662
1.42,23.4,R_CONGO_CONGO_KM1992,10,1.4201901,-0.7124939,0.3794291578641367
0.65,-69.18,R_AMAZONAS_UAUPES_KM2720,10,6.488981,-6.337059,0.694104467481697
4.95,19.17,R_CONGO_OUBANGUI_KM1831,10,2.998967,-2.224701,0.4491500686078217
1.36,23.44,R_CONGO_CONGO_KM2001,30,2.2416477,-1.9453735,0.584178372848512
1.06,-69.25,R_AMAZONAS_UAUPES_KM2802,10,2.317146,-1.8801422,0.7433032053833983
1.23,23.57,R_CONGO_CONGO_KM2024,10,2.8864956,-2.6247559,0.5555323197732461
1.05,-69.27,R_AMAZONAS_UAUPES_KM2804,10,3.083036,-2.7532883,0.7761641572780658
1.11,23.75,R_CONGO_CONGO_KM2050,10,3.2348845,-2.9504395,0.4862192553608239
1.12,-69.71,R_AMAZONAS_UAUPES_KM2871,10,5.5391,5.4466705,0.813237530013114
