lats,lons,pnames,flag,RMSE(ordinary),bias(ordinary),corr(ordinary)
-25.67,-53.02,R_PARANA_CHOPIM_KM2121,10,44.77746,-44.768585,0.6487779438399128
-19.82,33.99,R_BUZI_REVUE_KM0120,30,1.8888826,-1.7426796,0.84115529290578
-26.85,32.15,R_MAPUTO_LUSUTFU_KM0127,20,3.715068,-3.6249542,0.27868663575149566
-31.66,-60.7,R_PARANA_SALADILLO-DULCE_KM0508,10,2.381587,-1.7566566,0.7524678103943104
-16.92,46.84,R_BETSIBOKA_IKOPA_KM0158,10,1.7963072,-1.6539268,0.6616807734421543
-10.31,17.04,R_CUANZA_LWANDO_KM0678,10,3.030893,2.909668,0.7264455208335592
-10.71,-37.66,R_VAZA-BARRIS_VAZA-BARRIS_KM0108,20,3.2136807,2.4335098,0.5716318740378931
-11.85,-71.46,R_AMAZONAS_MANU_KM3863,20,11.004853,-10.953461,0.682319690743205
-11.27,30.64,R_CONGO_LUAPULA_KM4560,30,0.39648303,-0.115478516,0.8214491456890619
-26.75,31.8,R_MAPUTO_LUSUTFU_KM0198,10,16.486336,-16.471199,0.461965953718239
-16.51,46.9,R_BETSIBOKA_KAMORO_KM0122,10,1.6950586,1.4892111,0.6318913518278978
-10.69,17.5,R_CUANZA_LWANDO_KM0817,10,3.328944,3.284912,0.8356615571462774
-12.08,-58.68,R_AMAZONAS_JURUENA_KM2100,20,5.8704276,5.751297,0.7556554220185561
-10.83,21.74,R_CONGO_KASAI_KM2408,20,8.567826,-8.562622,0.8722567810524066
-26.61,32.56,R_MAPUTO_MAPUTO_KM0047,20,1.6941447,1.370745,0.3647913087192505
-16.52,46.94,R_BETSIBOKA_KAMORO_KM0127,30,0.79538476,-0.51742554,0.7325555779624249
-12.19,-58.83,R_AMAZONAS_JURUENA_KM2126,10,3.0756469,-2.7305603,0.7943867749828454
-17.19,12.18,R_CUNENE_CUNENE_KM0059,20,61.9992,-61.993294,0.7255295442852818
-10.63,-37.73,R_VAZA-BARRIS_VAZA-BARRIS_KM0134,20,5.351814,5.035301,0.3899510384499947
-16.73,-41.94,R_JEQUITINHONHA_JEQUITINHONHA_KM0482,20,12.090869,-12.045456,0.5406268079187467
-28.47,32.29,R_MFOLOZI_MFOLOZI_KM0020,20,2.1595788,-1.720242,-0.4826499590222023
-17.25,12.48,R_CUNENE_CUNENE_KM0106,10,46.215145,-46.205658,0.20370483996511846
-16.64,-42.37,R_JEQUITINHONHA_JEQUITINHONHA_KM0548,10,3.4840157,-3.2992554,0.21158148798948237
-28.44,32.1,R_MFOLOZI_MFOLOZI_KM0044,10,8.256924,-8.236929,0.5869791168003703
-17.19,12.65,R_CUNENE_CUNENE_KM0132,10,11.813609,11.72113,0.472532991099011
-31.45,-60.58,R_PARANA_SALADILLO-DULCE_KM0538,20,3.4148648,-3.197565,0.808902137641689
-16.98,13.35,R_CUNENE_CUNENE_KM0227,10,1.1758568,0.6126709,-0.04838050524265804
-10.56,31.46,R_CONGO_LUAPULA_KM4720,20,1.5127221,1.1890869,0.7846237518396134
-33.03,-62.47,R_PARANA_SALADILLO_KM0660,10,1.750875,-1.6500244,0.4667365597890825
-16.34,47.32,R_BETSIBOKA_KAMORO_KM0195,20,2.1336339,-1.9226112,0.5473205254307876
-17.18,13.59,R_CUNENE_CUNENE_KM0269,10,20.218765,-20.20697,0.804970643942578
-17.96,36.78,R_DOS-BONS-SINAIS_DOS-BONS-SINAIS_KM0025,10,2.396548,-2.2607598,0.29355262652000136
-11.77,-71.59,R_AMAZONAS_MANU_KM3899,20,7.429545,-7.3887634,0.7701554948999031
-15.83,45.81,R_MAHAVAVY-DU-SUD_MAHAVAVY-DU-SUD_KM0005,40,1.8297204,-1.5532418,0.5084682176785417
-17.37,13.91,R_CUNENE_CUNENE_KM0312,10,1.6498835,1.0192261,0.5994656519404881
-17.95,36.49,R_DOS-BONS-SINAIS_DOS-BONS-SINAIS_KM0075,10,1.381698,-1.2529743,0.4127144858281885
-11.23,21.37,R_CONGO_KASAI_KM2531,20,1.7782893,1.7150879,0.7130631913539143
-15.89,45.87,R_MAHAVAVY-DU-SUD_MAHAVAVY-DU-SUD_KM0017,10,3.1943817,-3.1084738,0.7553393528753407
-17.43,14.0,R_CUNENE_CUNENE_KM0327,10,3.6366162,3.555603,0.6155694040342271
-13.62,-67.38,R_AMAZONAS_BENI_KM3362,20,6.0002675,5.9595947,0.9127218332750614
-17.56,37.34,R_LICUNGO_LICUNGO_KM0016,10,2.0853176,-1.9652014,0.8269564726428873
-10.18,28.61,R_CONGO_LUAPULA_KM3851,10,1.4707141,1.2717285,0.8207222768845885
-16.17,46.08,R_MAHAVAVY-DU-SUD_MAHAVAVY-DU-SUD_KM0064,10,8.809837,-8.747351,0.26057943957746155
-16.98,14.75,R_CUNENE_CUNENE_KM0459,10,2.2546494,1.6960449,0.7096321831601552
-17.57,37.33,R_LICUNGO_LICUNGO_KM0019,10,2.7884283,-2.698619,0.6659068494351619
-13.64,-67.38,R_AMAZONAS_BENI_KM3367,10,5.807309,5.7478943,0.9708823981886827
-10.68,28.68,R_CONGO_LUAPULA_KM3923,10,51.86525,-51.843933,0.661133845066329
-16.66,-42.39,R_JEQUITINHONHA_JEQUITINHONHA_KM0552,20,5.901464,-5.845886,0.1656787158931196
-16.93,46.06,R_MAHAVAVY-DU-SUD_MAHAVAVY-DU-SUD_KM0193,10,6.3484163,6.285057,0.7371969080862927
-16.52,15.11,R_CUNENE_CUNENE_KM0546,10,2.1962986,2.0668945,0.8578078903161254
-17.53,37.32,R_LICUNGO_LICUNGO_KM0024,10,4.1544023,-4.097639,0.7056584975766773
-13.71,-67.42,R_AMAZONAS_BENI_KM3380,10,5.6786113,5.6167603,0.9347681637044957
-11.43,28.43,R_CONGO_LUAPULA_KM4027,10,3.3704872,-3.2659912,0.7984379120175052
-19.17,44.73,R_MANAMBOLO_MANAMBOLO_KM0057,10,4.12282,-4.1050014,0.7977979422864429
-16.49,15.16,R_CUNENE_CUNENE_KM0557,10,3.0471354,2.9039307,0.6536711458685603
-14.08,-67.5,R_AMAZONAS_BENI_KM3450,10,10.804713,-10.716797,0.7973697973561196
-11.66,28.43,R_CONGO_LUAPULA_KM4059,10,5.0326395,-4.974243,0.8321926830241803
-19.15,44.91,R_MANAMBOLO_MANAMBOLO_KM0081,10,9.971842,9.955559,0.7888491068567366
-21.33,32.23,R_SAVE_RUNDE_KM0391,20,14.742189,-14.724701,0.7112004768629794
-13.71,-59.0,R_AMAZONAS_JURUENA_KM2367,20,27.867107,27.865936,0.24728239608279726
-14.13,-67.52,R_AMAZONAS_BENI_KM3465,10,2.4808326,-2.3932953,0.9431817704145337
-11.89,28.53,R_CONGO_LUAPULA_KM4098,10,0.9253701,-0.33972168,0.8018498225487631
-16.92,37.03,R_LICUNGO_LICUNGO_KM0116,20,14.613548,-14.605526,0.7446220903418478
-19.1,45.17,R_MANAMBOLO_MANAMBOLO_KM0118,10,8.60199,-8.581772,0.7315134150563655
-11.06,-53.48,R_AMAZONAS_MANISSAUA-MICU_KM1889,10,5.1945386,5.1483765,0.8888631868728055
-16.57,37.09,R_LICUNGO_LICUNGO_KM0168,10,11.81796,-11.802078,0.8102097903512977
-12.06,28.8,R_CONGO_LUAPULA_KM4142,10,1.1241025,0.48303223,0.7556709880101516
-19.03,45.16,R_MANAMBOLO_MANAMBOLO_KM0128,10,9.64413,-9.636505,0.8163959602115417
-33.03,-62.49,R_PARANA_SALADILLO_KM0662,20,2.6588242,-2.5283127,0.3573822386635515
-11.07,-53.73,R_AMAZONAS_MANISSAUA-MICU_KM1936,10,5.1748514,5.145691,0.9447844817782677
-16.57,37.11,R_LICUNGO_LICUNGO_KM0170,10,4.463479,-4.431534,0.8249715809630865
-12.42,29.33,R_CONGO_LUAPULA_KM4231,10,4.9463844,-4.9104004,0.7553322746765565
-19.94,48.65,R_MANGORO_MANGORO_KM0015,10,8.487831,-8.435068,0.4207420185571475
-11.59,-72.03,R_AMAZONAS_MANU_KM3997,20,5.853156,-5.813904,0.6498726762886963
-16.48,37.13,R_LICUNGO_LICUNGO_KM0186,10,4.302885,-4.254059,0.6270890377925026
-12.22,29.54,R_CONGO_LUAPULA_KM4290,10,0.9264725,0.49035645,0.8217886995167241
-19.71,48.05,R_MANGORO_MANGORO_KM0112,10,83.479324,-83.468994,0.6899326382420461
-17.35,49.08,R_MANINGORY_MANINGORY_KM0071,10,11.797331,-11.785614,0.6088205820448424
-16.62,38.98,R_LIGONHA_LIGONHA_KM0041,20,0.9894032,-0.6581726,0.7683149444158703
-10.54,40.38,R_ROVUMA_ROVUMA_KM0005,10,1.1069968,-0.5445155,0.8731293872871018
-17.11,-42.97,R_JEQUITINHONHA_JEQUITINHONHA_KM0667,20,4.8275676,-4.532318,-0.05390337247805564
-11.05,-53.95,R_AMAZONAS_MANISSAUA-MICU_KM1966,20,3.7490265,3.6999207,0.9212344195927982
-24.65,-58.18,R_PARANA_CONFUSO_KM1737,20,2.854905,-2.5951385,0.7426973236393476
-16.4,39.02,R_LIGONHA_LIGONHA_KM0073,20,4.5454817,-4.4338226,0.5514793480144978
-10.56,40.36,R_ROVUMA_ROVUMA_KM0008,10,1.7068752,-1.4335464,0.8984840332992341
-29.77,-59.24,R_PARANA_CORRIENTE_KM0790,10,3.4294882,-3.3653374,0.8677242299519438
-13.7,39.7,R_LURIO_LURIO_KM0122,20,4.5937653,-4.5112,0.4983689550447649
-21.39,32.17,R_SAVE_RUNDE_KM0400,20,5.2061896,-5.1477814,0.6676032160211525
-29.02,-58.57,R_PARANA_CORRIENTE_KM0928,10,1.1397698,0.6614151,0.604038799916116
-10.89,-53.05,R_AMAZONAS_PRETO-DO-AUAIA_KM1857,20,4.968183,4.918274,0.8672062853996739
-13.73,39.64,R_LURIO_LURIO_KM0131,20,6.1450634,-6.1130066,0.8266365020905596
-15.55,48.1,R_SOFIA_SOFIA_KM0140,20,2.5596268,-2.442871,0.37193053018705907
-28.92,-58.47,R_PARANA_CORRIENTE_KM0953,10,0.9751552,0.6116371,0.7542093765169496
-16.19,15.23,R_CUNENE_CUNENE_KM0603,20,1.5018089,0.8820801,0.6153656260389594
-12.04,-53.72,R_AMAZONAS_RONURO_KM2039,10,1.0638416,-0.747406,0.8966201815906957
-13.9,39.28,R_LURIO_LURIO_KM0181,10,4.672735,-4.590317,0.7941274472674112
-19.44,45.73,R_TSIRIBIHINA_MAHAJILO_KM0224,10,24.688684,-24.6781,0.31772691094772854
-23.01,-50.47,R_PARANA_DAS-CINZAS_KM2554,10,5.448352,5.430359,0.5725684274743705
-13.36,130.31,R_DALY_DALY_KM0007,20,2.7009807,-2.1102772,0.7057900926713415
-15.35,15.3,R_CUNENE_CUNENE_KM0731,10,3.989148,3.524414,0.5334001738876114
-12.23,-53.98,R_AMAZONAS_RONURO_KM2116,30,6.284108,-6.26532,0.8594936327824481
-13.95,39.12,R_LURIO_LURIO_KM0202,10,12.5576725,-12.525742,0.8875217230695897
-19.69,44.78,R_TSIRIBIHINA_TSIRIBIHINA_KM0048,10,1.3792396,-1.2705188,0.8704488509458644
-12.22,29.7,R_CONGO_LUAPULA_KM4309,20,1.2391497,0.8703613,0.7728942635432957
-13.46,130.35,R_DALY_DALY_KM0026,10,2.1654425,-1.7352321,0.7629323667881595
-11.63,-72.13,R_AMAZONAS_MANU_KM3998,20,6.8377385,-6.8166504,0.685074783795107
-14.94,15.21,R_CUNENE_CUNENE_KM0796,10,2.8949645,-2.793457,0.8692103797171308
-19.75,45.23,R_TSIRIBIHINA_TSIRIBIHINA_KM0129,10,5.8920093,5.8596573,0.7842409039914319
-30.8,-60.76,R_PARANA_SALADO_KM0691,20,0.8206912,-0.57759094,0.799292004146112
-13.92,130.92,R_DALY_DALY_KM0157,10,6.6822367,6.6373053,0.8550026435237423
-14.84,15.07,R_CUNENE_CUNENE_KM0822,10,2.5646422,-2.1357422,0.6185960554350285
-19.75,147.26,R_BURDEKIN_BURDEKIN_KM0038,10,3.167996,-3.1009493,0.7113267094497517
-22.66,144.57,R_COOPER-CREEK_THOMSON_KM1717,20,1.1581739,0.3461914,0.7654717530009728
-10.22,27.36,R_CONGO_LUFIRA_KM3889,20,1.7604659,-1.5345459,0.47879964279908466
-19.68,45.31,R_TSIRIBIHINA_TSIRIBIHINA_KM0146,10,1.1759697,-0.9510231,0.8731242564445957
-14.15,126.97,R_DRYSDALE_DRYSDALE_KM0024,20,2.7172554,-2.6721992,0.7260153339208257
-19.99,146.38,R_BURDEKIN_BURDEKIN_KM0323,30,1.7895072,-1.629776,0.6933702238107863
-27.73,142.72,R_COOPER-CREEK_WILSON_KM0966,10,1.5896615,1.5531921,0.4327564018060094
-14.09,38.85,R_LURIO_LURIO_KM0239,20,3.5228195,-3.4586182,0.9126235850439359
-14.21,126.96,R_DRYSDALE_DRYSDALE_KM0032,20,1.2693701,0.69841766,0.5594347395179258
-10.47,25.41,R_CONGO_LWALABA_KM3982,20,31.982748,-31.966064,-0.4304224908140806
-23.06,149.94,R_FITZROY-2_FITZROY_KM0146,10,4.192044,4.123539,0.43831098616578595
-17.31,-43.15,R_JEQUITINHONHA_JEQUITINHONHA_KM0705,20,7.2172923,-7.1862793,0.9424743300511131
-14.16,38.61,R_LURIO_LURIO_KM0273,10,17.829235,-17.808167,0.8792522669725232
-14.53,126.88,R_DRYSDALE_DRYSDALE_KM0081,10,6.2378693,-6.219284,0.33504717372857223
-23.52,149.97,R_FITZROY-2_FITZROY_KM0236,10,9.2191,9.088184,0.8161182787088821
-19.4,145.84,R_BURDEKIN_BURDEKIN_KM0441,20,5.869143,-5.8476562,0.7698724204077405
-13.98,131.22,R_DALY_DALY_KM0225,20,15.171512,15.134045,0.8684549676349692
-14.13,38.4,R_LURIO_LURIO_KM0300,10,12.133639,-12.114136,0.8307129373584985
-15.49,127.54,R_DURACK_DURACK_KM0060,10,14.682033,-14.678101,0.8182715323189035
-21.19,31.79,R_SAVE_RUNDE_KM0464,20,6.808674,6.7996826,0.8106896968991774
-14.29,37.64,R_LURIO_LURIO_KM0405,10,10.477732,-10.436005,0.8005893499350607
-12.26,-54.0,R_AMAZONAS_RONURO_KM2123,20,6.962837,-6.945984,0.860918090043911
-14.19,-67.54,R_AMAZONAS_BENI_KM3472,20,3.8232548,-3.7497406,0.8487599585904269
-21.23,31.67,R_SAVE_RUNDE_KM0479,10,3.9363954,3.870697,0.7624308879621259
-18.28,125.54,R_FITZROY_CUNNINGHAME_KM0328,10,4.6533556,4.5902557,0.8441510212978389
-14.9,-67.68,R_AMAZONAS_BENI_KM3588,10,2.1695573,1.8846741,0.8357446532126074
-15.0,-67.72,R_AMAZONAS_BENI_KM3602,10,10.357593,10.050186,0.9805539661459316
-14.3,131.48,R_DALY_DALY_KM0293,20,14.903354,14.899464,0.7454396924206115
-11.81,-72.17,R_AMAZONAS_MANU_KM4050,20,18.017612,-18.004974,0.46795158517917185
-18.97,139.87,R_LEICHHARDT_LEICHHARDT_KM0219,10,6.2894363,6.2622414,0.6382602194346422
-23.55,148.56,R_FITZROY-2_NOGOA_KM0598,20,6.74744,6.7317505,0.19758876311059076
-15.2,135.61,R_LIMMEN-BIGHT_LIMMEN-BIGHT_KM0013,10,1.7213262,-1.6256667,0.2829156591758839
-12.38,29.67,R_CONGO_MULEMBO_KM4322,20,2.2821677,2.1557617,0.8479009595481699
-29.93,146.43,R_MURRAY_BARWON_KM2275,20,13.217893,13.009186,-0.5287579434731703
-14.39,37.52,R_LURIO_LURIO_KM0430,20,14.929362,-14.921204,0.7916071565544525
-15.91,136.53,R_MACARTHUR_MCARTHUR_KM0027,10,1.3600082,-1.2556884,0.10682337693860686
-29.97,146.88,R_MURRAY_BARWON_KM2377,10,6.306602,6.2962875,0.3866827674658784
-15.96,136.37,R_MACARTHUR_MCARTHUR_KM0052,10,2.785932,-0.85072875,0.9765415475417216
-32.42,-63.25,R_PARANA_TERCERO_KM0838,20,18.535217,-18.518799,0.25184475489578995
-12.34,-54.12,R_AMAZONAS_RONURO_KM2158,20,5.180542,-5.1592712,0.8214643425873744
-10.1,-55.56,R_AMAZONAS_TELES-PIRES_KM1921,10,2.7719793,2.5218353,0.8256844874029116
-16.19,39.54,R_MELULI_MELULI_KM0049,20,1.1670352,-0.9087925,0.6965088550029562
-34.34,-62.56,R_PICASA_PICASA_KM0042,10,3.4927883,-3.4783401,0.41612326309745745
-10.35,-55.9,R_AMAZONAS_TELES-PIRES_KM1979,10,3.060047,2.963211,0.9151306838608669
-17.55,126.15,R_FITZROY_CUNNINGHAME_KM0461,20,3.7230568,3.589676,0.14182500756729194
-17.55,-43.54,R_JEQUITINHONHA_JEQUITINHONHA_KM0839,20,0.43769276,0.12554932,0.6323918517327135
-17.84,139.33,R_NICHOLSON_NICHOLSON_KM0079,20,6.8172727,5.9452744,-0.36153081899375744
-18.17,142.86,R_GILBERT_EINASLEIGH_KM0302,20,9.574357,-9.541962,0.7038187864909053
-10.45,-55.92,R_AMAZONAS_TELES-PIRES_KM1991,10,4.0544205,3.9832306,0.911456471898173
-16.0,39.3,R_MELULI_MELULI_KM0093,20,5.8064265,-5.800461,0.8778552439625464
-14.75,135.32,R_ROPER_ROPER_KM0003,10,1.6575446,-1.4400523,0.69437706002431
-29.26,148.74,R_MURRAY_BARWON_KM2847,20,6.6768513,6.651474,0.7909119727684665
-10.67,-55.9,R_AMAZONAS_TELES-PIRES_KM2028,10,1.7459686,1.3332214,0.8829342488315911
-21.18,31.33,R_SAVE_RUNDE_KM0520,20,12.6713505,-12.6562805,0.7477524185898339
-14.7,135.31,R_ROPER_ROPER_KM0015,10,1.5254656,-1.3863657,0.6272678942943855
-14.56,15.12,R_CUNENE_CUNENE_KM0865,20,0.941418,0.33569336,0.5763165528220278
-36.1,-60.63,R_SALADO_ARROYO-VALLIMANCA_KM0497,20,0.9150104,-0.83158875,0.06957137243070562
-10.94,-55.85,R_AMAZONAS_TELES-PIRES_KM2070,10,3.2966774,3.202301,0.8298659093920885
-14.7,135.26,R_ROPER_ROPER_KM0023,10,1.3007383,-1.0886097,0.5821603247672857
-36.39,-61.01,R_SALADO_ARROYO-VALLIMANCA_KM0552,10,4.4154315,-4.3822327,0.43857120217830625
-14.55,15.14,R_CUNENE_CUNENE_KM0868,10,1.1063768,-0.43969727,0.38454869321437046
-21.02,34.89,R_SAVE_SAVE_KM0028,20,0.7040174,0.47781467,0.8721043113696851
-10.96,-55.57,R_AMAZONAS_TELES-PIRES_KM2117,910,18.106192,-18.03247,-0.48418555211906683
-14.78,135.12,R_ROPER_ROPER_KM0051,10,1.2262789,-0.59277713,0.6057274346562851
-36.67,-61.39,R_SALADO_ARROYO-VALLIMANCA_KM0612,10,2.6938198,-2.6514893,-0.36913056022312557
-10.86,13.8,R_CUVO-QUEVE_CUVO-QUEVE_KM0001,10,1.0526024,0.8963812,0.23417230609891246
-18.58,22.11,R_OKAVANGO_OKAVANGO_KM0022,20,3.647131,-3.5580444,0.5040995787534055
-11.03,-55.35,R_AMAZONAS_TELES-PIRES_KM2149,910,17.281443,-17.192047,-0.12890827262085697
-21.11,34.62,R_SAVE_SAVE_KM0066,20,1.564129,-1.3678236,0.829651903057064
-14.76,134.85,R_ROPER_ROPER_KM0089,10,1.0650085,0.8797455,0.5832402580613401
-10.99,14.09,R_CUVO-QUEVE_CUVO-QUEVE_KM0062,10,1.1574181,0.5199871,0.7356301211564525
-12.95,38.51,R_MESSALO_MESSALO_KM0340,20,14.138069,-14.099731,0.5854390386526298
-11.96,-72.2,R_AMAZONAS_MANU_KM4075,20,120.43346,-120.40839,0.1486487553821561
-18.21,21.76,R_OKAVANGO_OKAVANGO_KM0123,10,1.694799,-1.24469,0.7326414001840118
-35.08,-60.29,R_SALADO_SALADO_KM0455,20,0.5738544,-0.4842186,0.6287608719499695
-11.12,-55.33,R_AMAZONAS_TELES-PIRES_KM2163,10,12.368199,-12.322632,0.49782604425656085
-12.63,132.46,R_SOUTH-ALIGATOR_SOUTH-ALIGATOR_KM0044,10,2.0011642,-1.2482581,0.4316654061205144
-28.94,149.04,R_MURRAY_BARWON_KM2934,20,1.0853133,0.92456055,0.6052384226086095
-11.28,-72.94,R_AMAZONAS_MISHAHUA_KM5198,10,11.466935,-11.448578,0.6485760788882059
-18.29,143.16,R_GILBERT_EINASLEIGH_KM0341,20,11.600879,-11.595291,0.7693298664772636
-18.12,21.56,R_OKAVANGO_OKAVANGO_KM0152,10,3.7492404,-3.3353271,0.7298190118947027
-11.61,-55.69,R_AMAZONAS_TELES-PIRES_KM2242,910,16.668186,-16.598175,0.10928775749467563
-19.56,34.53,R_PUNGUE_PUNGUE_KM0024,20,1.1546206,-0.43710017,0.6546516977896492
-21.17,34.46,R_SAVE_SAVE_KM0086,20,3.1484091,3.0484562,0.7990636030970893
-12.65,132.5,R_SOUTH-ALIGATOR_SOUTH-ALIGATOR_KM0050,10,2.098518,-1.3814762,0.6347826820415906
-18.7,16.04,R_GWASHIGAMBO_GWASHIGAMBO_KM0026,20,0.64069754,0.012084961,0.40516367146566246
-11.14,-74.31,R_AMAZONAS_PERENE_KM5187,10,11.760488,-11.743164,0.674017296106061
-11.68,-55.73,R_AMAZONAS_TELES-PIRES_KM2256,10,12.417186,-12.372528,0.3798374731266569
-18.0,20.87,R_OKAVANGO_OKAVANGO_KM0247,10,1.3533256,0.5357666,0.691692749894488
-34.82,-60.55,R_SALADO_SALADO_KM0513,20,0.73241496,-0.67980576,0.4692236857487659
-21.29,34.11,R_SAVE_SAVE_KM0141,30,0.69573814,0.060165405,0.7881589880890362
-15.42,130.33,R_VICTORIA_VICTORIA_KM0058,10,5.255584,5.241022,0.4672016673461853
-17.56,126.17,R_FITZROY_CUNNINGHAME_KM0463,20,1.7333611,1.635315,0.6965195582672391
-10.02,-70.94,R_AMAZONAS_PURUS_KM4645,20,5.266155,-5.167557,0.535598164895398
-11.73,-55.75,R_AMAZONAS_TELES-PIRES_KM2276,10,11.2606325,-11.226654,0.6662593627667409
-17.9,20.14,R_OKAVANGO_OKAVANGO_KM0356,10,1.5295148,1.0007324,0.7601045949294756
-19.49,34.53,R_PUNGUE_PUNGUE_KM0035,20,1.8260037,1.548106,0.4810450492240061
-10.36,13.76,R_LONGA_LONGA_KM0059,20,0.43932003,0.002483368,0.7543100716156244
-10.03,-70.94,R_AMAZONAS_PURUS_KM4646,20,5.376734,-5.3177795,0.7781336745730207
-12.12,-55.57,R_AMAZONAS_TELES-PIRES_KM2342,10,0.8928928,-0.47000122,0.9173803056974799
-17.65,18.65,R_OKAVANGO_OKAVANGO_KM0569,10,2.9628532,2.5148926,0.6315320699643711
-34.73,-60.65,R_SALADO_SALADO_KM0531,20,3.386229,-3.376999,0.6271053238262898
-10.02,-70.95,R_AMAZONAS_PURUS_KM4647,10,5.071358,-5.0132904,0.7685243062174045
-19.38,34.56,R_PUNGUE_PUNGUE_KM0052,20,0.929277,0.30894566,0.6867576146815223
-21.31,34.02,R_SAVE_SAVE_KM0151,20,2.9486206,-2.7747498,0.8435965533905856
-34.65,-61.06,R_SALADO_SALADO_KM0588,10,4.0902915,-4.0858917,0.7082664581166479
-18.1,124.17,R_FITZROY_FITZROY_KM0123,20,2.8803418,2.7254028,0.7683745570276029
-10.07,-71.0,R_AMAZONAS_PURUS_KM4663,10,8.5816555,-8.557678,0.7844207993658068
-12.43,19.83,R_ZAMBEZI_LUNGUE-BUNGO_KM3048,20,5.047007,-5.0040283,0.8510751128099097
-17.54,-43.56,R_JEQUITINHONHA_JEQUITINHONHA_KM0841,20,0.68920994,0.12298584,0.6941363408108372
-34.63,-61.09,R_SALADO_SALADO_KM0591,10,4.306749,-4.2783356,0.6451489903261002
-18.53,125.01,R_FITZROY_FITZROY_KM0257,10,8.066558,7.62722,0.05794218803058792
-10.16,-71.0,R_AMAZONAS_PURUS_KM4684,10,5.6429925,-5.5953217,0.7746137532569252
-18.33,143.29,R_GILBERT_EINASLEIGH_KM0357,20,6.2387996,-6.2326965,0.8933509960257153
-17.78,-43.59,R_JEQUITINHONHA_JEQUITINHONHA_KM0887,10,2.6030118,2.5596313,0.5304323088147228
-12.38,19.76,R_ZAMBEZI_LUNGUE-BUNGO_KM3064,20,2.9361238,-2.835083,0.5281584154687506
-34.56,-61.1,R_SALADO_SALADO_KM0603,10,2.4908311,2.4163055,0.08639693247024713
-16.75,141.32,R_GILBERT_GILBERT_KM0042,30,1.2632015,0.9286711,0.634128449206002
-19.06,34.41,R_PUNGUE_PUNGUE_KM0113,20,10.406613,-10.377251,0.7482436336526366
-10.21,-71.02,R_AMAZONAS_PURUS_KM4695,20,5.6283913,-5.566147,0.7227414179633551
-15.59,128.5,R_ORD_ORD_KM0039,10,7.0687265,7.067259,0.6511063118944486
-10.28,-71.04,R_AMAZONAS_PURUS_KM4712,10,9.836241,-9.802628,0.6851230173174465
-21.39,33.61,R_SAVE_SAVE_KM0209,20,1.3605292,-0.8788986,0.7826944044436193
-16.91,141.43,R_GILBERT_GILBERT_KM0068,20,2.428182,-2.3602028,0.972588807178839
-15.57,128.51,R_ORD_ORD_KM0041,20,6.6388836,6.633203,0.48990310779703833
-10.38,-71.13,R_AMAZONAS_PURUS_KM4751,10,8.316749,-8.256989,0.5911540428988854
-17.05,128.85,R_ORD_ORD_KM0288,10,2.696682,-2.6272888,0.8324706519344769
-10.55,-71.36,R_AMAZONAS_PURUS_KM4825,10,3.106159,-3.0737915,0.8480207949472132
-19.03,34.19,R_PUNGUE_PUNGUE_KM0149,20,1.4530861,-1.1420822,0.7517023261078387
-15.58,-67.28,R_AMAZONAS_BENI_KM3721,20,11.035115,-10.969666,0.3661139263658076
-17.32,142.0,R_GILBERT_GILBERT_KM0155,20,4.35713,4.1298943,0.9390325348074618
-12.45,-66.66,R_AMAZONAS_BIATA_KM3153,10,5.2929397,-5.0920563,0.8880170512217939
-27.53,148.74,R_MURRAY_CONDAMINE_KM2825,20,11.665174,11.645599,0.5116529103771801
-17.65,142.51,R_GILBERT_GILBERT_KM0233,10,5.493248,-5.4600143,0.8028040636915148
-21.39,33.58,R_SAVE_SAVE_KM0213,20,0.9749317,-0.66503906,0.8868586707468548
-10.56,-71.38,R_AMAZONAS_PURUS_KM4829,20,4.1210523,-4.094208,0.8499392844992861
-17.12,128.86,R_ORD_ORD_KM0302,20,0.37708297,0.018737793,0.589716203561788
-13.6,-55.24,R_AMAZONAS_TELES-PIRES_KM2646,20,2.337655,2.303955,0.8326377150327777
-12.06,38.39,R_ROVUMA_LUGENDA_KM0343,20,7.661642,-7.5713196,0.8388125609538268
-13.61,-55.23,R_AMAZONAS_TELES-PIRES_KM2647,10,2.0894716,2.0559387,0.7977714406924248
-22.35,-54.52,R_PARANA_DOURADOS_KM2490,20,2.738089,-2.7232666,0.8654789821899923
-17.58,143.0,R_GILBERT_GILBERT_KM0290,20,1.4728637,-1.3182983,0.7021440108015904
-14.12,-54.89,R_AMAZONAS_TELES-PIRES_KM2770,10,0.9181594,0.7055054,0.5346992170349245
-10.62,-71.53,R_AMAZONAS_PURUS_KM4857,20,2.0283604,-1.9102783,0.7396491150952298
-17.58,143.0,R_GILBERT_GILBERT_KM0291,10,1.4770215,-1.4243317,0.9218838037230016
-21.54,33.11,R_SAVE_SAVE_KM0275,20,1.8476585,-1.6762695,0.8202871801051739
-4.86,-81.05,R_CHIRA_CHIRA_KM0011,20,0.87528056,0.42694163,0.2688163890312602
-17.84,-43.49,R_JEQUITINHONHA_JEQUITINHONHA_KM0916,20,1.1623812,0.99731445,0.5421691305303933
-17.9,-40.2,R_MUCURI_MUCURI_KM0136,10,2.2686691,-1.7244797,-0.19508249397382088
-4.91,-80.86,R_CHIRA_CHIRA_KM0040,20,4.63456,4.4661245,0.4801495806109677
