ID,station,dataname,lon,lat,satellite,flag,elevation,dist_to_mouth,kx1,ky1,kx2,ky2,dist1,dist2,rivwth,ix,iy,EGM08,EGM96,ix2,iy2,RMSE1,bias1,corr1,RMSE2,bias2,corr2
5657.0,R_GANGES-BRAHMAPUTRA_YAMUNA_KM1856,HydroWeb,79.01,26.69,SENTINEL3B,30,105.0,12.21,10740,3968,10816,3968,6165.45,248.72,198.24,2589,633,-60.83,-60.3,2591,634,7.692958,-5.5783234,0.7015134313858755,3.385178,3.1802673,0.805971030691072
5940.0,R_INDUS_INDUS_KM0958,HydroWeb,70.08,28.66,SENTINEL3B,30,79.4,3.72,152,1600,105,1600,4629.86,1081.96,401.81,2502,614,-46.56,-46.06,2502,614,3.186017,-2.4621887,0.9062070320201024,3.186017,-2.4621887,0.9062070320201024
10620.0,R_SAKRAMENTO_PUTAH-CREEK_KM0062,HydroWeb,-121.62,38.4,SENTINEL3A,30,1.8,14.5,10123,1995,10056,1928,8194.81,339.16,173.7,586,516,-31.22,-31.3,584,516,1.750962,1.2793429,0.0695523139632602,2.8782167,2.5194936,0.04946698954617909
10621.0,R_SAKRAMENTO_PUTAH-CREEK_KM0075,HydroWeb,-121.59,38.5,SENTINEL3A,30,4.0,2.26,10130,1800,10099,1800,2677.2,446.66,151.53,585,515,-30.82,-31.03,584,516,2.0548015,1.6942127,0.4279321624687763,2.0447204,1.6878934,0.42605505743910643
6649.0,R_MISSISSIPPI_ARKANSAS_KM2860,HydroWeb,-103.51,37.99,SENTINEL3B,30,1235.3,2.55,7773,2391,7788,2406,1876.91,111.21,11.25,765,520,-22.38,-22.31,765,521,2.3049636,2.241333,0.6741399406821033,10.18611,-10.158203,0.6354320142493041
10248.0,R_MERMENTAU_MERMENTAU_KM0104,HydroWeb,-92.58,30.21,SENTINEL3A,30,3.6,9.24,8853,11699,8905,11751,6368.39,132.89,11.25,874,597,-28.61,-28.43,875,598,4.502659,4.4842343,0.6033411482703331,3.3291569,3.3065996,0.6242976782323866
6005.0,R_IRRAWADDY_CHINDWIN_KM1791,HydroWeb,96.6,26.43,JASON2,30,189.6,8.99,7920,4315,7920,4280,3269.92,39.6,98.03,2766,637,-49.05,-48.39,2767,636,7.4940424,-7.3927765,0.8681362961562421,7.3915033,-7.360794,0.8671198594702713
5541.0,R_GANGES-BRAHMAPUTRA_KOSHI_KM0705,HydroWeb,86.72,26.31,SENTINEL3B,30,57.1,5.74,8015,4392,8065,4442,5186.16,1083.65,287.59,2667,637,-62.5,-62.59,2666,639,5.971731,-5.865059,0.6933079210323302,14.522788,-14.471413,0.7265820092632984
7039.0,R_MISSISSIPPI_OHIO-TRIB-01_KM1740,HydroWeb,-88.19,37.6,SENTINEL3A,30,103.0,0.12,2235,2879,2178,2879,4194.76,94.39,896.28,919,524,-30.37,-30.41,919,525,4.2725124,3.4392776,0.7575296741974437,4.1267877,3.249611,0.7559939121233491
9978.0,R_BALKAN_BALKAN_KM0010,HydroWeb,53.73,39.91,SENTINEL3A,30,-27.2,4.04,4487,80,4467,100,2447.99,1172.17,1462.4,2338,501,-16.51,-16.63,2338,501,0.44065875,-0.2453556,0.09992805680186302,0.44065875,-0.2453556,0.09992805680186302
9822.0,R_ARAL-DRAINAGE_AMUDARYA_KM0864,HydroWeb,62.58,39.78,SENTINEL3B,30,159.7,1.96,3095,257,3088,257,464.58,488.84,300.34,2426,503,-33.4,-33.37,2426,503,1.8179414,-0.70376587,0.9332940400881888,1.8179414,-0.70376587,0.9332940400881888
7004.0,R_MISSISSIPPI_NEOSHO_KM2139,HydroWeb,-95.88,38.28,SENTINEL3A,30,316.3,0.52,5005,2063,4947,2063,4087.09,141.14,17.55,842,517,-31.55,-31.69,842,518,2.5669327,-2.4046326,0.8734274964726279,3.0635006,-2.8580933,0.8616476241182357
8593.0,R_PEARL_PEARL_KM0114,HydroWeb,-89.89,30.63,SENTINEL3A,30,12.7,13.93,219,11240,130,11240,6893.21,464.79,56.88,903,593,-28.63,-28.71,901,594,4.9121575,-4.863968,0.399977161636988,2.3994775,-2.3353653,0.6493909391010715
5959.0,R_INDUS_INDUS-TRIB-05_KM1398,HydroWeb,70.94,31.93,SENTINEL3A,30,168.6,2.43,1206,9690,1132,9690,5871.49,40.09,564.18,2511,581,-44.69,-45.14,2509,581,4.0844655,-3.2645264,0.1085177828951877,2.366987,-1.9133606,0.027949480154608946
7056.0,R_MISSISSIPPI_PLATTE_KM2494,HydroWeb,-94.81,39.31,SENTINEL3B,30,226.9,5.93,6146,747,6226,827,9509.49,153.72,301.33,852,507,-32.84,-33.13,853,507,1.6996672,-1.1469269,0.7230079353636307,3.765896,-3.5526886,0.7108422952140734
12310.0,R_YANGTZE_HUA-YANG-HE_KM0560,HydroWeb,116.72,30.1,SENTINEL3B,30,5.7,8.56,8072,11936,8107,11901,4605.24,3527.91,1543.97,2968,600,-4.72,-4.35,2967,599,4.2483144,-0.73548126,0.11718521819747119,3.845751,-0.46445465,0.11843586951589048
10988.0,R_ST-LAWRENCE_CHIPPEWA-TRIB-01_KM1900,HydroWeb,-84.32,43.6,SENTINEL3A,30,184.1,3.87,6838,7651,6813,7676,2928.82,73.99,45.12,957,464,-34.67,-34.56,958,464,1.6004294,-0.9498291,0.11691170633317712,2.0724003,-1.6195374,0.18175736152927735
9873.0,R_ADOUR_GAVE-D-OLORON_KM0056,HydroWeb,-1.01,43.48,JASON3,30,7.8,7.0,10788,7754,10788,7829,6893.84,56.26,11.25,1791,465,49.65,49.67,1791,466,11.093749,-11.066387,0.6051341133270494,1.1444074,-0.9165211,0.5707759096222765
5210.0,R_DOURO_CEA_KM0467,HydroWeb,-5.5,42.06,SENTINEL3A,30,719.4,4.86,5308,9439,5396,9527,10197.28,78.02,22.44,1745,479,55.89,55.49,1746,480,0.79019815,-0.6873169,0.32669562999178076,0.2229288,-0.024230957,0.2578546082403757
4571.0,R_DANUBE_DRAVA_KM1691,HydroWeb,16.78,46.3,SENTINEL3B,30,134.8,6.85,8136,4422,8136,4442,1914.73,80.85,53.2,1968,437,45.25,45.46,1968,437,2.1002617,-1.9854431,0.6769093591139166,2.1002617,-1.9854431,0.6769093591139166
4559.0,R_DANUBE_DRAVA_KM1693,HydroWeb,16.75,46.3,SENTINEL3A,30,134.8,9.36,8108,4417,8108,4437,1686.87,252.3,34.68,1968,437,45.27,45.48,1968,437,4.1395216,-4.073822,0.06540111324115677,4.1395216,-4.073822,0.06540111324115677
7024.0,R_MISSISSIPPI_NORTH-SKUNK_KM2365,HydroWeb,-92.14,41.3,SENTINEL3B,30,198.8,9.71,9353,10520,9428,10445,8860.99,262.65,33.47,877,488,-32.97,-33.04,879,488,2.7130158,2.4887848,0.7237043313849177,1.4008372,-0.88905334,0.7955239478094179
4505.0,R_DANUBE_BEGA-VECHE_KM1349,HydroWeb,20.68,45.58,SENTINEL3B,30,78.0,0.5,813,5350,813,5310,3714.24,41.53,11.25,2008,445,43.43,42.86,2006,446,2.2037902,2.1658554,0.7294843011843501,1.1264212,0.9219589,0.3151574301607222
4504.0,R_DANUBE_BEGA-VECHE_KM1360,HydroWeb,20.78,45.64,SENTINEL3B,30,79.2,15.99,976,5280,933,5237,4859.75,59.77,2.25,2008,445,43.35,42.79,2009,444,1.95664,1.8700333,0.5323508297376209,1.2854308,1.1109848,0.4104164694469818
4506.0,R_DANUBE_BERETTYO_KM1637,HydroWeb,21.27,47.07,SENTINEL3B,30,87.0,23.02,1633,3624,1535,3526,12579.34,1583.41,11.25,2015,431,41.59,41.94,2013,430,4.468705,4.428276,0.0035112120558800156,1.0494758,0.9510956,0.45177827294310735
6309.0,R_LOIRE_ANGLIN_KM0311,HydroWeb,0.96,46.6,SENTINEL3A,30,73.6,13.9,1226,4017,1159,4084,7613.28,76.36,11.25,1812,434,47.78,47.97,1810,435,1.5531318,-1.425415,0.13320351324240057,0.9409014,0.545166,0.019881274599466793
6352.0,R_LOIRE_MAINE_KM0134,HydroWeb,-0.54,47.5,SENTINEL3A,30,15.0,8.85,11451,3099,11356,3004,10598.09,106.52,439.05,1797,426,47.6,47.83,1795,425,1.3880663,1.2742586,0.8419578696906007,1.7742373,-1.6676064,0.810786317421051
4669.0,R_DANUBE_MURA_KM1702,HydroWeb,16.78,46.38,SENTINEL3A,30,140.6,0.24,8070,4412,8140,4342,7889.26,58.79,144.97,1967,437,45.19,45.41,1969,436,4.77355,4.74469,0.5342842915263917,2.1890602,-2.1360016,0.7184598418160364
