time,chainage [m],lat,lon,observed height [m],outlier
20120722 18:31:48,1021994.11,29.309693,90.833724,3940.43,1
20120722 18:31:48,1025615.42,29.316846,90.866683,3928.77,1
20110426 04:53:23,1025798.5,29.299922,90.874506,3570.21,0
20110426 04:53:23,1025798.5,29.305436,90.880523,3569.63,0
20120428 10:38:25,1025798.5,29.30027,90.875591,3809.99,1
20130501 16:22:13,1025798.5,29.304968,90.880238,3570.62,0
20111013 08:34:16,1025836.01,29.303873,90.882806,3569.66,0
20111013 08:34:16,1025942.95,29.306583,90.881574,3569.7,0
20110426 04:53:23,1025999.2,29.308111,90.880825,3569.12,0
20120428 10:38:25,1026119.99,29.308613,90.881957,3569.14,0
20120428 10:38:25,1026219.5,29.319205,90.872852,3569.39,0
20130501 16:22:13,1026337.07,29.313005,90.88055,3569.27,0
20120428 10:38:25,1026601.72,29.324633,90.872648,3568.64,0
20120428 10:38:25,1026917.37,29.330156,90.875552,3568.86,0
20111013 08:34:16,1027091.26,29.317311,90.880315,3569.58,0
20130501 16:22:13,1027092.91,29.328972,90.877661,3568.85,0
20111013 08:34:16,1027150.51,29.314601,90.881556,3569.27,0
20130501 16:22:13,1027341.13,29.326395,90.88085,3568.85,0
20131018 20:02:40,1027361.52,29.317675,90.883061,3569.62,0
20131018 20:02:40,1027462.79,29.312245,90.885365,3569.32,0
20111013 08:34:16,1027558.44,29.327927,90.882774,3569.23,0
20111013 08:34:16,1027622.22,29.325215,90.884063,3569.22,0
20130726 00:15:22,1027668.39,29.315352,90.890436,3933.75,1
20131018 20:02:40,1027765.03,29.322907,90.887279,3569.41,0
20131018 20:02:40,1027770.81,29.325632,90.885809,3569.2,0
20121015 14:19:04,1029813.55,29.328087,90.902258,3568.09,0
20121015 14:19:04,1030282.65,29.317317,90.900011,3567.91,0
20120106 04:22:02,1033018.02,29.331427,90.943116,4042.49,1
20100716 18:56:07,1034628.91,29.300983,90.940043,3566.08,0
20130725 12:09:24,1035674.04,29.295966,90.949136,3567.52,0
20120106 04:22:02,1037043.63,29.329095,90.954752,4072.66,1
20110102 22:36:50,1037619.55,29.301127,90.96775,3564.23,0
20130108 10:06:00,1037991.26,29.303867,90.971229,3564.04,0
20120106 04:22:02,1038813.31,29.30826,90.976371,3850.86,1
20130108 10:06:00,1038983.62,29.309012,90.97803,3564.2,0
20120106 04:22:02,1038997.68,29.300592,90.989282,3833.98,1
20120106 04:22:02,1039540.93,29.313759,90.980463,3850.26,1
20130108 10:06:00,1039602.47,29.314283,90.980732,3564.18,0
20120106 04:22:02,1039729.84,29.326762,90.966357,4062.47,1
20110102 22:36:50,1039948.52,29.330503,90.971703,3564.45,0
20110102 22:36:50,1039948.52,29.327854,90.970631,3564.21,0
20130108 10:06:00,1039948.52,29.325241,90.972456,3564.28,0
20130403 05:53:15,1040363.68,29.323389,90.983371,4209.81,1
20110328 18:24:17,1040377.54,29.311505,90.991922,4599.69,1
20110720 00:40:51,1040425.24,29.320542,90.986118,3880.14,1
20110720 00:40:51,1041031.36,29.323424,90.992187,3884.6,1
20120331 00:09:24,1041058.08,29.322266,90.992135,3566.01,0
20111012 20:28:15,1041122.58,29.323705,90.993727,3564.32,0
20121015 02:13:07,1041514.44,29.32041,90.996191,3564.03,0
20111012 20:28:15,1044140.43,29.308107,91.017815,3910.84,1
20120331 00:09:24,1044714.12,29.307657,91.025229,3562.28,0
20120331 00:09:24,1044888.41,29.302311,91.022112,3563.03,0
20121015 02:13:07,1045050.36,29.302627,91.024456,3564.34,0
20121015 02:13:07,1045103.08,29.299941,91.023713,3565.14,0
20121015 02:13:07,1045163.07,29.297257,91.023052,3564.83,0
20110328 18:24:17,1045528.22,29.307616,91.032252,3996.8,1
20130403 05:53:15,1046281.76,29.295183,91.03449,4030.85,1
20130403 05:53:15,1046679.74,29.297704,91.039208,4031.12,1
20130627 01:40:32,1047507.51,29.299135,91.047567,3875.31,1
20130107 22:00:05,1049505.16,29.315542,91.059978,4044.84,1
20120105 16:16:01,1050088.38,29.322709,91.066072,3564.36,0
20130627 01:40:32,1050264.82,29.314658,91.067881,4011.65,1
20120105 16:16:01,1050664.74,29.306363,91.071987,3564.07,0
20120105 16:16:01,1050694.56,29.314434,91.072298,3563.21,0
20120105 16:16:01,1050767.82,29.309023,91.073048,3564.65,0
20120105 16:16:01,1050933.36,29.311665,91.074751,3563.47,0
20110102 10:30:55,1051200.91,29.329505,91.077511,3560.79,0
20130403 05:53:15,1051219.11,29.325844,91.077696,4213.02,1
20110102 10:30:55,1051330.01,29.334898,91.078841,3560.85,0
20110102 10:30:55,1051591.33,29.313562,91.081515,3560.83,0
20110102 10:30:55,1051763.24,29.318975,91.083285,3560.71,0
20110621 14:11:55,1051796.87,29.314197,91.083628,3561.41,0
20110621 14:11:55,1051985.79,29.316841,91.084973,3561.39,0
20130627 01:40:32,1052094.11,29.316787,91.086302,4633.43,1
20110621 14:11:55,1052297.38,29.322211,91.084979,3561.4,0
20110621 14:11:55,1052381.03,29.324923,91.084103,3561.51,0
20110621 14:11:55,1052799.64,29.330254,91.085412,3561.42,0
20130107 22:00:05,1052833.83,29.327124,91.087982,3908.2,1
20110621 14:11:55,1053010.82,29.332918,91.08609,3561.45,0
20120623 19:56:42,1054040.89,29.323944,91.104268,3563.51,0
20120623 19:56:42,1054151.36,29.326603,91.105507,3560.79,0
20120623 19:56:42,1054310.1,29.321167,91.106929,3562.45,0
20110328 06:18:20,1055507.83,29.323606,91.119341,4097.38,1
20130919 21:27:37,1056262.9,29.305577,91.126408,3812.67,1
20110328 06:18:20,1056535.54,29.309844,91.129377,4395.42,1
20110328 06:18:20,1056668.39,29.320554,91.131158,4368.41,1
20130626 13:34:31,1057972.43,29.311404,91.144214,4951.07,1
20110914 09:59:12,1058402.01,29.291216,91.14785,3560.57,0
20110914 09:59:12,1058406.48,29.29393,91.148001,3560.66,0
20110914 09:59:12,1058417.76,29.296641,91.148222,3560.7,0
20130402 17:47:16,1058479.78,29.285588,91.156825,3561.02,0
20130402 17:47:16,1058479.78,29.288341,91.158111,3561.68,0
20130402 17:47:16,1058479.78,29.293673,91.155,3560.36,0
20110914 09:59:12,1058567.53,29.323781,91.149282,3565.71,0
20130402 17:47:16,1058758.91,29.323449,91.151468,3559.88,0
20110914 09:59:12,1058843.12,29.320941,91.153312,3561.52,0
20120330 12:03:27,1059507.14,29.323331,91.159547,3560.68,0
20110328 06:18:20,1059829.73,29.324971,91.162861,4108.12,1
20110621 02:05:54,1061126.23,29.323866,91.176785,3561.23,0
20120623 07:50:47,1061299.06,29.32325,91.178444,3560.31,0
20110328 06:18:20,1062042.17,29.31635,91.18081,4126.22,1
20120916 15:44:11,1062322.09,29.312406,91.17365,3560.6,0
20120916 15:44:11,1062591.94,29.309763,91.17282,3560.55,0
20130626 13:34:31,1062845.63,29.287469,91.160576,5011.8,1
20110328 06:18:20,1063083.54,29.305535,91.182475,4143.49,1
20130402 17:47:16,1063553.05,29.28315,91.165837,3559.63,0
20130626 13:34:31,1063866.92,29.304728,91.192401,4968.03,1
20130626 13:34:31,1065304.86,29.294138,91.201226,4989.49,1
20110328 06:18:20,1065390.78,29.291553,91.19974,3996.22,1
20111208 05:46:49,1065542.59,29.291691,91.201967,3813.43,1
20110621 02:05:54,1066173.56,29.297872,91.217006,3558.65,0
20111208 05:46:49,1066221.02,29.278271,91.197443,3826.99,1
20110621 02:05:54,1066293.23,29.292305,91.212908,3559.55,0
20111208 05:46:49,1067287.97,29.283183,91.214107,3820.01,1
20120623 07:50:47,1067423.98,29.278934,91.21541,3561.18,0
20120623 07:50:47,1067441.2,29.284286,91.215706,3560.18,0
20120623 07:50:47,1067452.22,29.276273,91.215641,3560.39,0
20120623 07:50:47,1067469.06,29.28162,91.215933,3560.32,0
20111208 05:46:49,1067561.18,29.288518,91.217033,3817.72,1
20110621 02:05:54,1067629.26,29.287008,91.217699,3560.33,0
20110621 02:05:54,1067637.8,29.278842,91.217605,3560.34,0
20110621 02:05:54,1067745.44,29.284322,91.218833,3559.52,0
20111208 05:46:49,1067779.64,29.285739,91.219216,3818.08,1
20110621 02:05:54,1067796.07,29.281615,91.219293,3558.17,0
20111208 05:46:49,1067881.56,29.280289,91.220142,3819.55,1
20130626 13:34:31,1068021.71,29.281184,91.221602,4994.9,1
20110227 19:49:17,1068119.63,29.278347,91.222545,4778.54,1
20110227 19:49:17,1068485.35,29.291404,91.235975,4700.47,1
20120623 07:50:47,1069047.56,29.273987,91.22811,3558.59,0
20110227 19:49:17,1070894.25,29.283066,91.244378,4746.18,1
20120302 01:34:25,1071564.23,29.27102,91.254011,3924.33,1
20120916 03:38:14,1072561.52,29.272297,91.264195,4616.82,1
20120916 03:38:14,1072751.99,29.283114,91.265537,4343.11,1
20120302 01:34:25,1072762.03,29.276017,91.266045,3917.08,1
20110227 19:49:17,1072892.93,29.274286,91.26749,4775.03,1
20120302 01:34:25,1073021.45,29.283996,91.268258,3896.01,1
20130305 07:18:20,1073331.27,29.266975,91.274246,3557.04,0
20120302 01:34:25,1073586.59,29.291984,91.270166,3914.79,1
20130305 07:18:20,1073599.63,29.275025,91.276362,3556.76,0
20130305 07:18:20,1073704.17,29.285928,91.27359,3556.83,0
20120302 01:34:25,1073891.83,29.281036,91.27735,3911.09,1
20130305 07:18:20,1073948.26,29.288581,91.275261,3556.98,0
20110913 21:53:12,1074252.63,29.271449,91.284644,3559.31,0
20130305 07:18:20,1074275.59,29.291206,91.277835,3556.86,0
20130626 13:34:31,1074312.19,29.272258,91.284994,5038.07,1
20120302 01:34:25,1074352.22,29.289019,91.279438,3910.52,1
20130919 09:21:38,1074470.41,29.276392,91.285215,3560.82,0
20110913 21:53:12,1074639.95,29.287559,91.283046,3557.67,0
20110913 21:53:12,1074870.09,29.284967,91.286381,3557.3,0
20110913 21:53:12,1074912.48,29.282286,91.28678,3558.15,0
20110913 21:53:12,1074959.12,29.276913,91.287186,3559.08,0
20130919 09:21:38,1075121.1,29.273816,91.288808,3558.19,0
20120916 03:38:14,1075256.14,29.286565,91.290369,4364.98,1
20130919 09:21:38,1075365.91,29.287339,91.291844,3558.51,0
20130919 09:21:38,1075389.99,29.271155,91.289653,3561.61,0
20110913 21:53:12,1075508.65,29.274347,91.291363,3557.85,0
20111207 17:40:53,1075826.52,29.279736,91.295467,3906.33,1
20111207 17:40:53,1076010.45,29.282312,91.29776,3915.42,1
20111207 17:40:53,1076834.9,29.276903,91.301584,3902.8,1
20111207 17:40:53,1076872.74,29.268936,91.302549,3905.36,1
20120302 01:34:25,1077558,29.266631,91.310028,3908.3,1
20120916 03:38:14,1078336.03,29.293052,91.326427,4389.71,1
20110227 19:49:17,1079458.19,29.269772,91.327317,4796.86,1
20121209 23:25:16,1081725.85,29.272266,91.352143,3557.18,0
20120916 03:38:14,1081806.32,29.272315,91.353146,4678.38,1
20110523 15:36:51,1082321.51,29.275797,91.356691,3555.17,0
20120818 17:09:16,1082353.16,29.279266,91.353953,3825.35,1
20121209 23:25:16,1082391.15,29.277825,91.355756,3556.28,0
20101204 11:56:03,1082400.36,29.275912,91.357613,3557.75,0
20110523 15:36:51,1082425.28,29.27856,91.355533,3555.63,0
20130529 03:05:33,1082451.81,29.27835,91.356069,3555.64,0
20120525 21:21:46,1082469.56,29.274479,91.359815,3555.36,0
20101204 11:56:03,1082620.47,29.28129,91.355595,3557.02,0
20101204 11:56:03,1082645.32,29.278653,91.358313,3556.96,0
20121209 23:25:16,1082665.79,29.280583,91.356827,3555.53,0
20120525 21:21:46,1082679.02,29.279874,91.357643,3555.52,0
20121209 23:25:16,1082788.14,29.283282,91.355969,3554.98,0
20130529 03:05:33,1082878.72,29.283769,91.356706,3555.43,0
20120525 21:21:46,1082902.21,29.282522,91.358144,3555.43,0
20130529 03:05:33,1082983.72,29.286522,91.355573,3555.65,0
20120525 21:21:46,1083101.19,29.285181,91.35832,3555.37,0
20101204 11:56:03,1083154.25,29.289435,91.355148,3555.73,0
20111207 17:40:53,1083246.04,29.288436,91.35725,3906.19,1
20110523 15:36:51,1083304.02,29.286612,91.359661,3556.02,0
20120525 21:21:46,1083311.89,29.287835,91.358653,3555.42,0
20121209 23:25:16,1083359.42,29.296753,91.351174,3555.33,0
20101204 11:56:03,1083400.21,29.292176,91.355861,3555.35,0
20101204 11:56:03,1083439.94,29.294837,91.353962,3555.96,0
20121209 23:25:16,1083456.52,29.299438,91.35,3555.39,0
20101204 11:56:03,1083546.5,29.297574,91.354511,3555.25,0
20110523 15:36:51,1083546.5,29.29761,91.356161,3556.06,0
20110523 15:36:51,1083546.5,29.29487,91.356763,3556.44,0
20110523 15:36:51,1083546.5,29.292082,91.358916,3556.49,0
20111207 17:40:53,1083546.5,29.296377,91.357142,4020.41,1
20120525 21:21:46,1083546.5,29.295838,91.358324,3555.42,0
20120525 21:21:46,1083546.5,29.293178,91.358169,3555.4,0
20130529 03:05:33,1083546.5,29.294645,91.356694,3556.14,0
20130529 03:05:33,1083546.5,29.29186,91.358874,3556.03,0
20130529 03:05:33,1083563.04,29.297299,91.358838,3555.51,0
20110523 15:36:51,1083642.09,29.289307,91.360624,3555.31,0
20130304 19:12:18,1084808.54,29.290277,91.372428,3863.33,1
20111207 17:40:53,1085057.28,29.290542,91.374979,3928.8,1
20130304 19:12:18,1085852.45,29.28786,91.381942,4012.11,1
20110816 11:24:07,1085961.56,29.284876,91.381655,3926.47,1
20110816 11:24:07,1085965.82,29.290202,91.38439,3925.38,1
20120818 17:09:16,1086133.04,29.291653,91.38699,3807.32,1
20110816 11:24:07,1086220.86,29.279461,91.381819,3888.83,1
20110816 11:24:07,1086296.81,29.2821,91.383999,3916.08,1
20110816 11:24:07,1086449.89,29.287376,91.388371,3923.4,1
20120818 17:09:16,1086550.55,29.267606,91.385775,3806.47,1
20120818 17:09:16,1086880.33,29.272798,91.390731,3802.19,1
20120525 09:15:49,1088855.87,29.283901,91.409442,3921.66,1
20120818 17:09:16,1089116.48,29.296362,91.408507,3807.13,1
20120525 09:15:49,1089214.86,29.278649,91.414799,3915.8,1
20111207 17:40:53,1089361.29,29.262515,91.426389,3923.64,1
20120301 13:28:31,1089361.29,29.262484,91.426775,3556.72,0
20120301 13:28:31,1089605.83,29.265097,91.428168,3556.3,0
20120301 13:28:31,1089740.49,29.267752,91.428196,3556.28,0
20111207 17:40:53,1089869.31,29.28117,91.422047,3929.6,1
20120301 13:28:31,1089941.46,29.275788,91.425925,3554.75,0
20120301 13:28:31,1090053.66,29.281152,91.424159,3554.26,0
20121111 12:56:24,1090101.21,29.281198,91.424675,4266.26,1
20120301 13:28:31,1090331.03,29.286458,91.424309,3554.75,0
20120301 13:28:31,1090469.63,29.289111,91.424383,3553.77,0
20120301 13:28:31,1090528.97,29.294495,91.422003,3554.6,0
20120301 13:28:31,1090687.09,29.297052,91.425265,3553.65,0
20130821 22:52:37,1091141.35,29.288889,91.431028,3556.28,0
20130821 22:52:37,1091395.78,29.291686,91.434834,3555.34,0
20121111 12:56:24,1091643.91,29.286353,91.433632,4343.02,1
20130821 22:52:37,1091887,29.28363,91.43447,3554.92,0
20130821 22:52:37,1091986.02,29.280918,91.43352,3554.24,0
20120818 17:09:16,1092004.57,29.292623,91.443182,3817.28,1
20130821 22:52:37,1092059,29.286447,91.438885,3554.23,0
20130821 22:52:37,1092299.29,29.278289,91.435309,3554.33,0
20130821 22:52:37,1092765.38,29.264778,91.432116,3554.25,0
20121111 12:56:24,1093425.19,29.266826,91.45107,3769.78,1
20130304 19:12:18,1094401.56,29.27132,91.460953,3815.41,1
20110523 03:30:52,1094918.87,29.28589,91.465784,3961.3,1
20120818 17:09:16,1094982.1,29.283867,91.466501,3818.2,1
20121111 12:56:24,1095013.52,29.274477,91.467136,3764.22,1
20130304 19:12:18,1095544.67,29.282509,91.472836,3822.29,1
20130304 19:12:18,1095709.19,29.288145,91.480114,4348.09,1
20121111 12:56:24,1095920.24,29.282301,91.477541,3765.38,1
20101106 01:27:07,1095985.3,29.289764,91.485187,3552.44,0
20131114 18:40:02,1096063.39,29.291669,91.48794,3768.44,1
20101106 01:27:07,1096582.37,29.278977,91.483142,3552.33,0
20130304 19:12:18,1096788.02,29.274665,91.481894,3829.2,1
20101106 01:27:07,1096865.24,29.276229,91.484325,3552.29,0
20131114 18:40:02,1097151.07,29.270503,91.482834,3865.68,1
20130304 19:12:18,1097161.15,29.269249,91.481823,3830.2,1
20101106 01:27:07,1097230.36,29.268103,91.483945,3552.45,0
20101106 01:27:07,1097299.44,29.270796,91.484573,3552.4,0
20131114 18:40:02,1098244.28,29.272846,91.493337,3766.64,1
20110523 03:30:52,1098357.16,29.275975,91.49198,3866.94,1
20110523 03:30:52,1098446.8,29.278729,91.49449,3866.99,1
20130528 14:59:35,1098480.08,29.290258,91.493851,3552.58,0
20130528 14:59:35,1098592.68,29.292963,91.49478,3552.63,0
20130528 14:59:35,1098650.34,29.282307,91.496281,3553.51,0
20130528 14:59:35,1098691.57,29.271649,91.497613,3554.14,0
20131114 18:40:02,1098827.57,29.278017,91.498471,3927.2,1
20110129 21:14:11,1099040.08,29.261364,91.502077,3573.24,1
20130528 14:59:35,1099233.17,29.277113,91.501394,3553.14,0
20130528 14:59:35,1099355.35,29.274535,91.504549,3554.1,0
20110523 03:30:52,1099668.5,29.281682,91.503494,3913.62,1
20131114 18:40:02,1099715.41,29.275049,91.508456,3925.96,1
20110523 03:30:52,1099887.87,29.284445,91.506273,3913.9,1
20120525 09:15:49,1099887.87,29.28962,91.50827,3886.5,1
20130528 14:59:35,1099887.87,29.285272,91.505825,3551.99,0
20131114 18:40:02,1099887.87,29.288514,91.503955,3763.51,1
20111109 07:11:40,1100178.61,29.288466,91.514458,3551.76,0
20111109 07:11:40,1100599.09,29.283044,91.517092,3551.54,0
20111109 07:11:40,1100620.18,29.280394,91.516408,3551.59,0
20111109 07:11:40,1100711.93,29.27772,91.516471,3551.57,0
20111109 07:11:40,1101758.8,29.290936,91.521124,3551.56,0
20110523 03:30:52,1103232.38,29.274774,91.540482,3922.64,1
20120525 09:15:49,1103400.82,29.274409,91.542211,3904.1,1
20120818 05:03:16,1104705.38,29.28531,91.549508,3553.51,0
20120202 02:59:29,1104785.54,29.279226,91.555353,3551.3,0
20120818 05:03:16,1104921.19,29.28008,91.556358,3555.79,0
20120426 22:46:50,1104960.35,29.283284,91.554291,4131.08,1
20120202 02:59:29,1105182.88,29.289897,91.557362,3551.72,0
20110815 23:18:13,1105335.71,29.282045,91.559297,3552.55,0
20130821 10:46:43,1105449.88,29.282248,91.560461,3553.77,0
20110815 23:18:13,1105574.96,29.290109,91.561382,3552.44,0
20130821 10:46:43,1105639.12,29.287637,91.562156,3551.7,0
20110129 21:14:11,1105715.03,29.289341,91.567244,3550.68,0
20110129 21:14:11,1105715.03,29.286705,91.564336,3550.53,0
20111108 19:05:46,1105715.03,29.28855,91.567989,3867.15,1
20130821 10:46:43,1105715.03,29.290338,91.563174,3551.86,0
20120202 02:59:29,1105846.2,29.282163,91.564655,3550.72,0
20130821 10:46:43,1106296.62,29.274306,91.562372,3553.06,0
20120426 22:46:50,1106466.64,29.280075,91.571139,4457.34,1
20131114 06:34:08,1106501.69,29.29331,91.586225,3551.73,0
20101105 13:21:09,1106544.84,29.293329,91.586857,3551.45,0
20131114 06:34:08,1108324.76,29.290655,91.587697,3551.81,0
20101105 13:21:09,1108413.18,29.290678,91.588624,3551.58,0
20130430 04:30:32,1108514.14,29.288033,91.589117,3548.88,0
20121111 00:50:28,1108774.74,29.278933,91.592131,4698.66,1
20130430 04:30:32,1108774.74,29.28249,91.594836,3549.64,0
20120818 05:03:16,1109659.26,29.273264,91.600418,3790.91,1
20120818 05:03:16,1109786.56,29.270544,91.600432,3803.11,1
20120202 02:59:29,1110067.85,29.259329,91.598827,3550.85,0
20120426 22:46:50,1110174.47,29.268397,91.60051,4164.42,1
20120818 05:03:16,1110391.98,29.267894,91.602714,3820.44,1
20131114 06:34:08,1110630.96,29.277673,91.605804,3550.3,0
20110424 17:01:42,1110716.23,29.260163,91.605548,3814.68,1
20121111 00:50:28,1110787.58,29.274003,91.607177,4728.67,1
20110424 17:01:42,1110845.89,29.265493,91.607226,3813,1
20110424 17:01:42,1111134.4,29.262717,91.610013,3807.58,1
20110424 17:01:42,1111267.07,29.268046,91.611722,3806.32,1
20120818 05:03:16,1111636.2,29.262823,91.614804,3830.32,1
20121111 00:50:28,1111909.01,29.268908,91.616806,4722.52,1
20131114 06:34:08,1112963.18,29.264781,91.627552,3550.69,0
20131114 06:34:08,1113093.13,29.267488,91.627432,3550.81,0
20101105 13:21:09,1113589.13,29.265014,91.634619,3549.85,0
20101105 13:21:09,1113598.35,29.272989,91.629964,3549.36,0
20101105 13:21:09,1113611.86,29.270335,91.631704,3550.66,0
20131114 06:34:08,1113615.28,29.272994,91.630156,3549.72,0
20101105 13:21:09,1113740.5,29.278355,91.628397,3550.14,0
20101105 13:21:09,1113846.61,29.267753,91.635743,3549.28,0
20130430 04:30:32,1113969.82,29.265091,91.637261,3548.05,0
20130430 04:30:32,1114206.1,29.275784,91.638694,3548.81,0
20111108 19:05:46,1114462.4,29.266633,91.64219,3821.76,1
20110129 09:08:22,1114727.04,29.272996,91.644712,4473.14,1
20111108 19:05:46,1114902.05,29.274824,91.646509,3843.37,1
20120201 14:53:38,1115787.54,29.271742,91.655601,3547.56,0
20120201 14:53:38,1115969.71,29.269086,91.657642,3547.74,0
20121111 00:50:28,1117128.63,29.2651,91.66865,4730.92,1
20111108 19:05:46,1117796.6,29.256885,91.674963,3860.29,1
20120201 14:53:38,1118030.1,29.261515,91.676809,3548.77,0
20111108 19:05:46,1118393.83,29.259728,91.680076,3863.83,1
20120201 14:53:38,1118631.61,29.258978,91.682737,3547.57,0
20111108 19:05:46,1118676.79,29.254462,91.683594,3868.01,1
20130724 00:17:46,1119344.21,29.260366,91.690593,3552.38,0
20120720 18:34:11,1119487.38,29.251017,91.691833,3549.31,0
20120720 18:34:11,1119559.62,29.26459,91.692909,3549.48,0
20130724 00:17:46,1119575.33,29.257632,91.692899,3551.36,0
20120720 18:34:11,1119614.48,29.259135,91.693338,3549.28,0
20110718 12:49:11,1120441.86,29.262054,91.701906,3550.26,0
20110718 12:49:11,1120572.7,29.264673,91.703314,3551.75,0
20110718 12:49:11,1120663.28,29.267305,91.704309,3551.93,0
20130724 00:17:46,1121577.8,29.270322,91.713774,3554.3,0
20111011 08:36:39,1125002.24,29.25682,91.748689,3547.38,0
20111011 08:36:39,1125046.35,29.259481,91.749147,3547.43,0
20120426 10:40:57,1125201.68,29.257632,91.750738,3546.19,0
20131016 20:05:03,1125253.5,29.258692,91.75207,3547.08,0
20120426 10:40:57,1125301.85,29.260397,91.752302,3546.19,0
20110424 04:55:55,1125556.52,29.261321,91.754833,3546.09,0
20131016 20:05:03,1125593.2,29.261274,91.75538,3547.22,0
20111011 08:36:39,1126030.37,29.26729,91.756383,3547.36,0
20110424 04:55:55,1126094.45,29.264095,91.758357,3545.66,0
20120426 10:40:57,1126199,29.266025,91.758717,3545.53,0
20110424 04:55:55,1126206.16,29.266768,91.758497,3545.61,0
20130429 16:24:46,1126206.73,29.26542,91.759043,3547.18,0
20131016 20:05:03,1126271.6,29.266521,91.759305,3547.38,0
20120426 10:40:57,1126302.07,29.268741,91.758746,3545.51,0
20130429 16:24:46,1126834.62,29.268277,91.765034,3545.45,0
20121013 14:21:27,1127602.19,29.269329,91.772852,3546.67,0
20121013 14:21:27,1127606.94,29.27204,91.772703,3546.69,0
20120104 04:24:25,1131890.94,29.267809,91.816528,3544.34,0
20110718 00:43:24,1133205.85,29.267647,91.829882,4965.41,1
20131016 07:59:11,1133252.49,29.267981,91.830458,5079.9,1
20120720 06:28:21,1134242.48,29.265169,91.841103,4990.49,1
20130106 10:08:25,1134265.49,29.267606,91.840299,3543.86,0
20101231 22:39:14,1134461.57,29.26826,91.842159,3544.68,0
20120720 06:28:21,1134750.72,29.267982,91.84544,4155.98,1
20110718 00:43:24,1135220.65,29.273603,91.848142,4130.82,1
20121013 02:15:41,1135456.16,29.274662,91.84942,4880.3,1
20120720 06:28:21,1136618.02,29.281778,91.858323,4028.53,1
20120329 00:11:48,1138248.54,29.27964,91.875139,5138.78,1
20120720 06:28:21,1139182.72,29.277205,91.884172,3829.59,1
20130723 12:11:58,1140306.75,29.274289,91.895253,3877.98,1
20101231 10:33:28,1140979.98,29.270779,91.901995,4458.51,1
20130401 05:55:38,1141126.72,29.27101,91.903503,5137.94,1
20120329 00:11:48,1142129.3,29.27002,91.913788,5081.51,1
20121013 02:15:41,1143007.89,29.274241,91.922927,4851.88,1
20130105 22:02:39,1143236.12,29.271834,91.925052,4401.63,1
20120329 00:11:48,1143309.31,29.275797,91.926176,5153.37,1
20130401 05:55:38,1143568.28,29.275568,91.928821,5214.73,1
20101231 10:33:28,1143582.35,29.274274,91.928845,4419.11,1
20110326 18:26:42,1143607.55,29.271124,91.92881,4267.94,1
20130401 05:55:38,1143754.93,29.272852,91.930489,5168.57,1
20110326 18:26:42,1143875.21,29.273693,91.931806,4263.3,1
20110326 06:20:53,1144740.33,29.273978,91.94074,3993.07,1
20131016 07:59:11,1144904.22,29.274112,91.94244,5066.91,1
20130625 01:42:56,1145160.8,29.273559,91.94503,5288.73,1
20120103 16:18:33,1145525.98,29.272682,91.948708,3542.74,0
20120621 19:59:05,1145566.75,29.272653,91.949125,5365.41,1
20120103 16:18:33,1145640.12,29.27,91.949414,3543.71,0
20131016 07:59:11,1145941.79,29.268976,91.952269,5068,1
20110619 14:14:18,1148231.24,29.262279,91.973372,5284.48,1
20120914 15:46:34,1149728.76,29.256877,91.986397,5304.33,1
20130105 22:02:39,1150183.47,29.255045,91.990678,4491.58,1
20110912 10:01:35,1151676.13,29.245103,92.001459,5236.79,1
20120103 16:18:33,1152041.7,29.2419,92.002695,3687.53,1
20120103 16:18:33,1152472.35,29.239246,92.004253,3689.86,1
20130917 21:30:01,1153306.7,29.233279,92.010315,4039.54,1
20110326 06:20:53,1154941.52,29.243851,92.020357,4526.77,1
20101203 00:04:26,1156605.36,29.254874,92.031955,3543.27,0
20120621 07:53:20,1157302.04,29.261755,92.033443,5243.85,1
20130917 21:30:01,1158592.27,29.269446,92.043215,5260.17,1
20120621 07:53:20,1159252.08,29.272882,92.048743,5222.73,1
20110912 10:01:35,1159844.52,29.276084,92.053582,5261.99,1
20121208 11:33:40,1160429.34,29.278067,92.059616,3536.44,0
20101203 00:04:26,1160573.01,29.278057,92.061629,3537.14,0
20121208 11:33:40,1160920.09,29.280678,92.062242,3536.86,0
20101203 00:04:26,1161036.64,29.280681,92.063569,3536.82,0
20101203 00:04:26,1161038.58,29.283409,92.062037,3538.31,0
20110912 10:01:35,1161900.73,29.286462,92.069212,5273.63,1
20121208 11:33:40,1162851.31,29.288235,92.078982,3535.2,0
20100908 16:11:27,1163785.05,29.288293,92.088567,5254.42,1
20110225 19:51:40,1163861.78,29.288388,92.089432,5256.99,1
20111206 05:49:12,1163890.73,29.287179,92.08959,5307.83,1
20101203 00:04:26,1164356.56,29.287772,92.094463,3534.84,0
20110619 02:08:26,1164611.59,29.287599,92.097073,5216.41,1
20120914 03:40:48,1166748.18,29.283726,92.118976,5083.83,1
20130917 09:24:11,1167038.12,29.284663,92.121795,5242.34,1
20130303 07:20:42,1170166.07,29.288167,92.153585,3527.45,0
20130303 07:20:42,1172797.04,29.271321,92.172452,3524.45,0
20130303 07:20:42,1173113.23,29.268574,92.173759,3524.42,0
20130303 07:20:42,1173498.02,29.265795,92.176085,3523.93,0
20130303 07:20:42,1173925.41,29.262998,92.179046,3524.04,0
20130303 07:20:42,1174248.41,29.260247,92.180453,3524.6,0
