time,chainage [m],lat,lon,observed height [m],outlier
20110619 02:08:26,2503719.96,26.556238,92.40477,58.4,0
20120621 07:53:20,2504510.11,26.538961,92.409076,59.28,0
20130624 13:37:05,2504745.2,26.535478,92.40901,58.05,0
20120621 07:53:20,2504804.7,26.533615,92.409791,59.27,0
20101229 22:41:38,2505090.84,26.541905,92.399526,54.74,0
20110619 02:08:26,2505734.21,26.518074,92.408619,58.46,0
20101229 22:41:38,2506358.31,26.509409,92.40619,55.67,0
20130624 13:37:05,2506426.56,26.486496,92.413303,57.75,0
20120621 07:53:20,2506426.56,26.488105,92.413404,59.23,0
20110619 02:08:26,2506426.56,26.48797,92.407884,58.51,0
20101229 22:41:38,2506426.56,26.506777,92.404337,55.59,0
20120102 04:26:48,2507442.87,26.537961,92.385728,54.58,0
20120102 04:26:48,2507763.09,26.532581,92.383422,54.64,0
20120102 04:26:48,2507929.38,26.52992,92.381342,54.53,0
20120102 04:26:48,2508043.31,26.52722,92.38049,54.6,0
20120102 04:26:48,2508130.28,26.524496,92.380447,54.57,0
20130104 10:10:49,2508260.03,26.481077,92.392801,54.78,0
20120102 04:26:48,2508271.48,26.521789,92.379836,54.54,0
20130104 10:10:49,2508640.57,26.51919,92.376826,54.62,0
20120102 04:26:48,2509137.72,26.516566,92.372495,54.45,0
20120102 04:26:48,2509807.44,26.486501,92.375032,54.41,0
20120102 04:26:48,2509891.84,26.483776,92.375016,54.4,0
20120102 04:26:48,2510566.19,26.467478,92.373161,54.32,0
20120328 12:06:00,2511663.46,26.511268,92.347937,57.36,0
20130331 17:49:50,2512277.25,26.545074,92.343637,54.91,0
20121011 14:23:51,2512277.25,26.540685,92.340271,58.35,0
20111009 08:39:03,2512277.25,26.53284,92.315521,55.96,0
20120328 12:06:00,2513205.7,26.5032,92.34748,55.01,0
20120328 12:06:00,2513601.05,26.500438,92.344973,55.48,0
20121011 14:23:51,2513687.44,26.505511,92.334575,58.14,0
20110326 06:20:53,2513831.36,26.501988,92.338031,56.59,0
20120328 12:06:00,2514347.33,26.494936,92.340741,56.84,0
20131014 20:07:26,2514518.05,26.504288,92.321361,56.23,0
20120328 12:06:00,2514887.08,26.487001,92.344544,55.38,0
20130331 17:49:50,2515084.98,26.482138,92.340407,56.92,0
20131014 20:07:26,2515185.54,26.501606,92.320831,56.26,0
20111009 08:39:03,2515642.7,26.500533,92.315888,56.38,0
20120328 12:06:00,2515669.46,26.457817,92.355621,54.63,0
20121011 14:23:51,2515782.01,26.478306,92.334931,57.94,0
20121011 14:23:51,2515860.52,26.48114,92.33125,57.64,0
20110326 06:20:53,2516291.24,26.466544,92.33934,56.1,0
20121011 14:23:51,2516308.85,26.470267,92.331113,57.92,0
20111009 08:39:03,2517052.38,26.49264,92.3101,56.31,0
20111009 08:39:03,2517579.12,26.484629,92.308073,56.22,0
20111009 08:39:03,2517635.9,26.481919,92.308695,56.25,0
20120103 16:18:33,2517668.41,26.512941,92.269824,52.77,0
20101231 10:33:28,2517668.41,26.512805,92.269732,53.7,0
20101231 10:33:28,2517668.41,26.515671,92.275215,53.3,0
20101231 10:33:28,2517668.41,26.518355,92.274844,53.26,0
20111009 08:39:03,2518615.75,26.471137,92.309234,55.86,0
20111009 08:39:03,2518916.28,26.46846,92.308757,55.85,0
20131014 20:07:26,2518938.99,26.466676,92.315783,56.05,0
20131014 20:07:26,2518998.52,26.461301,92.315059,56.04,0
20121011 14:23:51,2518998.52,26.462324,92.324214,57.71,0
20121011 14:23:51,2518998.52,26.459671,92.322076,57.49,0
20121011 14:23:51,2518998.52,26.440444,92.32818,58.18,0
20111009 08:39:03,2518998.52,26.465776,92.308524,55.93,0
20111009 08:39:03,2519071.06,26.463145,92.306606,55.86,0
20111009 08:39:03,2519192.76,26.46048,92.305753,55.9,0
20111009 08:39:03,2519442.18,26.449747,92.304742,55.82,0
20130105 22:02:39,2520110.71,26.476273,92.294298,53.58,0
20130105 22:02:39,2520254.34,26.473537,92.293234,53.6,0
20130105 22:02:39,2520461.91,26.470747,92.290414,53.55,0
20120103 16:18:33,2520478.97,26.510236,92.270207,52.83,0
20130105 22:02:39,2520627.27,26.468014,92.289453,53.53,0
20130105 22:02:39,2520739.36,26.465316,92.289564,53.53,0
20130105 22:02:39,2520929.89,26.462591,92.288833,53.57,0
20120103 16:18:33,2520944.41,26.496699,92.271821,52.87,0
20120103 16:18:33,2521078.45,26.493978,92.271704,52.81,0
20130105 22:02:39,2521231.89,26.449184,92.292165,53.75,0
20130105 22:02:39,2521366.49,26.446477,92.292035,53.75,0
20101231 10:33:28,2521453.98,26.451417,92.28864,53.17,0
20130105 22:02:39,2521530.2,26.443761,92.291592,53.71,0
20101231 10:33:28,2521566.44,26.464648,92.280876,53.28,0
20101231 10:33:28,2521573.27,26.461992,92.282114,53.26,0
20101231 10:33:28,2521583.34,26.459335,92.283317,53.29,0
20120103 16:18:33,2521639.98,26.477734,92.273608,52.83,0
20101231 10:33:28,2521748.12,26.456626,92.282859,53.32,0
20101231 10:33:28,2521802.08,26.453954,92.283591,53.51,0
20101231 10:33:28,2522084.48,26.477743,92.268757,55.83,0
20120103 16:18:33,2522139.53,26.46151,92.276178,52.97,0
20120103 16:18:33,2522198.92,26.464166,92.274218,52.99,0
20120103 16:18:33,2522244.05,26.458799,92.276378,52.99,0
20120103 16:18:33,2522730.41,26.445256,92.277767,52.8,0
20120103 16:18:33,2522797.88,26.442557,92.278365,52.84,0
20120103 16:18:33,2522940.96,26.439833,92.278151,52.82,0
20120103 16:18:33,2523055.16,26.437119,92.278247,52.8,0
20120103 16:18:33,2523108.24,26.434396,92.278069,52.7,0
20130722 00:20:10,2524458.79,26.464607,92.255368,57.91,0
20130722 00:20:10,2524472.29,26.467292,92.255202,57.94,0
20120718 18:36:34,2524711.56,26.467802,92.252804,58.39,0
20120718 18:36:34,2524734.02,26.465072,92.252611,58.36,0
20120718 18:36:34,2524790.57,26.462353,92.252077,58.44,0
20120718 18:36:34,2525108.9,26.432347,92.249241,58.21,0
20120718 18:36:34,2525148.44,26.435096,92.248814,58.36,0
20120718 18:36:34,2525208.77,26.437852,92.248179,58.27,0
20121013 02:15:41,2527574.43,26.455185,92.224794,56.37,0
20121013 02:15:41,2527590.47,26.447186,92.226039,56.46,0
20131016 07:59:11,2528430.26,26.466711,92.214109,54.89,0
20131016 07:59:11,2528550.27,26.455797,92.214815,54.64,0
20131016 07:59:11,2528557.26,26.453076,92.215223,54.74,0
20110422 17:04:05,2529920.6,26.449656,92.202323,53.27,0
20111010 20:30:48,2530111.93,26.446494,92.207232,54.7,0
20130428 04:32:56,2530222.27,26.446776,92.201212,53.38,0
20130428 04:32:56,2530520.91,26.444089,92.200868,53.96,0
20131016 07:59:11,2530654.27,26.43945,92.216611,54.57,0
20111010 20:30:48,2530687.71,26.441037,92.207846,54.71,0
20130428 04:32:56,2530888.04,26.441509,92.197102,53.49,0
20130428 04:32:56,2531210.16,26.438859,92.195583,53.58,0
20111010 20:30:48,2531224.47,26.435625,92.20992,54.46,0
20131016 07:59:11,2531470.25,26.425822,92.217918,54.4,0
20111010 20:30:48,2531470.25,26.432845,92.208562,54.41,0
20111010 20:30:48,2531554.05,26.430089,92.208006,54.44,0
20110422 17:04:05,2531936.35,26.430801,92.199902,53.15,0
20130428 04:32:56,2532186.39,26.43077,92.195437,53.54,0
20111010 20:30:48,2532441.46,26.419207,92.210282,54.48,0
20130428 04:32:56,2532482.46,26.428099,92.194582,53.46,0
20130428 04:32:56,2532770.47,26.425423,92.193881,53.29,0
20130428 04:32:56,2533053.52,26.422756,92.19287,53.39,0
20111010 20:30:48,2533527.34,26.416477,92.210547,54.43,0
20111010 20:30:48,2533815.3,26.413767,92.211431,54.43,0
20110422 17:04:05,2533831.66,26.414444,92.204074,53.58,0
20121013 02:15:41,2533876.15,26.414281,92.201931,63,0
20121013 02:15:41,2533964.32,26.408829,92.198943,64.6,0
20121013 02:15:41,2533964.32,26.411529,92.199598,64.03,0
20110422 17:04:05,2533964.32,26.411776,92.202917,53.58,0
20121013 02:15:41,2534245.72,26.406097,92.197273,65.6,0
20121013 02:15:41,2534321.23,26.403468,92.198857,65.21,0
20130428 04:32:56,2534358.54,26.409274,92.192649,53.44,0
20110422 17:04:05,2534378.14,26.403825,92.19775,53.34,0
20130428 04:32:56,2534548.94,26.406572,92.192779,53.43,0
20121013 02:15:41,2534590.32,26.40076,92.197948,65.89,0
20130428 04:32:56,2534833.38,26.40391,92.191621,53.39,0
20121013 02:15:41,2535331.32,26.382067,92.19994,65.22,0
20121013 02:15:41,2535331.32,26.384726,92.199271,65.46,0
20110422 17:04:05,2535331.32,26.384935,92.196445,53.08,0
20110422 17:04:05,2535331.32,26.382283,92.194778,53.06,0
20110422 17:04:05,2535331.32,26.379582,92.194682,52.94,0
20130428 04:32:56,2535610.72,26.393376,92.183394,54.72,0
20130723 12:11:58,2536828.39,26.440763,92.154081,56.65,0
20120720 06:28:21,2536828.39,26.43937,92.157311,56.74,0
20120720 06:28:21,2536828.39,26.441952,92.153699,57.11,0
20110718 00:43:24,2536828.39,26.438573,92.150096,56.58,0
20120720 06:28:21,2536970.59,26.407181,92.16217,56.51,0
20120424 22:49:14,2536985.64,26.40495,92.16416,53.67,0
20120424 22:49:14,2537232.62,26.402257,92.163527,53.55,0
20120424 22:49:14,2537506.67,26.399574,92.162525,53.45,0
20130723 12:11:58,2537829.68,26.400043,92.15778,56.49,0
20120424 22:49:14,2538005.45,26.394189,92.161194,53.35,0
20120424 22:49:14,2538147.05,26.391451,92.162003,53.37,0
20110718 00:43:24,2538586.48,26.395168,92.152526,56.55,0
20110718 00:43:24,2538749.39,26.392466,92.153017,56.4,0
20110718 00:43:24,2538774.49,26.38982,92.155281,56.35,0
20130202 08:45:41,2539255.42,26.40794,92.116416,51.81,0
20130202 08:45:41,2539255.42,26.40268,92.110074,51.89,0
20120131 03:01:52,2539255.42,26.402173,92.098768,51.21,0
20110718 00:43:24,2539991.57,26.378915,92.154194,56.36,0
20110718 00:43:24,2540301.17,26.376152,92.152718,56.47,0
20130428 04:32:56,2540511.96,26.361374,92.171472,52.65,0
20130723 12:11:58,2540511.96,26.367451,92.160239,56.1,0
20120424 22:49:14,2540511.96,26.372522,92.159931,53.13,0
20110718 00:43:24,2540522.23,26.373469,92.153849,55.49,0
20120424 22:49:14,2540597.01,26.367112,92.159417,53.05,0
20130723 12:11:58,2541044.55,26.361957,92.158674,56.22,0
20120720 06:28:21,2542183.11,26.366029,92.138983,60.45,0
20120720 06:28:21,2542292.25,26.368595,92.134842,62.65,0
20120720 06:28:21,2542373.63,26.36334,92.139179,60.44,0
20110718 00:43:24,2542818.9,26.35673,92.139974,59.36,0
20110718 00:43:24,2543363.8,26.353873,92.135528,60.75,0
20110718 00:43:24,2543868.19,26.351033,92.131615,62.34,0
20120720 06:28:21,2543923.49,26.34965,92.132296,64.54,0
20120720 06:28:21,2544129.33,26.346954,92.132291,64.6,0
20130723 12:11:58,2544155.15,26.34749,92.131385,63.75,0
20120720 06:28:21,2544306.3,26.344271,92.132665,64.62,0
20110718 00:43:24,2544427.17,26.34817,92.126984,64.61,0
20130723 12:11:58,2544491.97,26.344714,92.129683,64.56,0
20130723 12:11:58,2544695.07,26.341983,92.129389,64.74,0
20110718 00:43:24,2544795.37,26.329217,92.129219,63.61,0
20110718 00:43:24,2544836.56,26.326509,92.129528,63.79,0
20110718 00:43:24,2544870.58,26.321109,92.130638,63.17,0
20110718 00:43:24,2544956.06,26.318387,92.130496,63.28,0
20110718 00:43:24,2545057.42,26.31027,92.131649,62.94,0
20130202 08:45:41,2545683.6,26.356198,92.112808,50.27,0
20130429 16:24:46,2546471.72,26.400407,92.092769,52.47,0
20120426 10:40:57,2546474.45,26.407839,92.083988,52.94,0
20110424 04:55:55,2546474.45,26.395895,92.085223,52.63,0
20111107 07:14:03,2546474.45,26.397087,92.074881,51.94,0
20130429 16:24:46,2547265.96,26.344062,92.097889,51.25,0
20130429 16:24:46,2547379.99,26.341383,92.098277,51.22,0
20110424 04:55:55,2547753.34,26.347813,92.092329,51.6,0
20120426 10:40:57,2548089.26,26.342578,92.091066,52.19,0
20110424 04:55:55,2548217.79,26.334427,92.093336,51.64,0
20120426 10:40:57,2548321.08,26.331738,92.093431,52.1,0
20110424 04:55:55,2548360.74,26.337026,92.090637,51.63,0
20120426 10:40:57,2548723.03,26.315461,92.096404,51.57,0
20120426 10:40:57,2548997.64,26.309988,92.095906,51.54,0
20111107 07:14:03,2549303.71,26.378706,92.061845,51.36,0
20110424 04:55:55,2549423.49,26.312855,92.090049,51.43,0
20110424 04:55:55,2549611.52,26.310146,92.089243,51.5,0
20110424 04:55:55,2550539.09,26.302161,92.091339,51.54,0
20130429 16:24:46,2550739.2,26.313762,92.075491,53.94,0
20120426 10:40:57,2550739.2,26.301583,92.088896,51.78,0
20130429 16:24:46,2550908.38,26.305552,92.071097,57.7,0
20111107 07:14:03,2552199.77,26.325137,92.05828,50.04,0
20131112 18:42:25,2552281.18,26.351168,92.057211,51.09,0
20111107 07:14:03,2552281.18,26.36009,92.056358,51.1,0
20111107 07:14:03,2552281.18,26.35208,92.055018,50.89,0
20111107 07:14:03,2552281.18,26.33877,92.051484,50.51,0
20111107 07:14:03,2552281.18,26.322481,92.057399,49.91,0
20111107 07:14:03,2552458.24,26.319839,92.05603,49.8,0
20131112 18:42:25,2552505.77,26.321724,92.054895,49.98,0
20111107 07:14:03,2552606.35,26.317175,92.05539,49.84,0
20131112 18:42:25,2552747.68,26.316379,92.054187,49.85,0
20131112 18:42:25,2552770.36,26.313675,92.054868,49.85,0
20131112 18:42:25,2552890.18,26.311002,92.054526,49.78,0
20131112 18:42:25,2552940.05,26.308306,92.054921,49.66,0
20111107 07:14:03,2553166.41,26.309221,92.052251,49.79,0
20101104 01:29:31,2553305.44,26.363767,92.032294,51.34,0
20110129 09:08:22,2553702.14,26.361265,92.029008,50.18,0
20110129 09:08:22,2554339.07,26.334519,92.031444,49.68,0
20101104 01:29:31,2555713.02,26.301202,92.026529,49.83,0
20101104 01:29:31,2555760.92,26.309424,92.025324,49.81,0
20101104 01:29:31,2555830.92,26.298503,92.025586,49.91,0
20120201 14:53:38,2556101.99,26.289201,92.023691,47.74,0
20120201 14:53:38,2556265.1,26.346414,92.017011,49.35,0
20101104 01:29:31,2556334.4,26.282248,92.021976,49.73,0
20120201 14:53:38,2556363.16,26.327295,92.017715,48.9,0
20110129 09:08:22,2556833.9,26.309849,92.014538,51.9,0
20110129 09:08:22,2557918.42,26.306845,92.004268,56.24,0
20110129 09:08:22,2558151.55,26.28278,92.006681,56.75,0
20110129 09:08:22,2558151.55,26.293479,92.005734,56.1,0
20110814 11:26:30,2559334.87,26.339208,91.980516,54.25,0
20110814 11:26:30,2559334.87,26.33649,91.97992,54.24,0
20110814 11:26:30,2559334.87,26.331118,91.980773,52.56,0
20110814 11:26:30,2559943.28,26.309462,91.978788,51.91,0
20130819 22:55:01,2560129.71,26.309193,91.976585,51.79,0
20101105 13:21:09,2560701.34,26.306127,91.972015,48.33,0
20101105 13:21:09,2560703.58,26.303491,91.974555,48.23,0
20110814 11:26:30,2560941.3,26.301204,91.973641,52.67,0
20111108 19:05:46,2560989.88,26.308485,91.965901,47.78,0
20111108 19:05:46,2561189.3,26.305781,91.9659,47.62,0
20121111 00:50:28,2561244.8,26.307169,91.963813,47.83,0
20111108 19:05:46,2561394.3,26.303075,91.965827,47.59,0
20110814 11:26:30,2561426.21,26.29577,91.972526,52.67,0
20121111 00:50:28,2561443.61,26.304461,91.963824,47.71,0
20121111 00:50:28,2561555.28,26.301788,91.964953,47.65,0
20111108 19:05:46,2561682.44,26.300335,91.964688,47.55,0
20110814 11:26:30,2561717.53,26.293034,91.971341,51.98,0
20121111 00:50:28,2561935.15,26.299007,91.962641,47.65,0
20121111 00:50:28,2562094.03,26.293687,91.965726,47.62,0
20121111 00:50:28,2562102.67,26.296312,91.963053,47.35,0
20111108 19:05:46,2562283.78,26.289599,91.967202,47.59,0
20121111 00:50:28,2562407.23,26.288305,91.966831,47.83,0
20101105 13:21:09,2562556.13,26.276394,91.976473,48.57,0
20111108 19:05:46,2562709.75,26.284181,91.966851,47.54,0
20111108 19:05:46,2562954.35,26.278835,91.968828,47.93,0
20121111 00:50:28,2563206.24,26.277471,91.966827,47.83,0
20120816 17:11:40,2563307.58,26.29271,91.950632,51.31,0
20120816 17:11:40,2563508.79,26.290028,91.950586,51.33,0
20120816 17:11:40,2563567.5,26.287336,91.950258,51.33,0
20120816 17:11:40,2563567.5,26.284631,91.949482,51.29,0
20120816 17:11:40,2563567.5,26.281945,91.949302,51.34,0
20120816 17:11:40,2563567.5,26.279316,91.950988,51.22,0
20110814 11:26:30,2563567.5,26.27916,91.959275,51.98,0
20121111 00:50:28,2564042.6,26.272052,91.966759,47.74,0
20110814 11:26:30,2564042.6,26.271283,91.966311,52.48,0
20111108 19:05:46,2564042.6,26.273416,91.968453,47.76,0
20120816 17:11:40,2564590.45,26.276627,91.950731,51.26,0
20120816 17:11:40,2564869.09,26.273917,91.949798,51.34,0
20110815 23:18:13,2570408.22,26.264313,91.905112,52.29,0
20110815 23:18:13,2570449.19,26.25629,91.905684,53.55,0
20110815 23:18:13,2570517.68,26.25889,91.903166,53.26,0
20110815 23:18:13,2570517.68,26.2616,91.904096,52.48,0
20110521 15:39:12,2570609.1,26.263225,91.899501,47.83,0
20110815 23:18:13,2570629.43,26.253528,91.902996,52.85,0
20120818 05:03:16,2570784.76,26.264946,91.896992,50.51,0
20120818 05:03:16,2571008.25,26.248657,91.900868,50.36,0
20120818 05:03:16,2571224.06,26.245875,91.89936,50.5,0
20110815 23:18:13,2571316.3,26.245358,91.898448,54.21,0
20120818 05:03:16,2571341.61,26.254039,91.898044,50.52,0
20120818 05:03:16,2571343.38,26.251304,91.898074,50.58,0
20120818 05:03:16,2571367.09,26.256764,91.897742,50.56,0
20110815 23:18:13,2571518.98,26.24262,91.896472,53.67,0
20110521 15:39:12,2571682.56,26.255165,91.89462,47.67,0
20110521 15:39:12,2571706.68,26.266129,91.894188,47.72,0
20120523 21:24:09,2571833.55,26.255818,91.893101,48.58,0
20120523 21:24:09,2571857.2,26.258505,91.892818,48.55,0
20110521 15:39:12,2571916.74,26.24976,91.892376,47.54,0
20120523 21:24:09,2571938.24,26.245131,91.892242,48.47,0
20120523 21:24:09,2571939.62,26.253171,91.892088,48.48,0
20120523 21:24:09,2572001.13,26.24783,91.891567,48.49,0
20120523 21:24:09,2572006.76,26.250512,91.891464,48.5,0
20110521 15:39:12,2572022.06,26.252532,91.891276,47.41,0
20110521 15:39:12,2572072.89,26.238852,91.891007,47.5,0
20110521 15:39:12,2572084.68,26.236116,91.890937,47.53,0
20120523 21:24:09,2572110.68,26.242505,91.890566,48.42,0
20120523 21:24:09,2572111.52,26.237146,91.890651,48.48,0
20130527 03:07:56,2572176.59,26.24158,91.889924,48.32,0
20110523 03:30:52,2576060.95,26.230054,91.851339,49.32,0
20120229 01:36:48,2576917.95,26.248956,91.842452,44.02,0
20120229 01:36:48,2576967.5,26.246274,91.842004,43.92,0
20120229 01:36:48,2577070.14,26.251709,91.840625,44.02,0
20120229 01:36:48,2577238.98,26.243617,91.840777,44.04,0
20120229 01:36:48,2577700.31,26.241033,91.837201,43.86,0
20120229 01:36:48,2577918.08,26.238348,91.836865,43.78,0
20110523 03:30:52,2578161.94,26.227133,91.844063,46.76,0
20130528 14:59:35,2578205.74,26.22131,91.848791,47.71,0
20120229 01:36:48,2578205.74,26.235722,91.834621,43.65,0
20120229 01:36:48,2578407.51,26.233062,91.833469,43.55,0
20120229 01:36:48,2578441.97,26.230337,91.83441,43.54,0
20120229 01:36:48,2578561.56,26.227641,91.834413,43.55,0
20120525 09:15:49,2578753.25,26.234388,91.829077,47.39,0
20120229 01:36:48,2578815.68,26.224991,91.832934,43.61,0
20120525 09:15:49,2578981.76,26.231628,91.827929,47.43,0
20120525 09:15:49,2579153.07,26.228886,91.827393,47.48,0
20110225 19:51:40,2580302.71,26.222247,91.815968,43.8,0
20110225 19:51:40,2580667.06,26.225101,91.811553,43.15,0
20130303 07:20:42,2580715.7,26.229123,91.810077,43.1,0
20110225 19:51:40,2580844.79,26.227895,91.809058,43.51,0
20130303 07:20:42,2580890.25,26.226437,91.808949,43.21,0
20110225 19:51:40,2581307.9,26.219705,91.810422,43.72,0
20130303 07:20:42,2581574.6,26.223858,91.804466,43.04,0
20130303 07:20:42,2581603.87,26.221152,91.803988,43.03,0
20110225 19:51:40,2581603.87,26.217098,91.806962,43.59,0
20110225 19:51:40,2581603.87,26.214414,91.805935,43.58,0
20130303 07:20:42,2581747.81,26.218481,91.802397,43.08,0
20130303 07:20:42,2582605.99,26.215917,91.797426,43.35,0
20130303 07:20:42,2582903.88,26.213253,91.795638,43.5,0
20130304 19:12:18,2583637.03,26.215556,91.78604,43.05,0
20130304 19:12:18,2583764.69,26.212839,91.786198,43.04,0
20111207 17:40:53,2585025.88,26.204437,91.776941,397.31,1
20130304 19:12:18,2585100.85,26.20436,91.776143,42.83,0
20130304 19:12:18,2585247.5,26.201637,91.776091,42.86,0
20120301 13:28:31,2585393.58,26.200241,91.773905,42.38,0
20120301 13:28:31,2585496.13,26.203022,91.770417,42.11,0
20110227 07:43:16,2585594.99,26.200754,91.77003,43.05,0
20111206 05:49:12,2586169.58,26.202789,91.763562,43.27,0
20111206 05:49:12,2586305.21,26.200085,91.762751,43.24,0
20101203 00:04:26,2587377.34,26.211848,91.748827,44.88,0
20130304 19:12:18,2587850.96,26.195429,91.751688,42.76,0
20101203 00:04:26,2588045.03,26.201201,91.746264,44.22,0
20101203 00:04:26,2588232.46,26.198538,91.745676,44.19,0
20101203 00:04:26,2588468.12,26.193161,91.746082,44.18,0
20111206 05:49:12,2588573.49,26.192444,91.745311,43.3,0
20130304 19:12:18,2589491.26,26.189607,91.739562,42.93,0
20121208 11:33:40,2589723.28,26.193537,91.73285,44.07,0
20111206 05:49:12,2589765.61,26.187207,91.738246,43.82,0
20121208 11:33:40,2589961.11,26.190867,91.732263,44.09,0
20130304 19:12:18,2589971.97,26.186773,91.735968,43.22,0
20121208 11:33:40,2590167.08,26.188184,91.732103,43.95,0
20121208 11:33:40,2590380.66,26.185504,91.731841,43.87,0
20121208 11:33:40,2590659.53,26.182851,91.730704,43.96,0
20111207 17:40:53,2591918.91,26.179753,91.716,399.59,1
20101204 11:56:03,2592472.4,26.181105,91.70991,44.23,0
20121209 23:25:16,2592483.87,26.177173,91.710927,44.7,0
20101204 11:56:03,2592716.73,26.172895,91.709764,44.81,0
20101204 11:56:03,2592765.29,26.17559,91.708486,44.68,0
20101204 11:56:03,2592783.94,26.178295,91.707513,44.46,0
20121209 23:25:16,2592922.97,26.174323,91.707228,43.27,0
20120914 15:46:34,2594463.07,26.173381,91.691228,48.5,0
20120914 15:46:34,2594704.03,26.176155,91.688243,49.36,0
20100909 04:17:03,2594895.05,26.175563,91.686342,50.2,0
20100909 04:17:03,2594995.8,26.172912,91.685361,49.72,0
20120914 15:46:34,2595032.29,26.17894,91.684941,48.05,0
20110912 10:01:35,2596403.12,26.174649,91.671299,47.3,0
20110912 10:01:35,2596417.07,26.17192,91.671185,47.28,0
20110912 10:01:35,2596458.79,26.177401,91.670718,47.32,0
20130917 21:30:01,2596632.78,26.18015,91.668956,47.58,0
20130917 21:30:01,2596634.59,26.177436,91.668963,47.6,0
20130917 21:30:01,2596964.14,26.171906,91.665725,47.66,0
20130917 21:30:01,2596985.98,26.174613,91.665482,47.63,0
20111207 17:40:53,2597192.68,26.173423,91.66343,397.59,1
20111207 17:40:53,2598308.94,26.176433,91.652261,407.59,1
20120916 03:38:14,2598865.21,26.165502,91.64681,49.03,0
20130919 09:21:38,2599150.76,26.164523,91.643969,47.07,0
20120916 03:38:14,2599216.63,26.187081,91.643103,48.79,0
20110913 21:53:12,2599234.31,26.162905,91.64315,46.82,0
20120916 03:38:14,2599302.23,26.181632,91.642299,48.81,0
20130919 09:21:38,2599307.31,26.172572,91.642332,47.03,0
20120916 03:38:14,2599318.95,26.18976,91.642057,48.77,0
20120916 03:38:14,2599319.99,26.173493,91.642197,49.03,0
20130919 09:21:38,2599381.59,26.177947,91.641541,46.97,0
20130919 09:21:38,2599384.99,26.175247,91.641532,47.03,0
20110913 21:53:12,2599406.68,26.173674,91.64133,46.91,0
20130919 09:21:38,2599408.35,26.180639,91.641249,46.98,0
20110913 21:53:12,2599440.45,26.184487,91.640893,46.8,0
20130919 09:21:38,2599442.83,26.186027,91.640855,46.92,0
20120916 03:38:14,2599498.37,26.176148,91.640392,48.79,0
20120916 03:38:14,2599537.35,26.178847,91.639978,49.17,0
20110913 21:53:12,2600020.62,26.187155,91.639677,46.84,0
20130919 09:21:38,2600130.14,26.188674,91.639161,46.91,0
20110913 21:53:12,2600167.35,26.189849,91.639269,46.72,0
20130919 09:21:38,2600197.86,26.191388,91.639605,47.61,0
20110913 21:53:12,2600360.3,26.192528,91.638361,46.72,0
20130919 09:21:38,2600502.15,26.194022,91.637489,47.9,0
20120621 19:59:05,2600690.9,26.18082,91.629797,47.81,0
20100910 16:08:45,2600794.99,26.179393,91.628072,49.11,0
20120621 19:59:05,2600849.43,26.178198,91.626977,47.52,0
20120621 19:59:05,2600904.71,26.196933,91.634443,47.44,0
20100910 16:08:45,2600997.91,26.182066,91.627055,49.2,0
20120621 19:59:05,2601167.42,26.199693,91.632825,47.77,0
20100910 16:08:45,2601774.91,26.195516,91.624543,49.15,0
20110619 14:14:18,2603247.84,26.177083,91.604861,46.24,0
20110619 14:14:18,2603251,26.201356,91.606067,46.17,0
20110619 14:14:18,2603282.43,26.198669,91.605616,46.21,0
20110619 14:14:18,2603855.43,26.174426,91.603443,46.17,0
20130625 01:42:56,2604010.49,26.185529,91.597678,46.07,0
20130625 01:42:56,2604873.14,26.177465,91.595773,45.89,0
20130625 01:42:56,2605476.63,26.172098,91.594219,45.84,0
20130625 01:42:56,2605761.96,26.169402,91.593829,45.81,0
20130626 13:34:31,2607741.87,26.159351,91.576439,45.95,0
20130625 01:42:56,2607745.93,26.142385,91.591873,45.97,0
20130626 13:34:31,2607849.33,26.154,91.579941,46.36,0
20130626 13:34:31,2607985.06,26.156626,91.576639,45.99,0
20120623 07:50:47,2608129.32,26.157784,91.575037,47.09,0
20120623 07:50:47,2608143.2,26.16045,91.574546,47.12,0
20120623 07:50:47,2608146.54,26.155107,91.575217,47.15,0
20110621 02:05:54,2608323.91,26.158725,91.572958,46.15,0
20110621 02:05:54,2608342.26,26.15327,91.573493,46.2,0
20110621 02:05:54,2608387.21,26.15598,91.572684,46.24,0
20130401 05:55:38,2611891.5,26.142215,91.541518,41.94,0
20110326 18:26:42,2611930.58,26.131568,91.547995,44.74,0
20130401 05:55:38,2612206.71,26.139595,91.539591,41.94,0
20120329 00:11:48,2612254.88,26.13916,91.539319,41.88,0
20130401 05:55:38,2612297.71,26.134155,91.542082,42.08,0
20130401 05:55:38,2612367.4,26.136917,91.539482,42.26,0
20120329 00:11:48,2612419.82,26.136439,91.539189,41.9,0
20120330 12:03:27,2612462.86,26.136911,91.538386,42.18,0
20120329 00:11:48,2612606.51,26.133711,91.538813,41.9,0
20110326 18:26:42,2612744.25,26.134601,91.536647,46.17,0
20120329 00:11:48,2612789.36,26.130985,91.53848,41.91,0
20120329 00:11:48,2612873.95,26.128287,91.539075,41.99,0
20120330 12:03:27,2612997.91,26.134084,91.533909,42.21,0
20130402 17:47:16,2613424.29,26.13505,91.529332,42.24,0
20130402 17:47:16,2613877.88,26.132196,91.525387,42.32,0
20130402 17:47:16,2614607.06,26.129255,91.518653,41.97,0
